fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.9813912
0.025,0.075,0.7072282
0.05,0.075,0.6576441
0.05,0.125,0.6094346
0.2,0.125,0.5138563
0.2,0.15,0.5135445
0.225,0.15,0.51169693
0.225,0.225,0.50913835
0.275,0.225,0.50882375
0.275,0.275,0.50378704
0.325,0.275,0.50247806
0.325,0.3,0.50134945
0.375,0.3,0.49719137
0.375,0.35,0.48934403
0.5,0.35,0.45505056
0.5,0.425,0.45078576
0.6,0.425,0.4413655
0.6,0.45,0.43989328
0.65,0.45,0.43169883
0.65,0.475,0.43057597
0.675,0.475,0.42962596
0.675,0.575,0.41087547
0.7,0.575,0.40643063
0.7,0.625,0.3920447
0.725,0.625,0.37999293
0.725,0.725,0.3783798
0.75,0.725,0.37432808
0.75,0.775,0.35022467
0.775,0.775,0.34332436
0.775,0.8,0.33176777
0.8,0.8,0.3182085
0.8,0.875,0.2382764
0.85,0.875,0.18023796
0.85,0.925,0.14910226
0.875,0.925,0.13642198
0.875,0.95,0.04578598
0.9,0.95,0.045166787
0.9,0.975,0.034942057
1.0,0.975,0.0022121544
1.0,1.0,0.001626827
