fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.80037785
0.125,0.0,0.7080152
0.125,0.1,0.68889695
0.15,0.1,0.6741645
0.15,0.15,0.6393373
0.225,0.15,0.6308339
0.225,0.25,0.61088216
0.25,0.25,0.6055792
0.25,0.3,0.59700525
0.3,0.3,0.55587775
0.3,0.35,0.5300721
0.375,0.35,0.51000184
0.375,0.45,0.49541536
0.4,0.45,0.49515754
0.4,0.55,0.49090448
0.425,0.55,0.49023923
0.425,0.575,0.48987728
0.525,0.575,0.485889
0.525,0.7,0.46812564
0.55,0.7,0.4680679
0.55,0.8,0.41257748
0.575,0.8,0.400857
0.575,0.825,0.3973169
0.625,0.825,0.38494715
0.625,0.85,0.38026237
0.675,0.85,0.3677979
0.675,0.9,0.3597745
0.7,0.9,0.35744664
0.7,0.925,0.34786454
0.775,0.925,0.33440137
0.775,0.95,0.3300484
0.85,0.95,0.30363467
0.85,0.975,0.25310636
0.875,0.975,0.2518737
0.875,1.0,0.24760392
1.0,1.0,0.11916896
