fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.5868371
0.025,0.05,0.585735
0.075,0.05,0.5776167
0.075,0.15,0.5733896
0.25,0.15,0.564088
0.25,0.2,0.56001395
0.275,0.2,0.5592572
0.275,0.25,0.5497445
0.3,0.25,0.5495069
0.3,0.275,0.548435
0.325,0.275,0.5364876
0.325,0.3,0.53366244
0.35,0.3,0.5288561
0.35,0.35,0.5279199
0.375,0.35,0.52702796
0.375,0.425,0.52489173
0.475,0.425,0.5218888
0.475,0.475,0.5202502
0.5,0.475,0.5168232
0.5,0.775,0.50628597
0.525,0.775,0.50578725
0.525,0.825,0.5051214
0.575,0.825,0.5044655
0.575,0.85,0.50446093
0.65,0.85,0.503713
0.65,0.875,0.5032596
0.675,0.875,0.5029659
0.675,0.9,0.50014055
0.8,0.9,0.47805995
0.8,0.925,0.47703794
0.825,0.925,0.47561726
0.825,0.95,0.47477043
1.0,0.95,0.46465832
1.0,1.0,0.45830965
