fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.64015543
0.025,0.025,0.6396373
0.125,0.025,0.6350529
0.125,0.2,0.5814925
0.225,0.2,0.5696128
0.225,0.225,0.5638816
0.25,0.225,0.5602659
0.25,0.275,0.5585353
0.325,0.275,0.5444163
0.325,0.325,0.53821373
0.525,0.325,0.53556067
0.525,0.35,0.53404945
0.55,0.35,0.53402805
0.55,0.4,0.53257054
0.575,0.4,0.53170216
0.575,0.45,0.53098553
0.625,0.45,0.5297984
0.625,0.5,0.5294108
0.675,0.5,0.5278629
0.675,0.575,0.5257998
0.7,0.575,0.52563703
0.7,0.65,0.5246239
0.725,0.65,0.5245391
0.725,0.7,0.52010435
0.75,0.7,0.5193496
0.75,0.8,0.5099524
0.775,0.8,0.50869334
0.775,0.85,0.4928966
0.875,0.85,0.47654632
0.875,0.9,0.47180033
0.925,0.9,0.4349744
0.925,0.925,0.42343795
0.975,0.925,0.41010976
0.975,1.0,0.37323195
1.0,1.0,0.24034461
