fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.82438004
0.025,0.075,0.6955233
0.05,0.075,0.6832955
0.05,0.3,0.6318626
0.125,0.3,0.6210344
0.125,0.325,0.6065773
0.175,0.325,0.60368854
0.175,0.375,0.5954987
0.2,0.375,0.5877159
0.2,0.4,0.58420926
0.225,0.4,0.5808447
0.225,0.45,0.5783404
0.25,0.45,0.57326406
0.25,0.5,0.5586284
0.275,0.5,0.55530626
0.275,0.525,0.5540874
0.325,0.525,0.55269736
0.325,0.55,0.5515321
0.375,0.55,0.5496589
0.375,0.575,0.54579145
0.4,0.575,0.545132
0.4,0.625,0.54485804
0.5,0.625,0.53784025
0.5,0.675,0.5377395
0.525,0.675,0.53771406
0.525,0.725,0.5361299
0.55,0.725,0.53558546
0.55,0.75,0.5335614
0.625,0.75,0.5149966
0.625,0.775,0.50721973
0.675,0.775,0.4982551
0.675,0.8,0.47799703
0.7,0.8,0.4712442
0.7,0.825,0.4591797
0.75,0.825,0.45203745
0.75,0.875,0.44558367
0.775,0.875,0.4446592
0.775,0.925,0.4421808
0.875,0.925,0.43880823
0.875,0.95,0.38408816
0.95,0.95,0.27053258
0.95,1.0,0.20042588
1.0,1.0,0.04829872
