fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.64782196
0.025,0.025,0.6477625
0.025,0.125,0.5918506
0.1,0.125,0.58776945
0.1,0.15,0.5872652
0.125,0.15,0.5865642
0.125,0.275,0.5646831
0.175,0.275,0.56434137
0.175,0.325,0.5637363
0.2,0.325,0.5631623
0.2,0.35,0.5630832
0.225,0.35,0.5630356
0.225,0.4,0.56095254
0.275,0.4,0.5592924
0.275,0.45,0.55316424
0.35,0.45,0.5329758
0.35,0.475,0.52418494
0.4,0.475,0.5087502
0.4,0.5,0.4939545
0.425,0.5,0.48953846
0.425,0.55,0.4714392
0.45,0.55,0.4599265
0.45,0.575,0.4598917
0.475,0.575,0.45982972
0.475,0.625,0.45915976
0.5,0.625,0.45894873
0.5,0.725,0.4580027
0.55,0.725,0.45618388
0.55,0.75,0.45467088
0.625,0.75,0.45360118
0.625,0.8,0.45093977
0.65,0.8,0.44537
0.65,0.825,0.43618417
0.675,0.825,0.43235546
0.675,0.875,0.39931828
0.7,0.875,0.39881226
0.7,0.9,0.39878422
0.725,0.9,0.37041804
0.725,0.95,0.3507264
0.75,0.95,0.3445154
0.75,1.0,0.30270436
1.0,1.0,0.20434172
