fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6926937
0.0,0.05,0.68911487
0.1,0.05,0.68246627
0.1,0.075,0.6809805
0.15,0.075,0.6717165
0.15,0.1,0.64741033
0.175,0.1,0.6409332
0.175,0.125,0.63742507
0.35,0.125,0.56433284
0.35,0.175,0.5619254
0.4,0.175,0.5559428
0.4,0.2,0.55402774
0.425,0.2,0.5538799
0.425,0.3,0.5342918
0.5,0.3,0.5307477
0.5,0.35,0.5281925
0.55,0.35,0.52750504
0.55,0.375,0.5272572
0.625,0.375,0.5205704
0.625,0.475,0.5028863
0.65,0.475,0.4935915
0.65,0.6,0.48294294
0.7,0.6,0.48188794
0.7,0.75,0.48022813
0.75,0.75,0.47843966
0.75,0.825,0.47650254
0.775,0.825,0.475725
0.775,0.875,0.47541898
0.8,0.875,0.47422224
0.8,0.9,0.47320303
0.825,0.9,0.47205043
0.825,0.925,0.46676177
0.85,0.925,0.46449092
0.85,0.95,0.46438956
0.9,0.95,0.46117598
0.9,1.0,0.42705372
1.0,1.0,0.066208884
