fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.9757016
0.075,0.0,0.8960463
0.075,0.025,0.8770586
0.1,0.025,0.8736333
0.1,0.05,0.84693956
0.2,0.05,0.80217874
0.2,0.075,0.78436625
0.25,0.075,0.7611851
0.25,0.2,0.6361656
0.275,0.2,0.6220024
0.275,0.225,0.61607057
0.3,0.225,0.6044257
0.3,0.325,0.57734317
0.35,0.325,0.55578244
0.35,0.375,0.5477229
0.4,0.375,0.5225689
0.4,0.475,0.50191116
0.425,0.475,0.49866676
0.425,0.5,0.49764252
0.5,0.5,0.49145064
0.5,0.525,0.49075714
0.525,0.525,0.48994014
0.525,0.55,0.48793635
0.575,0.55,0.48701146
0.575,0.6,0.48672825
0.6,0.6,0.48526952
0.6,0.675,0.4833055
0.65,0.675,0.47992703
0.65,0.7,0.4769031
0.675,0.7,0.47503978
0.675,0.725,0.47278222
0.7,0.725,0.47167498
0.7,0.775,0.4613054
0.75,0.775,0.45153415
0.75,0.8,0.44923657
0.775,0.8,0.43538478
0.775,0.875,0.41756877
0.825,0.875,0.40939176
0.825,0.925,0.40438363
0.95,0.925,0.36611024
0.95,1.0,0.1391419
1.0,1.0,0.09533424
