target_id,experiment,dataset,architecture,run_id,model_seed,data_seed,attacker_seed,membership_convention,n_wires,depth,target_train_acc,target_test_acc,target_gap_acc,attack_acc,attack_auc,attack_f1,attack_precision,attack_recall,tpr@fpr=0.001,tpr@fpr=0.01,tpr@fpr=0.05,tpr@fpr=0.1,tuning_method,cv_best_auc,final_epochs,attack_results_json
ARCH_eff_control_mlp_qnn_s44,architecture_control,mnist,MLP_QNN,1622,44,43,41,"1=member,0=nonmember",6,2,0.9,0.79,0.10999999999999999,0.6,0.565625,0.6923076923076923,0.5625,0.9,0.0,0.0,0.05,0.15,optuna,0.599609375,11,reviewer_results/learned_mia_seed41/ARCH_eff_control_mlp_qnn_s44/attack_results.json
ARCH_eff_control_mlp_qnn_s45,architecture_control,mnist,MLP_QNN,1622,45,43,41,"1=member,0=nonmember",6,2,0.905,0.785,0.12,0.525,0.579375,0.525,0.525,0.525,0.0,0.0,0.025,0.1,optuna,0.61171875,199,reviewer_results/learned_mia_seed41/ARCH_eff_control_mlp_qnn_s45/attack_results.json
ARCH_high_reupload_HQNN_s43,architecture_control,mnist,HQNN,1070,43,43,41,"1=member,0=nonmember",6,6,1.0,0.92,0.07999999999999996,0.575,0.54125,0.6851851851851852,0.5441176470588235,0.925,0.025,0.025,0.125,0.175,optuna,0.6298828125,81,reviewer_results/learned_mia_seed41/ARCH_high_reupload_HQNN_s43/attack_results.json
ARCH_high_reupload_HQNN_s44,architecture_control,mnist,HQNN,1070,44,43,41,"1=member,0=nonmember",6,6,0.71,0.605,0.10499999999999998,0.5,0.54125,0.5555555555555556,0.5,0.625,0.025,0.025,0.175,0.2,optuna,0.605078125,3,reviewer_results/learned_mia_seed41/ARCH_high_reupload_HQNN_s44/attack_results.json
ARCH_high_reupload_HQNN_s45,architecture_control,mnist,HQNN,1070,45,43,41,"1=member,0=nonmember",6,6,1.0,0.94,0.06000000000000005,0.4625,0.490625,0.5376344086021505,0.4716981132075472,0.625,0.025,0.025,0.075,0.075,optuna,0.6880859375,30,reviewer_results/learned_mia_seed41/ARCH_high_reupload_HQNN_s45/attack_results.json
ARCH_high_reupload_QCNN_s43,architecture_control,mnist,QCNN,1070,43,43,41,"1=member,0=nonmember",6,6,0.965,0.785,0.17999999999999994,0.6625,0.728125,0.7096774193548387,0.6226415094339622,0.825,0.075,0.075,0.175,0.25,optuna,0.675,22,reviewer_results/learned_mia_seed41/ARCH_high_reupload_QCNN_s43/attack_results.json
ARCH_high_reupload_QCNN_s44,architecture_control,mnist,QCNN,1070,44,43,41,"1=member,0=nonmember",6,6,0.96,0.8,0.15999999999999992,0.6125,0.656875,0.6352941176470588,0.6,0.675,0.0,0.0,0.0,0.175,optuna,0.677734375,11,reviewer_results/learned_mia_seed41/ARCH_high_reupload_QCNN_s44/attack_results.json
ARCH_high_reupload_QCNN_s45,architecture_control,mnist,QCNN,1070,45,43,41,"1=member,0=nonmember",6,6,0.955,0.79,0.16499999999999992,0.5125,0.51125,0.5617977528089888,0.5102040816326531,0.625,0.025,0.025,0.05,0.1,optuna,0.65625,21,reviewer_results/learned_mia_seed41/ARCH_high_reupload_QCNN_s45/attack_results.json
ARCH_high_reupload_QNN_s43,architecture_control,mnist,QNN,1070,43,43,41,"1=member,0=nonmember",6,6,0.8,0.555,0.245,0.525,0.5449999999999999,0.5476190476190477,0.5227272727272727,0.575,0.0,0.0,0.025,0.025,optuna,0.6900390625,9,reviewer_results/learned_mia_seed41/ARCH_high_reupload_QNN_s43/attack_results.json
ARCH_high_reupload_QNN_s44,architecture_control,mnist,QNN,1070,44,43,41,"1=member,0=nonmember",6,6,0.765,0.535,0.22999999999999998,0.625,0.62875,0.6739130434782609,0.5961538461538461,0.775,0.025,0.025,0.05,0.075,optuna,0.646875,6,reviewer_results/learned_mia_seed41/ARCH_high_reupload_QNN_s44/attack_results.json
ARCH_high_reupload_QNN_s45,architecture_control,mnist,QNN,1070,45,43,41,"1=member,0=nonmember",6,6,0.81,0.525,0.28500000000000003,0.6,0.6,0.6097560975609756,0.5952380952380952,0.625,0.0,0.0,0.075,0.1,optuna,0.7037109375,7,reviewer_results/learned_mia_seed41/ARCH_high_reupload_QNN_s45/attack_results.json
ARCH_high_reupload_mlp_qnn_s43,architecture_control,mnist,MLP_QNN,1070,43,43,41,"1=member,0=nonmember",6,6,0.94,0.795,0.1449999999999999,0.5125,0.52375,0.5411764705882353,0.5111111111111111,0.575,0.05,0.05,0.075,0.1,optuna,0.62421875,53,reviewer_results/learned_mia_seed41/ARCH_high_reupload_mlp_qnn_s43/attack_results.json
ARCH_high_reupload_mlp_qnn_s44,architecture_control,mnist,MLP_QNN,1070,44,43,41,"1=member,0=nonmember",6,6,0.99,0.795,0.19499999999999995,0.5875,0.6312500000000001,0.6373626373626373,0.5686274509803921,0.725,0.025,0.025,0.15,0.225,optuna,0.6486328125,4,reviewer_results/learned_mia_seed41/ARCH_high_reupload_mlp_qnn_s44/attack_results.json
ARCH_high_reupload_mlp_qnn_s45,architecture_control,mnist,MLP_QNN,1070,45,43,41,"1=member,0=nonmember",6,6,0.925,0.81,0.11499999999999999,0.5375,0.595625,0.5066666666666667,0.5428571428571428,0.475,0.025,0.025,0.05,0.25,optuna,0.6203125,40,reviewer_results/learned_mia_seed41/ARCH_high_reupload_mlp_qnn_s45/attack_results.json
ARCH_low_reupload_HQNN_s43,architecture_control,mnist,HQNN,182,43,43,41,"1=member,0=nonmember",6,2,1.0,0.93,0.06999999999999995,0.55,0.595625,0.5,0.5625,0.45,0.025,0.025,0.075,0.075,optuna,0.6720703125,15,reviewer_results/learned_mia_seed41/ARCH_low_reupload_HQNN_s43/attack_results.json
ARCH_low_reupload_HQNN_s44,architecture_control,mnist,HQNN,182,44,43,41,"1=member,0=nonmember",6,2,1.0,0.955,0.04500000000000004,0.5875,0.599375,0.6597938144329897,0.5614035087719298,0.8,0.05,0.05,0.175,0.175,optuna,0.64765625,13,reviewer_results/learned_mia_seed41/ARCH_low_reupload_HQNN_s44/attack_results.json
ARCH_low_reupload_HQNN_s45,architecture_control,mnist,HQNN,182,45,43,41,"1=member,0=nonmember",6,2,0.28,0.34,-0.06,0.475,0.5775,0.36363636363636365,0.46153846153846156,0.3,0.05,0.05,0.1,0.2,optuna,0.599609375,4,reviewer_results/learned_mia_seed41/ARCH_low_reupload_HQNN_s45/attack_results.json
ARCH_low_reupload_QCNN_s43,architecture_control,mnist,QCNN,182,43,43,41,"1=member,0=nonmember",6,2,0.93,0.87,0.06000000000000005,0.5875,0.5925,0.4,0.7333333333333333,0.275,0.025,0.025,0.25,0.325,optuna,0.608984375,28,reviewer_results/learned_mia_seed41/ARCH_low_reupload_QCNN_s43/attack_results.json
ARCH_low_reupload_QCNN_s44,architecture_control,mnist,QCNN,182,44,43,41,"1=member,0=nonmember",6,2,0.925,0.875,0.050000000000000044,0.525,0.518125,0.36666666666666664,0.55,0.275,0.0,0.0,0.075,0.075,optuna,0.5701171875,1,reviewer_results/learned_mia_seed41/ARCH_low_reupload_QCNN_s44/attack_results.json
ARCH_low_reupload_QCNN_s45,architecture_control,mnist,QCNN,182,45,43,41,"1=member,0=nonmember",6,2,0.93,0.885,0.04500000000000004,0.45,0.469375,0.47619047619047616,0.45454545454545453,0.5,0.0,0.0,0.0,0.025,optuna,0.5869140625,25,reviewer_results/learned_mia_seed41/ARCH_low_reupload_QCNN_s45/attack_results.json
ARCH_low_reupload_QNN_s43,architecture_control,mnist,QNN,182,43,43,41,"1=member,0=nonmember",6,2,0.785,0.745,0.040000000000000036,0.5,0.5318749999999999,0.3939393939393939,0.5,0.325,0.075,0.075,0.1,0.175,optuna,0.575390625,8,reviewer_results/learned_mia_seed41/ARCH_low_reupload_QNN_s43/attack_results.json
ARCH_low_reupload_QNN_s44,architecture_control,mnist,QNN,182,44,43,41,"1=member,0=nonmember",6,2,0.795,0.72,0.07500000000000007,0.525,0.5037499999999999,0.525,0.525,0.525,0.0,0.0,0.0,0.025,optuna,0.61171875,16,reviewer_results/learned_mia_seed41/ARCH_low_reupload_QNN_s44/attack_results.json
ARCH_low_reupload_QNN_s45,architecture_control,mnist,QNN,182,45,43,41,"1=member,0=nonmember",6,2,0.8,0.71,0.09000000000000008,0.4875,0.47812499999999997,0.2807017543859649,0.47058823529411764,0.2,0.0,0.0,0.0,0.0,optuna,0.5875,60,reviewer_results/learned_mia_seed41/ARCH_low_reupload_QNN_s45/attack_results.json
ARCH_low_reupload_mlp_qnn_s43,architecture_control,mnist,MLP_QNN,182,43,43,41,"1=member,0=nonmember",6,2,0.905,0.775,0.13,0.5375,0.560625,0.4788732394366197,0.5483870967741935,0.425,0.05,0.05,0.1,0.125,optuna,0.6388671875,16,reviewer_results/learned_mia_seed41/ARCH_low_reupload_mlp_qnn_s43/attack_results.json
ARCH_low_reupload_mlp_qnn_s44,architecture_control,mnist,MLP_QNN,182,44,43,41,"1=member,0=nonmember",6,2,0.9,0.79,0.10999999999999999,0.6,0.565625,0.6923076923076923,0.5625,0.9,0.0,0.0,0.05,0.15,optuna,0.599609375,11,reviewer_results/learned_mia_seed41/ARCH_low_reupload_mlp_qnn_s44/attack_results.json
ARCH_low_reupload_mlp_qnn_s45,architecture_control,mnist,MLP_QNN,182,45,43,41,"1=member,0=nonmember",6,2,0.905,0.785,0.12,0.525,0.579375,0.525,0.525,0.525,0.0,0.0,0.025,0.1,optuna,0.61171875,199,reviewer_results/learned_mia_seed41/ARCH_low_reupload_mlp_qnn_s45/attack_results.json
MNIST_QNN_eff_su2_r1_d2_s43,multiseed_factorial,mnist,QNN,1622,43,43,41,"1=member,0=nonmember",6,2,0.765,0.73,0.03500000000000003,0.5625,0.681875,0.6666666666666666,0.5384615384615384,0.875,0.1,0.1,0.2,0.3,optuna,0.5966796875,14,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r1_d2_s43/attack_results.json
MNIST_QNN_eff_su2_r1_d2_s44,multiseed_factorial,mnist,QNN,1622,44,43,41,"1=member,0=nonmember",6,2,0.74,0.695,0.04500000000000004,0.5375,0.57125,0.5194805194805194,0.5405405405405406,0.5,0.025,0.025,0.15,0.2,optuna,0.60859375,17,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r1_d2_s44/attack_results.json
MNIST_QNN_eff_su2_r1_d2_s45,multiseed_factorial,mnist,QNN,1622,45,43,41,"1=member,0=nonmember",6,2,0.74,0.75,-0.010000000000000009,0.5875,0.625,0.5714285714285714,0.5945945945945946,0.55,0.05,0.05,0.2,0.275,optuna,0.63984375,3,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r1_d2_s45/attack_results.json
MNIST_QNN_eff_su2_r1_d6_s43,multiseed_factorial,mnist,QNN,1646,43,43,41,"1=member,0=nonmember",6,6,0.825,0.765,0.05999999999999994,0.6,0.5837500000000001,0.5428571428571428,0.6333333333333333,0.475,0.075,0.075,0.25,0.3,optuna,0.58203125,6,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r1_d6_s43/attack_results.json
MNIST_QNN_eff_su2_r1_d6_s44,multiseed_factorial,mnist,QNN,1646,44,43,41,"1=member,0=nonmember",6,6,0.79,0.765,0.025000000000000022,0.5625,0.50625,0.4927536231884058,0.5862068965517241,0.425,0.1,0.1,0.15,0.225,optuna,0.5900390625,9,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r1_d6_s44/attack_results.json
MNIST_QNN_eff_su2_r1_d6_s45,multiseed_factorial,mnist,QNN,1646,45,43,41,"1=member,0=nonmember",6,6,0.815,0.785,0.029999999999999916,0.4375,0.39437500000000003,0.4827586206896552,0.44680851063829785,0.525,0.0,0.0,0.0,0.0,optuna,0.5658203125,4,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r1_d6_s45/attack_results.json
MNIST_QNN_eff_su2_r5_d2_s43,multiseed_factorial,mnist,QNN,1766,43,43,41,"1=member,0=nonmember",6,2,0.84,0.74,0.09999999999999998,0.525,0.46499999999999997,0.6346153846153846,0.515625,0.825,0.0,0.0,0.0,0.075,optuna,0.6029296875,13,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r5_d2_s43/attack_results.json
MNIST_QNN_eff_su2_r5_d2_s44,multiseed_factorial,mnist,QNN,1766,44,43,41,"1=member,0=nonmember",6,2,0.86,0.755,0.10499999999999998,0.475,0.536875,0.5434782608695652,0.4807692307692308,0.625,0.075,0.075,0.125,0.15,optuna,0.5998046875,10,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r5_d2_s44/attack_results.json
MNIST_QNN_eff_su2_r5_d2_s45,multiseed_factorial,mnist,QNN,1766,45,43,41,"1=member,0=nonmember",6,2,0.875,0.71,0.16500000000000004,0.4875,0.48875,0.5060240963855421,0.4883720930232558,0.525,0.025,0.025,0.05,0.05,optuna,0.658984375,5,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r5_d2_s45/attack_results.json
MNIST_QNN_eff_su2_r5_d6_s43,multiseed_factorial,mnist,QNN,1790,43,43,41,"1=member,0=nonmember",6,6,0.975,0.77,0.20499999999999996,0.575,0.6112500000000001,0.6046511627906976,0.5652173913043478,0.65,0.0,0.0,0.075,0.075,optuna,0.6603515625,68,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r5_d6_s43/attack_results.json
MNIST_QNN_eff_su2_r5_d6_s44,multiseed_factorial,mnist,QNN,1790,44,43,41,"1=member,0=nonmember",6,6,0.945,0.795,0.1499999999999999,0.575,0.5875,0.6666666666666666,0.5483870967741935,0.85,0.025,0.025,0.1,0.1,optuna,0.6390625,55,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r5_d6_s44/attack_results.json
MNIST_QNN_eff_su2_r5_d6_s45,multiseed_factorial,mnist,QNN,1790,45,43,41,"1=member,0=nonmember",6,6,0.965,0.775,0.18999999999999995,0.5625,0.58125,0.6236559139784946,0.5471698113207547,0.725,0.025,0.025,0.05,0.1,optuna,0.6568359375,14,reviewer_results/learned_mia_seed41/MNIST_QNN_eff_su2_r5_d6_s45/attack_results.json
MNIST_QNN_z_r1_d2_s43,multiseed_factorial,mnist,QNN,182,43,43,41,"1=member,0=nonmember",6,2,0.805,0.78,0.025000000000000022,0.525,0.551875,0.3448275862068966,0.5555555555555556,0.25,0.075,0.075,0.1,0.15,optuna,0.5720703125,1,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r1_d2_s43/attack_results.json
MNIST_QNN_z_r1_d2_s44,multiseed_factorial,mnist,QNN,182,44,43,41,"1=member,0=nonmember",6,2,0.805,0.755,0.050000000000000044,0.4625,0.463125,0.4819277108433735,0.46511627906976744,0.5,0.0,0.0,0.025,0.025,optuna,0.5982421875,197,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r1_d2_s44/attack_results.json
MNIST_QNN_z_r1_d2_s45,multiseed_factorial,mnist,QNN,182,45,43,41,"1=member,0=nonmember",6,2,0.845,0.74,0.10499999999999998,0.45,0.49812500000000004,0.47619047619047616,0.45454545454545453,0.5,0.05,0.05,0.075,0.075,optuna,0.61875,52,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r1_d2_s45/attack_results.json
MNIST_QNN_z_r1_d6_s43,multiseed_factorial,mnist,QNN,206,43,43,41,"1=member,0=nonmember",6,6,0.905,0.72,0.18500000000000005,0.525,0.5575000000000001,0.5681818181818182,0.5208333333333334,0.625,0.05,0.05,0.075,0.1,optuna,0.65078125,46,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r1_d6_s43/attack_results.json
MNIST_QNN_z_r1_d6_s44,multiseed_factorial,mnist,QNN,206,44,43,41,"1=member,0=nonmember",6,6,0.905,0.745,0.16000000000000003,0.55,0.585,0.660377358490566,0.5303030303030303,0.875,0.025,0.025,0.05,0.075,optuna,0.619921875,172,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r1_d6_s44/attack_results.json
MNIST_QNN_z_r1_d6_s45,multiseed_factorial,mnist,QNN,206,45,43,41,"1=member,0=nonmember",6,6,0.925,0.77,0.15500000000000003,0.5,0.5331250000000001,0.5454545454545454,0.5,0.6,0.075,0.075,0.075,0.2,optuna,0.6576171875,6,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r1_d6_s45/attack_results.json
MNIST_QNN_z_r5_d2_s43,multiseed_factorial,mnist,QNN,326,43,43,41,"1=member,0=nonmember",6,2,0.645,0.455,0.19,0.6,0.653125,0.6521739130434783,0.5769230769230769,0.75,0.05,0.05,0.225,0.25,optuna,0.635546875,20,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r5_d2_s43/attack_results.json
MNIST_QNN_z_r5_d2_s44,multiseed_factorial,mnist,QNN,326,44,43,41,"1=member,0=nonmember",6,2,0.62,0.42,0.2,0.6375,0.640625,0.6329113924050633,0.6410256410256411,0.625,0.025,0.025,0.15,0.3,optuna,0.6619140625,9,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r5_d2_s44/attack_results.json
MNIST_QNN_z_r5_d2_s45,multiseed_factorial,mnist,QNN,326,45,43,41,"1=member,0=nonmember",6,2,0.65,0.405,0.245,0.625,0.6412500000000001,0.6666666666666666,0.6,0.75,0.0,0.0,0.1,0.125,optuna,0.66484375,199,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r5_d2_s45/attack_results.json
MNIST_QNN_z_r5_d6_s43,multiseed_factorial,mnist,QNN,350,43,43,41,"1=member,0=nonmember",6,6,0.745,0.445,0.3,0.675,0.7056250000000001,0.7111111111111111,0.64,0.8,0.175,0.175,0.25,0.3,optuna,0.7109375,7,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r5_d6_s43/attack_results.json
MNIST_QNN_z_r5_d6_s44,multiseed_factorial,mnist,QNN,350,44,43,41,"1=member,0=nonmember",6,6,0.745,0.45,0.295,0.65,0.7174999999999999,0.6744186046511628,0.6304347826086957,0.725,0.125,0.125,0.3,0.375,optuna,0.6935546875,60,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r5_d6_s44/attack_results.json
MNIST_QNN_z_r5_d6_s45,multiseed_factorial,mnist,QNN,350,45,43,41,"1=member,0=nonmember",6,6,0.74,0.44,0.3,0.6125,0.639375,0.6265060240963856,0.6046511627906976,0.65,0.025,0.025,0.125,0.2,optuna,0.7267578125,3,reviewer_results/learned_mia_seed41/MNIST_QNN_z_r5_d6_s45/attack_results.json
MNIST_QNN_zz_r1_d2_s43,multiseed_factorial,mnist,QNN,902,43,43,41,"1=member,0=nonmember",6,2,0.85,0.71,0.14,0.6125,0.6275000000000001,0.651685393258427,0.5918367346938775,0.725,0.025,0.025,0.175,0.2,optuna,0.6349609375,29,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r1_d2_s43/attack_results.json
MNIST_QNN_zz_r1_d2_s44,multiseed_factorial,mnist,QNN,902,44,43,41,"1=member,0=nonmember",6,2,0.79,0.67,0.12,0.475,0.49187499999999995,0.5116279069767442,0.4782608695652174,0.55,0.0,0.0,0.1,0.125,optuna,0.6384765625,5,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r1_d2_s44/attack_results.json
MNIST_QNN_zz_r1_d2_s45,multiseed_factorial,mnist,QNN,902,45,43,41,"1=member,0=nonmember",6,2,0.82,0.73,0.08999999999999997,0.575,0.6312500000000001,0.5641025641025641,0.5789473684210527,0.55,0.025,0.025,0.075,0.25,optuna,0.6224609375,7,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r1_d2_s45/attack_results.json
MNIST_QNN_zz_r1_d6_s43,multiseed_factorial,mnist,QNN,926,43,43,41,"1=member,0=nonmember",6,6,0.93,0.735,0.19500000000000006,0.5375,0.629375,0.5066666666666667,0.5428571428571428,0.475,0.025,0.025,0.125,0.15,optuna,0.6724609375,50,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r1_d6_s43/attack_results.json
MNIST_QNN_zz_r1_d6_s44,multiseed_factorial,mnist,QNN,926,44,43,41,"1=member,0=nonmember",6,6,0.915,0.72,0.19500000000000006,0.6,0.648125,0.627906976744186,0.5869565217391305,0.675,0.075,0.075,0.15,0.25,optuna,0.662109375,15,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r1_d6_s44/attack_results.json
MNIST_QNN_zz_r1_d6_s45,multiseed_factorial,mnist,QNN,926,45,43,41,"1=member,0=nonmember",6,6,0.935,0.71,0.2250000000000001,0.55,0.6475,0.5263157894736842,0.5555555555555556,0.5,0.05,0.05,0.125,0.25,optuna,0.711328125,12,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r1_d6_s45/attack_results.json
MNIST_QNN_zz_r5_d2_s43,multiseed_factorial,mnist,QNN,1046,43,43,41,"1=member,0=nonmember",6,2,0.72,0.51,0.20999999999999996,0.6125,0.615,0.6436781609195402,0.5957446808510638,0.7,0.0,0.0,0.1,0.15,optuna,0.6240234375,5,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r5_d2_s43/attack_results.json
MNIST_QNN_zz_r5_d2_s44,multiseed_factorial,mnist,QNN,1046,44,43,41,"1=member,0=nonmember",6,2,0.69,0.53,0.15999999999999992,0.5875,0.6375,0.6206896551724138,0.574468085106383,0.675,0.1,0.1,0.175,0.2,optuna,0.6037109375,79,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r5_d2_s44/attack_results.json
MNIST_QNN_zz_r5_d2_s45,multiseed_factorial,mnist,QNN,1046,45,43,41,"1=member,0=nonmember",6,2,0.7,0.52,0.17999999999999994,0.625,0.6518750000000001,0.5945945945945946,0.6470588235294118,0.55,0.0,0.0,0.175,0.175,optuna,0.6279296875,33,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r5_d2_s45/attack_results.json
MNIST_QNN_zz_r5_d6_s43,multiseed_factorial,mnist,QNN,1070,43,43,41,"1=member,0=nonmember",6,6,0.855,0.52,0.33499999999999996,0.6875,0.71,0.7252747252747253,0.6470588235294118,0.825,0.05,0.05,0.05,0.1,optuna,0.7291015625,198,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r5_d6_s43/attack_results.json
MNIST_QNN_zz_r5_d6_s44,multiseed_factorial,mnist,QNN,1070,44,43,41,"1=member,0=nonmember",6,6,0.875,0.55,0.32499999999999996,0.65,0.7424999999999999,0.6956521739130435,0.6153846153846154,0.8,0.025,0.025,0.125,0.25,optuna,0.7236328125,4,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r5_d6_s44/attack_results.json
MNIST_QNN_zz_r5_d6_s45,multiseed_factorial,mnist,QNN,1070,45,43,41,"1=member,0=nonmember",6,6,0.935,0.545,0.39,0.6125,0.640625,0.6172839506172839,0.6097560975609756,0.625,0.05,0.05,0.05,0.175,optuna,0.7984375,54,reviewer_results/learned_mia_seed41/MNIST_QNN_zz_r5_d6_s45/attack_results.json
