fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.74576473
0.025,0.05,0.7346776
0.05,0.05,0.7340644
0.05,0.075,0.72264487
0.075,0.075,0.7185464
0.075,0.1,0.715051
0.125,0.1,0.6991304
0.125,0.175,0.6768889
0.2,0.175,0.6421988
0.2,0.325,0.637078
0.225,0.325,0.63628477
0.225,0.45,0.6277247
0.3,0.45,0.62108374
0.3,0.475,0.6152965
0.4,0.475,0.5940725
0.4,0.525,0.5861212
0.45,0.525,0.5776751
0.45,0.55,0.5711469
0.475,0.55,0.5691512
0.475,0.575,0.5674075
0.5,0.575,0.55937576
0.5,0.6,0.5559834
0.525,0.6,0.55324996
0.525,0.625,0.5505954
0.55,0.625,0.5463111
0.55,0.725,0.49617222
0.575,0.725,0.4893902
0.575,0.75,0.48080468
0.7,0.75,0.45876238
0.7,0.775,0.45180362
0.725,0.775,0.45055753
0.725,0.8,0.44869158
0.775,0.8,0.4455198
0.775,0.85,0.40799904
0.825,0.85,0.3956064
0.825,0.9,0.39392546
0.85,0.9,0.39164913
0.85,0.925,0.38170364
0.95,0.925,0.3653297
0.95,0.975,0.34109885
0.975,0.975,0.32713756
0.975,1.0,0.29445007
1.0,1.0,0.29072535
