fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6684537
0.0,0.05,0.667217
0.025,0.05,0.66696656
0.025,0.1,0.6643238
0.075,0.1,0.66090935
0.075,0.125,0.660867
0.15,0.125,0.6586661
0.15,0.175,0.65750194
0.175,0.175,0.65270144
0.175,0.2,0.6464839
0.25,0.2,0.5880596
0.25,0.225,0.5761259
0.275,0.225,0.57499117
0.275,0.25,0.56072396
0.3,0.25,0.54860586
0.3,0.275,0.54459506
0.325,0.275,0.5175022
0.325,0.375,0.5116041
0.35,0.375,0.5093254
0.35,0.475,0.49033046
0.375,0.475,0.48879594
0.375,0.5,0.48631847
0.425,0.5,0.48430693
0.425,0.525,0.48333523
0.45,0.525,0.4815945
0.45,0.55,0.47837582
0.475,0.55,0.4781281
0.475,0.575,0.47754773
0.525,0.575,0.47650552
0.525,0.6,0.47623816
0.55,0.6,0.47596675
0.55,0.625,0.47493172
0.6,0.625,0.47483927
0.6,0.65,0.47472444
0.625,0.65,0.47440243
0.625,0.75,0.47286513
0.65,0.75,0.4643243
0.65,0.775,0.46316957
0.675,0.775,0.4595402
0.675,0.8,0.45761853
0.7,0.8,0.4554679
0.7,0.875,0.41866472
0.725,0.875,0.37882107
0.725,0.9,0.3774172
0.775,0.9,0.36938405
0.775,0.95,0.34097847
0.925,0.95,0.22984394
0.925,1.0,0.15649696
1.0,1.0,0.12005109
