fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6430767
0.0,0.05,0.63853705
0.05,0.05,0.62247473
0.05,0.075,0.62225133
0.125,0.075,0.61910474
0.125,0.1,0.61757034
0.15,0.1,0.61746454
0.15,0.15,0.60292417
0.175,0.15,0.6022865
0.175,0.175,0.60152495
0.225,0.175,0.59057176
0.225,0.2,0.58443046
0.25,0.2,0.5838914
0.25,0.225,0.5702042
0.3,0.225,0.5670608
0.3,0.325,0.5490371
0.325,0.325,0.54742265
0.325,0.35,0.5447704
0.35,0.35,0.53758806
0.35,0.4,0.53491217
0.525,0.4,0.52069557
0.525,0.45,0.51694274
0.55,0.45,0.51267403
0.55,0.475,0.5078473
0.6,0.475,0.50468755
0.6,0.55,0.49581835
0.65,0.55,0.49293843
0.65,0.675,0.48293325
0.7,0.675,0.4827314
0.7,0.75,0.48211536
0.725,0.75,0.47986192
0.725,0.8,0.47752205
0.775,0.8,0.46902928
0.775,0.9,0.43862858
0.825,0.9,0.42566758
0.825,0.95,0.41912913
0.85,0.95,0.41340345
0.85,0.975,0.36162278
0.925,0.975,0.32525936
0.925,1.0,0.30351758
1.0,1.0,0.2730815
