fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7057068
0.0,0.05,0.69824874
0.075,0.05,0.6716803
0.075,0.1,0.6622156
0.1,0.1,0.6602296
0.1,0.15,0.6566763
0.125,0.15,0.65406394
0.125,0.175,0.6518295
0.175,0.175,0.6483794
0.175,0.3,0.63192236
0.275,0.3,0.61585563
0.275,0.35,0.60697645
0.3,0.35,0.6062441
0.3,0.45,0.59718156
0.35,0.45,0.5908521
0.35,0.5,0.5778794
0.375,0.5,0.57768774
0.375,0.55,0.5600164
0.4,0.55,0.55538213
0.4,0.575,0.54902124
0.475,0.575,0.49364924
0.475,0.625,0.4695384
0.525,0.625,0.46456465
0.525,0.675,0.45932692
0.575,0.675,0.4547571
0.575,0.7,0.45237264
0.6,0.7,0.4379073
0.6,0.9,0.41163644
0.7,0.9,0.3795138
0.7,0.925,0.37204996
0.75,0.925,0.35731718
0.75,0.95,0.3559556
0.825,0.95,0.33049357
0.825,1.0,0.3245171
1.0,1.0,0.24930108
