fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.821759
0.0,0.125,0.7697331
0.125,0.125,0.7213371
0.125,0.175,0.7124836
0.175,0.175,0.70139384
0.175,0.2,0.6974601
0.225,0.2,0.6689641
0.225,0.225,0.66602147
0.275,0.225,0.6592632
0.275,0.275,0.6439782
0.325,0.275,0.6373109
0.325,0.3,0.63550025
0.35,0.3,0.63225496
0.35,0.325,0.63205695
0.45,0.325,0.6199351
0.45,0.375,0.6074714
0.5,0.375,0.6008152
0.5,0.4,0.59374344
0.525,0.4,0.59156334
0.525,0.475,0.57561475
0.55,0.475,0.5708352
0.55,0.5,0.56985927
0.6,0.5,0.56330407
0.6,0.725,0.5342632
0.65,0.725,0.5257102
0.65,0.775,0.51537293
0.7,0.775,0.5063457
0.7,0.8,0.5016266
0.825,0.8,0.47561163
0.825,0.875,0.46062088
0.875,0.875,0.44511658
0.875,0.9,0.44450825
0.9,0.9,0.4367425
0.9,0.925,0.41207892
0.925,0.925,0.3842647
0.925,0.95,0.36731753
0.975,0.95,0.3267554
0.975,1.0,0.19867346
1.0,1.0,0.18371806
