target_id,experiment,dataset,architecture,role,seed,model_seed,data_seed,structural_cell_id,fm_kind,reps,depth,attack,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,tpr_at_0_05_fpr,attained_fpr_for_0_05,tpr_at_0_10_fpr,attained_fpr_for_0_10,n_member,n_nonmember,num_reference_models,reference_epochs,reference_candidate_protocol,score_statistic,ci_method,sample_score_file,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds
MNIST_QNN_eff_su2_r1_d2_s43,multiseed_factorial,MNIST,QNN,eff_su2_r1_d2,43,43,43,eff_su2_r1_d2,eff_su2,1,2,lira_online,0.506975,0.45037375,0.5642,5000,0.06,0.05,0.095,0.095,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43.npz,0.5225,0.0449999999999999,0.285,0.24,0.6346117336241703,5
MNIST_QNN_eff_su2_r1_d2_s43,multiseed_factorial,MNIST,QNN,eff_su2_r1_d2,43,43,43,eff_su2_r1_d2,eff_su2,1,2,lira_online_fixed_variance,0.5119,0.454698125,0.568876875,5000,0.05,0.035,0.125,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43.npz,0.525,0.0499999999999999,0.365,0.315,0.2158158015546991,5
MNIST_QNN_eff_su2_r1_d2_s43,multiseed_factorial,MNIST,QNN,eff_su2_r1_d2,43,43,43,eff_su2_r1_d2,eff_su2,1,2,lira_offline,0.499225,0.4407487499999999,0.554725625,5000,0.075,0.05,0.115,0.09,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43.npz,0.465,-0.0699999999999999,0.405,0.475,1.232018834540388,5
MNIST_QNN_eff_su2_r1_d2_s43,multiseed_factorial,MNIST,QNN,eff_su2_r1_d2,43,43,43,eff_su2_r1_d2,eff_su2,1,2,lira_offline_fixed_variance,0.464725,0.408098125,0.521603125,5000,0.06,0.045,0.105,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43.npz,0.4575,-0.0849999999999999,0.335,0.42,0.9378238526578274,5
MNIST_QNN_eff_su2_r1_d2_s43,multiseed_factorial,MNIST,QNN,eff_su2_r1_d2,43,43,43,eff_su2_r1_d2,eff_su2,1,2,global_true_class_log_odds,0.539175,0.483249375,0.5962356249999998,5000,0.06,0.045,0.11,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43.npz,0.5599999999999999,0.12,0.425,0.305,1.0400144744980224,5
MNIST_QNN_eff_su2_r1_d2_s44,multiseed_factorial,MNIST,QNN,eff_su2_r1_d2,44,44,43,eff_su2_r1_d2,eff_su2,1,2,lira_online,0.5787,0.521473125,0.634928125,5000,0.075,0.05,0.115,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d2_s44.npz,0.5675,0.1349999999999999,0.595,0.46,-0.0940247034307102,5
MNIST_QNN_eff_su2_r1_d2_s44,multiseed_factorial,MNIST,QNN,eff_su2_r1_d2,44,44,43,eff_su2_r1_d2,eff_su2,1,2,lira_online_fixed_variance,0.566775,0.510074375,0.622253125,5000,0.095,0.05,0.16,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d2_s44.npz,0.535,0.07,0.56,0.49,-0.035691150972994,5
MNIST_QNN_eff_su2_r1_d2_s44,multiseed_factorial,MNIST,QNN,eff_su2_r1_d2,44,44,43,eff_su2_r1_d2,eff_su2,1,2,lira_offline,0.48205,0.427574375,0.539579375,5000,0.06,0.05,0.085,0.085,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d2_s44.npz,0.4425,-0.1149999999999999,0.505,0.62,0.43102591770053,5
MNIST_QNN_eff_su2_r1_d2_s44,multiseed_factorial,MNIST,QNN,eff_su2_r1_d2,44,44,43,eff_su2_r1_d2,eff_su2,1,2,lira_offline_fixed_variance,0.499225,0.442724375,0.55710375,5000,0.065,0.04,0.13,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d2_s44.npz,0.5375,0.075,0.33,0.255,1.3711476140340129,5
MNIST_QNN_eff_su2_r1_d2_s44,multiseed_factorial,MNIST,QNN,eff_su2_r1_d2,44,44,43,eff_su2_r1_d2,eff_su2,1,2,global_true_class_log_odds,0.531825,0.47484875,0.588776875,5000,0.085,0.05,0.105,0.095,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d2_s44.npz,0.495,-0.01,0.65,0.66,0.3117983288053827,5
