attack,dataset,architecture,fm_kind,reps,depth,auc_count,auc_mean,auc_std,tpr_at_0_05_fpr_count,tpr_at_0_05_fpr_mean,tpr_at_0_05_fpr_std,tpr_at_0_10_fpr_count,tpr_at_0_10_fpr_mean,tpr_at_0_10_fpr_std,balanced_accuracy_crossfit_count,balanced_accuracy_crossfit_mean,balanced_accuracy_crossfit_std,membership_advantage_crossfit_count,membership_advantage_crossfit_mean,membership_advantage_crossfit_std,error_bar_type
global_true_class_log_odds,MNIST,QNN,eff_su2,1,2,3,0.5298916666666666,0.01038584774264157,3,0.06666666666666667,0.016072751268321597,3,0.10833333333333334,0.0028867513459481303,3,0.5175,0.03682729965664055,3,0.034999999999999996,0.07365459931328117,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,eff_su2,1,6,3,0.5364416666666667,0.005660462289719229,3,0.05333333333333334,0.0028867513459481246,3,0.11666666666666665,0.012583057392117916,3,0.49583333333333335,0.020207259421636963,3,-0.008333333333333302,0.0404145188432737,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,eff_su2,5,2,3,0.5708583333333334,0.005956001874859764,3,0.041666666666666664,0.010408329997330667,3,0.11166666666666668,0.028431203515386635,3,0.5358333333333333,0.02843120351538662,3,0.07166666666666664,0.05686240703077329,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,eff_su2,5,6,3,0.6026666666666666,0.01692524618235529,3,0.08666666666666667,0.02362907813126304,3,0.15333333333333335,0.012583057392117911,3,0.5950000000000001,0.011456439237389602,3,0.18999999999999995,0.022912878474779207,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,z,1,2,3,0.5412333333333333,0.01660792983286399,3,0.04833333333333334,0.02309401076758503,3,0.125,0.008660254037844393,3,0.5458333333333333,0.0038188130791298944,3,0.0916666666666666,0.007637626158259791,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,z,1,6,3,0.5985666666666667,0.014552863406674794,3,0.06,0.025,3,0.15333333333333332,0.023629078131263023,3,0.5733333333333334,0.017017148213885138,3,0.14666666666666667,0.03403429642777023,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,z,5,2,3,0.6455083333333334,0.01243694931779238,3,0.07833333333333332,0.020207259421636908,3,0.17166666666666666,0.027537852736430512,3,0.6025,0.013919410907074967,3,0.20499999999999996,0.027838821814150115,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,z,5,6,3,0.684425,0.01194960773414761,3,0.09500000000000001,0.020000000000000004,3,0.19499999999999998,0.01732050807568877,3,0.6433333333333332,0.006291528696058989,3,0.28666666666666657,0.012583057392117914,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,zz,1,2,3,0.5619583333333333,0.01174947693871233,3,0.045000000000000005,0.010000000000000002,3,0.11166666666666668,0.020816659994661334,3,0.5608333333333334,0.014648663192705753,3,0.12166666666666659,0.029297326385411635,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,zz,1,6,3,0.6043416666666667,0.011277364866551643,3,0.03666666666666667,0.007637626158259733,3,0.11,0.027838821814150108,3,0.5966666666666667,0.005204164998665346,3,0.19333333333333327,0.010408329997330611,mean ± sample SD across target-model seeds
