fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.67407084
0.025,0.1,0.6312577
0.05,0.1,0.6213879
0.05,0.225,0.5923626
0.225,0.225,0.5630931
0.225,0.275,0.5530271
0.25,0.275,0.5501027
0.25,0.35,0.5465039
0.275,0.35,0.54491657
0.275,0.375,0.5420829
0.375,0.375,0.5340085
0.375,0.4,0.5318705
0.4,0.4,0.52503216
0.4,0.425,0.5213292
0.475,0.425,0.51394814
0.475,0.475,0.50005823
0.5,0.475,0.49924412
0.5,0.5,0.49471086
0.575,0.5,0.48691636
0.575,0.525,0.48491827
0.625,0.525,0.4819887
0.625,0.55,0.48163685
0.675,0.55,0.48113224
0.675,0.575,0.47460267
0.725,0.575,0.46980345
0.725,0.725,0.45772287
0.8,0.725,0.45048591
0.8,0.775,0.44607037
0.825,0.775,0.4456522
0.825,0.825,0.43861
0.875,0.825,0.431558
0.875,0.925,0.41417933
0.925,0.925,0.3866919
0.925,0.975,0.3804719
0.95,0.975,0.36113232
0.95,1.0,0.3585681
1.0,1.0,0.34170523
