fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.9497472
0.025,0.025,0.9494705
0.025,0.075,0.91760033
0.05,0.075,0.9129965
0.05,0.125,0.9123519
0.1,0.125,0.9093839
0.1,0.2,0.87189734
0.125,0.2,0.866018
0.125,0.225,0.8643586
0.15,0.225,0.86235666
0.15,0.25,0.8517922
0.175,0.25,0.85087574
0.175,0.3,0.8023012
0.225,0.3,0.7938359
0.225,0.425,0.75236374
0.25,0.425,0.74686646
0.25,0.5,0.7052778
0.3,0.5,0.65710294
0.3,0.6,0.59087193
0.4,0.6,0.52324635
0.4,0.625,0.515659
0.425,0.625,0.5126859
0.425,0.675,0.49252376
0.575,0.675,0.40497625
0.575,0.725,0.32077125
0.625,0.725,0.3108985
0.625,0.75,0.30861175
0.65,0.75,0.299307
0.65,0.825,0.25236505
0.675,0.825,0.2411766
0.675,0.85,0.22582506
0.7,0.85,0.20887405
0.7,0.9,0.18646854
0.725,0.9,0.1846577
0.725,0.925,0.18321152
0.775,0.925,0.17154603
0.775,0.95,0.15933177
0.8,0.95,0.14732169
0.8,0.975,0.1444557
0.925,0.975,0.09650496
0.925,1.0,0.08135865
1.0,1.0,0.026998729
