fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.55877906
0.05,0.0,0.55304897
0.05,0.05,0.53627515
0.075,0.05,0.52739435
0.075,0.075,0.5251749
0.1,0.075,0.5226364
0.1,0.15,0.5213956
0.175,0.15,0.52034223
0.175,0.175,0.51948386
0.2,0.175,0.5193708
0.2,0.275,0.51669604
0.225,0.275,0.5166619
0.225,0.325,0.51556605
0.3,0.325,0.51530665
0.3,0.35,0.514867
0.375,0.35,0.5134383
0.375,0.4,0.5122504
0.425,0.4,0.5116929
0.425,0.425,0.51147515
0.45,0.425,0.51112396
0.45,0.525,0.5090971
0.475,0.525,0.50878793
0.475,0.575,0.5072783
0.5,0.575,0.50618947
0.5,0.625,0.50225174
0.525,0.625,0.49573463
0.525,0.675,0.4912662
0.575,0.675,0.48991302
0.575,0.725,0.48745695
0.65,0.725,0.47627535
0.65,0.8,0.4678356
0.675,0.8,0.4669629
0.675,0.825,0.46683136
0.8,0.825,0.46193978
0.8,0.85,0.46172193
0.9,0.85,0.46087497
0.9,0.875,0.459941
0.925,0.875,0.4597038
0.925,0.975,0.45389342
0.975,0.975,0.3015707
0.975,1.0,0.25880137
1.0,1.0,0.14725584
