fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7722128
0.0,0.075,0.75939816
0.025,0.075,0.7387008
0.025,0.125,0.6451294
0.05,0.125,0.63139224
0.05,0.15,0.6241011
0.075,0.15,0.6141407
0.075,0.225,0.6068955
0.1,0.225,0.6064007
0.1,0.25,0.6041439
0.125,0.25,0.6033737
0.125,0.325,0.5999938
0.15,0.325,0.5994533
0.15,0.4,0.58560365
0.275,0.4,0.5620129
0.275,0.425,0.56091756
0.3,0.425,0.55659014
0.3,0.45,0.54261404
0.35,0.45,0.5274693
0.35,0.475,0.52457666
0.45,0.475,0.5109317
0.45,0.575,0.5038385
0.475,0.575,0.5034623
0.475,0.7,0.49754906
0.5,0.7,0.49651888
0.5,0.75,0.49354577
0.55,0.75,0.4917806
0.55,0.775,0.49117345
0.6,0.775,0.48951626
0.6,0.825,0.4884346
0.625,0.825,0.48815885
0.625,0.875,0.48718178
0.725,0.875,0.36594796
0.725,0.925,0.3413445
0.75,0.925,0.33396703
0.75,0.975,0.31407395
0.775,0.975,0.31368336
0.775,1.0,0.27219102
1.0,1.0,0.0813603
