fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6921725
0.0,0.05,0.679679
0.05,0.05,0.64465415
0.05,0.1,0.62647
0.125,0.1,0.61097735
0.125,0.15,0.6048383
0.15,0.15,0.6043242
0.15,0.2,0.5884309
0.225,0.2,0.58328456
0.225,0.275,0.5789025
0.35,0.275,0.5336247
0.35,0.3,0.5333775
0.375,0.3,0.52982527
0.375,0.325,0.52662855
0.425,0.325,0.5228043
0.425,0.35,0.5212307
0.5,0.35,0.5060449
0.5,0.375,0.5015068
0.55,0.375,0.5001532
0.55,0.4,0.4986991
0.6,0.4,0.49670422
0.6,0.5,0.47943932
0.675,0.5,0.47655895
0.675,0.525,0.47057903
0.7,0.525,0.4704156
0.7,0.55,0.46886814
0.775,0.55,0.467576
0.775,0.575,0.4637646
0.8,0.575,0.46307954
0.8,0.75,0.44817618
0.9,0.75,0.44059047
0.9,0.775,0.43688414
0.925,0.775,0.42820215
0.925,0.9,0.40184745
0.975,0.9,0.38535583
0.975,0.925,0.37837258
1.0,0.925,0.36488634
1.0,1.0,0.33495876
