fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6388579
0.025,0.025,0.63462156
0.025,0.05,0.63417053
0.05,0.05,0.6322021
0.05,0.075,0.6318789
0.075,0.075,0.6309057
0.075,0.125,0.6273043
0.175,0.125,0.62004364
0.175,0.15,0.61813
0.2,0.15,0.6108554
0.2,0.175,0.5996777
0.25,0.175,0.59763455
0.25,0.2,0.5973708
0.275,0.2,0.5970961
0.275,0.225,0.5964388
0.3,0.225,0.5959532
0.3,0.25,0.59511375
0.325,0.25,0.5945386
0.325,0.275,0.59453547
0.45,0.275,0.5911375
0.45,0.325,0.5891168
0.475,0.325,0.5879297
0.475,0.375,0.57904994
0.525,0.375,0.5749244
0.525,0.425,0.57277626
0.55,0.425,0.56719375
0.55,0.475,0.56217134
0.625,0.475,0.5614321
0.625,0.5,0.5583663
0.675,0.5,0.5533022
0.675,0.6,0.5507214
0.725,0.6,0.5501722
0.725,0.925,0.38083306
0.75,0.925,0.37995276
0.75,0.975,0.28344268
0.8,0.975,0.27246746
0.8,1.0,0.24131523
1.0,1.0,0.09747427
