fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.8469547
0.05,0.0,0.84352785
0.05,0.025,0.8396189
0.1,0.025,0.82893866
0.1,0.075,0.8207877
0.175,0.075,0.8074429
0.175,0.1,0.70035887
0.2,0.1,0.67462313
0.2,0.175,0.6672081
0.25,0.175,0.63800895
0.25,0.2,0.61148626
0.275,0.2,0.6112105
0.275,0.25,0.5647111
0.325,0.25,0.55615526
0.325,0.3,0.5539708
0.425,0.3,0.553541
0.425,0.4,0.5527975
0.45,0.4,0.55111355
0.45,0.425,0.5508224
0.475,0.425,0.55063874
0.475,0.45,0.5500541
0.5,0.45,0.5498678
0.5,0.5,0.5466238
0.6,0.5,0.5419391
0.6,0.525,0.53361213
0.625,0.525,0.5226815
0.625,0.6,0.5055457
0.65,0.6,0.4928145
0.65,0.7,0.47041485
0.675,0.7,0.45020607
0.675,0.725,0.4498359
0.725,0.725,0.44509038
0.725,0.75,0.44312763
0.75,0.75,0.44125277
0.75,0.775,0.44009617
0.85,0.775,0.42785993
0.85,0.8,0.42509067
0.875,0.8,0.4147717
0.875,0.9,0.39706567
0.925,0.9,0.3869785
0.925,0.925,0.37468734
0.95,0.925,0.37314492
0.95,1.0,0.36350748
1.0,1.0,0.23795831
