fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.5741834
0.075,0.0,0.57341105
0.075,0.025,0.5723589
0.125,0.025,0.5712489
0.125,0.15,0.565487
0.15,0.15,0.5653272
0.15,0.175,0.5639715
0.175,0.175,0.563202
0.175,0.225,0.5596794
0.3,0.225,0.5547532
0.3,0.35,0.54193366
0.325,0.35,0.5403776
0.325,0.425,0.5386821
0.35,0.425,0.53690034
0.35,0.45,0.5343031
0.4,0.45,0.5331306
0.4,0.575,0.5222447
0.475,0.575,0.5220566
0.475,0.6,0.5220149
0.575,0.6,0.5216421
0.575,0.625,0.5215397
0.65,0.625,0.52114636
0.65,0.675,0.51459646
0.7,0.675,0.5081566
0.7,0.725,0.5064934
0.725,0.725,0.50528646
0.725,0.775,0.50238
0.825,0.775,0.49759057
0.825,0.825,0.49359688
0.85,0.825,0.48855138
0.85,1.0,0.44338745
1.0,1.0,3.7953985e-05
