fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.61418986
0.125,0.025,0.5763187
0.125,0.05,0.575723
0.15,0.05,0.574318
0.15,0.125,0.56810254
0.175,0.125,0.5660897
0.175,0.15,0.56588864
0.2,0.15,0.56463045
0.2,0.175,0.5645628
0.325,0.175,0.5582057
0.325,0.225,0.55052876
0.35,0.225,0.55001813
0.35,0.325,0.54244655
0.475,0.325,0.5391123
0.475,0.5,0.52689916
0.5,0.5,0.5256889
0.5,0.55,0.5241299
0.525,0.55,0.5237403
0.525,0.625,0.5182624
0.575,0.625,0.51607233
0.575,0.65,0.5135858
0.6,0.65,0.5108253
0.6,0.8,0.49941185
0.775,0.8,0.45469084
0.775,0.825,0.4503681
0.85,0.825,0.43447417
0.85,0.9,0.42593205
0.9,0.9,0.42214715
0.9,0.925,0.4200808
1.0,0.925,0.4011586
1.0,1.0,0.38815963
