model,n_rows,n_structural_cells,r2,r2_ci95_low,r2_ci95_high,rmse,rmse_ci95_low,rmse_ci95_high,valid_bootstrap_replicates,ridge_alpha,interpretation
M1_gap,24,8,0.24636946320220154,0.11297640259159591,0.8057510076660424,0.07031546347238038,0.036403906569366914,0.07569225488204977,5,1e-06,descriptive association; not causal
M2_behavior_resources,24,8,0.2466063361568399,0.3867205257604179,0.8822843044830351,0.07030441220803278,0.028053034722117804,0.06647951083981868,5,1e-06,descriptive association; not causal
