target_id,structural_cell_id,fm_kind,reps,depth,model_seed,mode,shots,attack,n_simulator_seeds,mean_auc,sd_simulator
MNIST_QNN_eff_su2_r1_d2_p7_s143,eff_su2_r1_d2,eff_su2,1,2,143,ideal_shot,128,global_true_class_log_odds,2,0.5142070000000001,0.008150112759956132
MNIST_QNN_eff_su2_r1_d2_p7_s143,eff_su2_r1_d2,eff_su2,1,2,143,ideal_shot,128,lira_offline,2,0.4817545,0.0032010723984315227
MNIST_QNN_eff_su2_r1_d2_p7_s143,eff_su2_r1_d2,eff_su2,1,2,143,ideal_shot,128,lira_offline_fixed_variance,2,0.4773215,0.011177236890215768
MNIST_QNN_eff_su2_r1_d2_p7_s143,eff_su2_r1_d2,eff_su2,1,2,143,ideal_shot,128,lira_online,2,0.49319349999999995,0.01275832765294888
MNIST_QNN_eff_su2_r1_d2_p7_s143,eff_su2_r1_d2,eff_su2,1,2,143,ideal_shot,128,lira_online_fixed_variance,2,0.498265,0.003939998984771458
MNIST_QNN_eff_su2_r1_d2_p7_s143,eff_su2_r1_d2,eff_su2,1,2,143,noisy_shot,128,global_true_class_log_odds,2,0.517238,0.007527858792511937
MNIST_QNN_eff_su2_r1_d2_p7_s143,eff_su2_r1_d2,eff_su2,1,2,143,noisy_shot,128,lira_offline,2,0.475263,0.00457356666071461
MNIST_QNN_eff_su2_r1_d2_p7_s143,eff_su2_r1_d2,eff_su2,1,2,143,noisy_shot,128,lira_offline_fixed_variance,2,0.4757595,0.0004617407281148259
MNIST_QNN_eff_su2_r1_d2_p7_s143,eff_su2_r1_d2,eff_su2,1,2,143,noisy_shot,128,lira_online,2,0.48785149999999994,0.009412298364374185
MNIST_QNN_eff_su2_r1_d2_p7_s143,eff_su2_r1_d2,eff_su2,1,2,143,noisy_shot,128,lira_online_fixed_variance,2,0.485624,0.013862121338381045
MNIST_QNN_eff_su2_r1_d2_p7_s144,eff_su2_r1_d2,eff_su2,1,2,144,ideal_shot,128,global_true_class_log_odds,2,0.5262749999999999,0.01001970308941339
MNIST_QNN_eff_su2_r1_d2_p7_s144,eff_su2_r1_d2,eff_su2,1,2,144,ideal_shot,128,lira_offline,2,0.494795,0.0046768042507678315
MNIST_QNN_eff_su2_r1_d2_p7_s144,eff_su2_r1_d2,eff_su2,1,2,144,ideal_shot,128,lira_offline_fixed_variance,2,0.495329,0.00716723433410685
MNIST_QNN_eff_su2_r1_d2_p7_s144,eff_su2_r1_d2,eff_su2,1,2,144,ideal_shot,128,lira_online,2,0.497733,0.012203248829717434
MNIST_QNN_eff_su2_r1_d2_p7_s144,eff_su2_r1_d2,eff_su2,1,2,144,ideal_shot,128,lira_online_fixed_variance,2,0.5072700000000001,0.007659380653812688
MNIST_QNN_eff_su2_r1_d2_p7_s144,eff_su2_r1_d2,eff_su2,1,2,144,noisy_shot,128,global_true_class_log_odds,2,0.530465,0.002037881743379666
MNIST_QNN_eff_su2_r1_d2_p7_s144,eff_su2_r1_d2,eff_su2,1,2,144,noisy_shot,128,lira_offline,2,0.49096799999999996,0.010971468816890512
MNIST_QNN_eff_su2_r1_d2_p7_s144,eff_su2_r1_d2,eff_su2,1,2,144,noisy_shot,128,lira_offline_fixed_variance,2,0.4910685,0.0054058313421711645
MNIST_QNN_eff_su2_r1_d2_p7_s144,eff_su2_r1_d2,eff_su2,1,2,144,noisy_shot,128,lira_online,2,0.49107750000000006,0.023773637090273
MNIST_QNN_eff_su2_r1_d2_p7_s144,eff_su2_r1_d2,eff_su2,1,2,144,noisy_shot,128,lira_online_fixed_variance,2,0.49203549999999996,0.012020108173390092
MNIST_QNN_eff_su2_r1_d2_p7_s145,eff_su2_r1_d2,eff_su2,1,2,145,ideal_shot,128,global_true_class_log_odds,2,0.526421,0.0022804193693266002
MNIST_QNN_eff_su2_r1_d2_p7_s145,eff_su2_r1_d2,eff_su2,1,2,145,ideal_shot,128,lira_offline,2,0.4839334999999999,0.020441749937321854
MNIST_QNN_eff_su2_r1_d2_p7_s145,eff_su2_r1_d2,eff_su2,1,2,145,ideal_shot,128,lira_offline_fixed_variance,2,0.487162,0.01602162544812482
MNIST_QNN_eff_su2_r1_d2_p7_s145,eff_su2_r1_d2,eff_su2,1,2,145,ideal_shot,128,lira_online,2,0.4760629999999999,0.017892629991144392
MNIST_QNN_eff_su2_r1_d2_p7_s145,eff_su2_r1_d2,eff_su2,1,2,145,ideal_shot,128,lira_online_fixed_variance,2,0.49008399999999996,0.018837324650809603
MNIST_QNN_eff_su2_r1_d2_p7_s145,eff_su2_r1_d2,eff_su2,1,2,145,noisy_shot,128,global_true_class_log_odds,2,0.5259102499999999,0.00040906127291640487
MNIST_QNN_eff_su2_r1_d2_p7_s145,eff_su2_r1_d2,eff_su2,1,2,145,noisy_shot,128,lira_offline,2,0.4863695,0.001552099384704454
MNIST_QNN_eff_su2_r1_d2_p7_s145,eff_su2_r1_d2,eff_su2,1,2,145,noisy_shot,128,lira_offline_fixed_variance,2,0.49413349999999995,0.0038586817049349434
MNIST_QNN_eff_su2_r1_d2_p7_s145,eff_su2_r1_d2,eff_su2,1,2,145,noisy_shot,128,lira_online,2,0.4911089999999999,0.026294472765203053
MNIST_QNN_eff_su2_r1_d2_p7_s145,eff_su2_r1_d2,eff_su2,1,2,145,noisy_shot,128,lira_online_fixed_variance,2,0.4991455,0.03005415952077182
