fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7958984
0.075,0.025,0.787697
0.075,0.1,0.73665905
0.125,0.1,0.6675748
0.125,0.375,0.5629308
0.15,0.375,0.56237024
0.15,0.4,0.5606602
0.175,0.4,0.5605787
0.175,0.425,0.56040686
0.225,0.425,0.5574215
0.225,0.45,0.5549013
0.275,0.45,0.5537276
0.275,0.475,0.5534835
0.3,0.475,0.55272025
0.3,0.525,0.53065574
0.325,0.525,0.5296449
0.325,0.6,0.49546933
0.35,0.6,0.49211973
0.35,0.625,0.49209908
0.375,0.625,0.49205238
0.375,0.675,0.49201596
0.425,0.675,0.49186942
0.425,0.7,0.4916636
0.525,0.7,0.4911451
0.525,0.75,0.49112836
0.55,0.75,0.4907655
0.55,0.825,0.48906893
0.575,0.825,0.48809588
0.575,0.925,0.48543411
0.775,0.925,0.29183528
0.775,0.975,0.18679342
0.875,0.975,0.16468883
0.875,1.0,0.16005601
1.0,1.0,0.09298739
