fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.8372803
0.025,0.025,0.7973224
0.025,0.05,0.7621932
0.05,0.05,0.7061463
0.05,0.075,0.6382369
0.075,0.075,0.6331625
0.075,0.15,0.6249625
0.1,0.15,0.6248709
0.1,0.25,0.5911672
0.125,0.25,0.58315647
0.125,0.3,0.567332
0.15,0.3,0.5661882
0.15,0.375,0.5592758
0.175,0.375,0.55680186
0.175,0.425,0.5498711
0.275,0.425,0.52599597
0.275,0.475,0.5255537
0.325,0.475,0.5160192
0.325,0.525,0.5075994
0.375,0.525,0.50257623
0.375,0.55,0.5018515
0.425,0.55,0.49568924
0.425,0.625,0.48722148
0.45,0.625,0.4867954
0.45,0.65,0.48247454
0.475,0.65,0.4820354
0.475,0.675,0.4720358
0.55,0.675,0.46365482
0.55,0.7,0.46324152
0.575,0.7,0.4622087
0.575,0.725,0.4584878
0.625,0.725,0.44928226
0.625,0.775,0.4466611
0.675,0.775,0.44330958
0.675,0.8,0.44272313
0.7,0.8,0.4424497
0.7,0.85,0.43793985
0.75,0.85,0.43386275
0.75,0.875,0.4319385
0.775,0.875,0.43181887
0.775,0.925,0.41452682
0.8,0.925,0.4144928
0.8,0.95,0.4024558
0.825,0.95,0.392981
0.825,0.975,0.38483068
0.85,0.975,0.38059542
0.85,1.0,0.37423185
1.0,1.0,0.06531733
