fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7485443
0.1,0.0,0.66024256
0.1,0.025,0.62178504
0.125,0.025,0.62098145
0.125,0.075,0.6014964
0.2,0.075,0.5924038
0.2,0.1,0.58652884
0.225,0.1,0.5862246
0.225,0.125,0.5765175
0.25,0.125,0.57524604
0.25,0.3,0.5521147
0.275,0.3,0.55162275
0.275,0.325,0.5492052
0.35,0.325,0.53361356
0.35,0.35,0.53198785
0.375,0.35,0.5310034
0.375,0.375,0.5185714
0.4,0.375,0.5181853
0.4,0.45,0.510813
0.425,0.45,0.50950104
0.425,0.475,0.5086577
0.475,0.475,0.50593156
0.475,0.55,0.4998956
0.5,0.55,0.49295568
0.5,0.575,0.4845248
0.525,0.575,0.48220178
0.525,0.6,0.4805891
0.6,0.6,0.4492874
0.6,0.65,0.43661138
0.65,0.65,0.42222086
0.65,0.675,0.42080143
0.675,0.675,0.41841018
0.675,0.7,0.4134886
0.725,0.7,0.40272665
0.725,0.725,0.39384145
0.75,0.725,0.3927457
0.75,0.825,0.37868068
0.8,0.825,0.3738866
0.8,0.85,0.37095597
0.85,0.85,0.34730315
0.85,0.95,0.28498977
0.9,0.95,0.2697098
0.9,1.0,0.26581886
1.0,1.0,0.059634957
