fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.8216645
0.0,0.05,0.82054204
0.05,0.05,0.8050115
0.05,0.125,0.78252494
0.075,0.125,0.7822904
0.075,0.15,0.77653545
0.1,0.15,0.77433574
0.1,0.25,0.7611601
0.15,0.25,0.74923646
0.15,0.3,0.7326852
0.175,0.3,0.6879471
0.175,0.325,0.68439335
0.225,0.325,0.6778498
0.225,0.4,0.662253
0.325,0.4,0.5842972
0.325,0.475,0.52855927
0.375,0.475,0.51914203
0.375,0.5,0.5144919
0.425,0.5,0.49440414
0.425,0.575,0.47821042
0.475,0.575,0.46726173
0.475,0.75,0.46253148
0.5,0.75,0.4623673
0.5,0.825,0.4613908
0.6,0.825,0.4583225
0.6,0.85,0.4572743
0.625,0.85,0.4498859
0.625,0.875,0.44725046
0.675,0.875,0.3875976
0.675,0.925,0.2906673
0.725,0.925,0.2396807
0.725,0.95,0.20950192
0.775,0.95,0.1943723
0.775,0.975,0.17904739
0.8,0.975,0.14376563
0.8,1.0,0.104812436
1.0,1.0,0.009160715
