fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7156252
0.0,0.075,0.71025556
0.05,0.075,0.6995875
0.05,0.1,0.6704575
0.125,0.1,0.54162365
0.125,0.175,0.5321634
0.15,0.175,0.5267975
0.15,0.2,0.5255949
0.175,0.2,0.5241583
0.175,0.225,0.522183
0.2,0.225,0.51963747
0.2,0.275,0.51894885
0.225,0.275,0.5166905
0.225,0.325,0.5114402
0.25,0.325,0.51102376
0.25,0.35,0.51034874
0.3,0.35,0.50886613
0.3,0.375,0.5080782
0.325,0.375,0.5080439
0.325,0.4,0.50729895
0.5,0.4,0.5023367
0.5,0.475,0.496405
0.525,0.475,0.49428734
0.525,0.5,0.49352396
0.55,0.5,0.4917649
0.55,0.525,0.48387596
0.575,0.525,0.4772749
0.575,0.55,0.4727045
0.625,0.55,0.47046173
0.625,0.575,0.46960264
0.65,0.575,0.4690165
0.65,0.6,0.46893826
0.675,0.6,0.46845156
0.675,0.625,0.46841913
0.725,0.625,0.46711805
0.725,0.65,0.46691987
0.75,0.65,0.46605703
0.75,0.7,0.46476868
0.775,0.7,0.46404812
0.775,0.725,0.46339342
0.8,0.725,0.46221173
0.8,0.75,0.4612424
0.85,0.75,0.45402884
0.85,0.775,0.4434698
0.875,0.775,0.44104695
0.875,0.825,0.4320036
0.9,0.825,0.43149984
0.9,0.85,0.43047193
0.95,0.85,0.42692798
0.95,0.9,0.42358747
0.975,0.9,0.42334303
0.975,1.0,0.36899585
1.0,1.0,0.029225552
