fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.84616584
0.025,0.075,0.8321832
0.05,0.075,0.82561594
0.05,0.125,0.8153257
0.1,0.125,0.80597353
0.1,0.225,0.7890195
0.15,0.225,0.78352255
0.15,0.25,0.7722841
0.225,0.25,0.7374428
0.225,0.3,0.7205178
0.25,0.3,0.72023433
0.25,0.425,0.6949218
0.275,0.425,0.6908555
0.275,0.5,0.67855144
0.3,0.5,0.67471886
0.3,0.55,0.6666119
0.325,0.55,0.6615363
0.325,0.6,0.65156937
0.35,0.6,0.64647734
0.35,0.625,0.63535523
0.375,0.625,0.6346175
0.375,0.775,0.60462517
0.45,0.775,0.5995118
0.45,0.8,0.58879536
0.475,0.8,0.5831842
0.475,0.85,0.43671218
0.5,0.85,0.42831472
0.5,0.9,0.39070088
0.525,0.9,0.3642429
0.525,0.925,0.33756447
0.55,0.925,0.33327815
0.55,0.95,0.3286629
0.625,0.95,0.25601786
0.625,0.975,0.24692558
0.775,0.975,0.16159229
0.775,1.0,0.15097883
1.0,1.0,0.019879773
