fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.6369283
0.025,0.025,0.63365036
0.1,0.025,0.61635256
0.1,0.1,0.5982526
0.125,0.1,0.5979524
0.125,0.125,0.5967322
0.175,0.125,0.5863311
0.175,0.2,0.55761176
0.2,0.2,0.555039
0.2,0.225,0.5537887
0.225,0.225,0.55243033
0.225,0.25,0.550871
0.25,0.25,0.54990923
0.25,0.275,0.5445987
0.275,0.275,0.5436754
0.275,0.45,0.53210104
0.35,0.45,0.53033614
0.35,0.475,0.5298427
0.375,0.475,0.52974904
0.375,0.5,0.52934855
0.4,0.5,0.52922934
0.4,0.55,0.5192349
0.425,0.55,0.5108942
0.425,0.6,0.49832022
0.45,0.6,0.48386174
0.45,0.625,0.48276952
0.475,0.625,0.48127908
0.475,0.65,0.47437683
0.5,0.65,0.46274272
0.5,0.675,0.46164033
0.625,0.675,0.4504249
0.625,0.725,0.4496391
0.65,0.725,0.44907486
0.65,0.75,0.4443381
0.7,0.75,0.4427805
0.7,0.85,0.44038096
0.725,0.85,0.44008356
0.725,0.875,0.43491822
0.775,0.875,0.4183642
0.775,0.9,0.40198314
0.825,0.9,0.40068123
0.825,0.925,0.39996123
0.875,0.925,0.39898574
0.875,0.975,0.39772803
0.975,0.975,0.15782039
0.975,1.0,0.031943362
1.0,1.0,0.0303136
