fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7686547
0.025,0.025,0.7495079
0.025,0.05,0.7480704
0.125,0.05,0.7353862
0.125,0.15,0.7258846
0.175,0.15,0.72292113
0.175,0.25,0.7162654
0.25,0.25,0.7059561
0.25,0.325,0.67652136
0.4,0.325,0.6115356
0.4,0.35,0.60962176
0.425,0.35,0.598456
0.425,0.425,0.58441705
0.475,0.425,0.5760145
0.475,0.45,0.5696133
0.55,0.45,0.5622409
0.55,0.55,0.48047358
0.625,0.55,0.42267808
0.625,0.575,0.40727103
0.65,0.575,0.38502064
0.65,0.6,0.3833663
0.675,0.6,0.38290733
0.675,0.725,0.36447853
0.7,0.725,0.36138022
0.7,0.775,0.3579787
0.75,0.775,0.3536876
0.75,0.8,0.3536248
0.775,0.8,0.34963334
0.775,0.825,0.34831756
0.825,0.825,0.29462242
0.825,0.85,0.28827667
0.85,0.85,0.28756326
0.85,0.875,0.28122133
0.875,0.875,0.27785498
0.875,0.9,0.2751354
1.0,0.9,0.21460304
1.0,1.0,0.1504122
