fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7603184
0.05,0.0,0.75923
0.05,0.025,0.75448763
0.15,0.025,0.749854
0.15,0.05,0.73901534
0.2,0.05,0.7271877
0.2,0.075,0.71532613
0.225,0.075,0.70511305
0.225,0.1,0.6909034
0.275,0.1,0.6684902
0.275,0.3,0.60127807
0.3,0.3,0.59937996
0.3,0.35,0.59854823
0.35,0.35,0.5983512
0.35,0.425,0.5933479
0.45,0.425,0.58476055
0.45,0.5,0.55038184
0.475,0.5,0.54923034
0.475,0.525,0.5301203
0.525,0.525,0.5232595
0.525,0.6,0.49232373
0.575,0.6,0.47310442
0.575,0.625,0.46827695
0.6,0.625,0.46667188
0.6,0.75,0.44224983
0.625,0.75,0.44220248
0.625,0.8,0.43532118
0.65,0.8,0.43080318
0.65,0.975,0.30132458
0.95,0.975,0.09842177
0.95,1.0,0.09029153
1.0,1.0,0.08008023
