fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.8846537
0.025,0.025,0.88263553
0.025,0.05,0.8783217
0.075,0.05,0.8745772
0.075,0.075,0.86366624
0.125,0.075,0.84082925
0.125,0.225,0.81319004
0.175,0.225,0.80792254
0.175,0.25,0.78223246
0.25,0.25,0.7349983
0.25,0.35,0.72085094
0.275,0.35,0.7164319
0.275,0.45,0.6859331
0.3,0.45,0.66886795
0.3,0.475,0.66787195
0.325,0.475,0.65805393
0.325,0.5,0.6546439
0.425,0.5,0.62066513
0.425,0.575,0.6147773
0.45,0.575,0.614762
0.45,0.675,0.6051098
0.5,0.675,0.6004105
0.5,0.75,0.5574113
0.525,0.75,0.54934394
0.525,0.875,0.3945986
0.6,0.875,0.3641394
0.6,0.9,0.34653652
0.7,0.9,0.31730208
0.7,0.925,0.30359954
0.775,0.925,0.24646223
0.775,0.95,0.2389694
0.875,0.95,0.208822
0.875,0.975,0.20293526
0.95,0.975,0.18538854
0.95,1.0,0.16996448
1.0,1.0,0.10885133
