target_id,structural_cell_id,model_seed,risk_role,fm_kind,reps,depth,mode,shots,attack,backend_name,noise_model_loaded,n_replicates,train_accuracy_mean,train_accuracy_sd,train_accuracy_ci95_low,train_accuracy_ci95_high,train_accuracy_valid_bootstrap,test_accuracy_mean,test_accuracy_sd,test_accuracy_ci95_low,test_accuracy_ci95_high,test_accuracy_valid_bootstrap,accuracy_gap_mean,accuracy_gap_sd,accuracy_gap_ci95_low,accuracy_gap_ci95_high,accuracy_gap_valid_bootstrap,train_loss_mean,train_loss_sd,train_loss_ci95_low,train_loss_ci95_high,train_loss_valid_bootstrap,test_loss_mean,test_loss_sd,test_loss_ci95_low,test_loss_ci95_high,test_loss_valid_bootstrap,loss_gap_mean,loss_gap_sd,loss_gap_ci95_low,loss_gap_ci95_high,loss_gap_valid_bootstrap,roc_auc_mean,roc_auc_sd,roc_auc_ci95_low,roc_auc_ci95_high,roc_auc_valid_bootstrap,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,balanced_accuracy_valid_bootstrap,membership_advantage_mean,membership_advantage_sd,membership_advantage_ci95_low,membership_advantage_ci95_high,membership_advantage_valid_bootstrap,crossfit_tpr_mean,crossfit_tpr_sd,crossfit_tpr_ci95_low,crossfit_tpr_ci95_high,crossfit_tpr_valid_bootstrap,crossfit_fpr_mean,crossfit_fpr_sd,crossfit_fpr_ci95_low,crossfit_fpr_ci95_high,crossfit_fpr_valid_bootstrap,tpr_at_5pct_fpr_mean,tpr_at_5pct_fpr_sd,tpr_at_5pct_fpr_ci95_low,tpr_at_5pct_fpr_ci95_high,tpr_at_5pct_fpr_valid_bootstrap,tpr_at_10pct_fpr_mean,tpr_at_10pct_fpr_sd,tpr_at_10pct_fpr_ci95_low,tpr_at_10pct_fpr_ci95_high,tpr_at_10pct_fpr_valid_bootstrap,error_bar_type,ci_method,bootstrap_unit,bootstrap_replicates
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,43,low_risk_anchor,eff_su2,1,2,noisy_shot,128,loss,ibm_kingston,True,10,0.624,0.023664319132398488,0.61,0.637,5000,0.6289999999999999,0.04840798832148816,0.603,0.658,5000,-0.004999999999999982,0.04648775226993785,-0.032999999999999974,0.02100000000000003,5000,0.8980248099748278,0.06847359367727861,0.855874724391845,0.9360662980349327,5000,0.8927457935805434,0.08685359415940677,0.8424083067118016,0.9456342072344441,5000,-0.005279016394284575,0.11542181122008685,-0.06757727726891462,0.06833731539321006,5000,0.50347,0.03078650678462886,0.48638974999999995,0.5228007499999999,5000,0.4915,0.026251984052003907,0.4774999999999999,0.5085,5000,-0.017,0.05250396810400778,-0.04599999999999999,0.015999999999999997,5000,0.38599999999999995,0.1501998668441487,0.295975,0.472,5000,0.403,0.1565637960137088,0.309,0.49300000000000005,5000,0.06500000000000002,0.04143267631552018,0.041999999999999996,0.09,5000,0.11100000000000002,0.04067486256208427,0.088,0.135,5000,sample_sd,95% percentile bootstrap over simulator_seeds_within_fixed_target,simulator_seeds_within_fixed_target,5000
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,43,low_risk_anchor,eff_su2,1,2,noisy_shot,512,confidence,ibm_kingston,True,10,0.7300000000000001,0.037118429085533484,0.708,0.751,5000,0.705,0.031001792062897122,0.687,0.724,5000,0.025000000000000012,0.0566176258382101,-0.010999999999999965,0.055000000000000014,5000,0.6588524798331783,0.020942945874334703,0.6470411881722277,0.6712201205568153,5000,0.7119604015070944,0.04870064234782999,0.6838271035518496,0.7407864057667087,5000,0.05310792167391627,0.06258418920676012,0.01733409121038857,0.0892080265702446,5000,0.49198000000000003,0.0340510009642399,0.4721067500000001,0.51160025,5000,0.492,0.020843330934484663,0.4805,0.5045,5000,-0.016,0.04168666186896927,-0.03899999999999999,0.00999999999999999,5000,0.369,0.12151360234786703,0.292,0.43600000000000005,5000,0.385,0.13393613735242957,0.30900000000000005,0.462,5000,0.074,0.026331223544175334,0.05900000000000001,0.089,5000,0.11199999999999999,0.02485513584307633,0.097,0.12599999999999997,5000,sample_sd,95% percentile bootstrap over simulator_seeds_within_fixed_target,simulator_seeds_within_fixed_target,5000
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,43,low_risk_anchor,eff_su2,1,2,noisy_shot,512,correctness,ibm_kingston,True,10,0.7300000000000001,0.037118429085533484,0.7070000000000001,0.7500000000000001,5000,0.705,0.031001792062897122,0.688,0.724,5000,0.025000000000000012,0.0566176258382101,-0.010999999999999987,0.055000000000000014,5000,0.6588524798331783,0.020942945874334703,0.6470582081287868,0.6708308279897787,5000,0.7119604015070944,0.04870064234782999,0.6840747346428688,0.7397964392493012,5000,0.05310792167391627,0.06258418920676012,0.01646272329161875,0.09081444178901137,5000,0.5125,0.028308812919105034,0.49450000000000005,0.5279999999999999,5000,0.51,0.01840893502864545,0.4995,0.521,5000,0.019999999999999997,0.03681787005729086,-0.001000000000000012,0.04299999999999997,5000,0.47400000000000003,0.3340725137517968,0.266,0.655,5000,0.454,0.316023909081435,0.259,0.6180249999999996,5000,0.0,0.0,0.0,0.0,5000,0.0,0.0,0.0,0.0,5000,sample_sd,95% percentile bootstrap over simulator_seeds_within_fixed_target,simulator_seeds_within_fixed_target,5000
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,43,low_risk_anchor,eff_su2,1,2,noisy_shot,512,loss,ibm_kingston,True,10,0.7300000000000001,0.037118429085533484,0.7070000000000001,0.751,5000,0.705,0.031001792062897122,0.688,0.724,5000,0.025000000000000012,0.0566176258382101,-0.011999999999999988,0.05499999999999999,5000,0.6588524798331783,0.020942945874334703,0.6469859098596267,0.6714908548840555,5000,0.7119604015070944,0.04870064234782999,0.6844912561321166,0.7405262906006072,5000,0.05310792167391627,0.06258418920676012,0.016644609391898824,0.09012637085875029,5000,0.51615,0.028911522116815476,0.49908975,0.53354075,5000,0.503,0.03794733192202056,0.48200000000000004,0.526,5000,0.0060000000000000105,0.07589466384404112,-0.036999999999999984,0.051000000000000024,5000,0.503,0.18511557951122798,0.394,0.6119999999999999,5000,0.49700000000000005,0.17166181222909707,0.398,0.603,5000,0.074,0.02503331114069145,0.05900000000000001,0.089,5000,0.11300000000000002,0.029832867780352594,0.095,0.12999999999999998,5000,sample_sd,95% percentile bootstrap over simulator_seeds_within_fixed_target,simulator_seeds_within_fixed_target,5000
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,43,low_risk_anchor,eff_su2,1,2,noisy_shot,1024,confidence,ibm_kingston,True,10,0.733,0.025407785333546002,0.717,0.7460000000000001,5000,0.715,0.022730302828309755,0.7010000000000001,0.728,5000,0.018000000000000016,0.025298221281347056,0.0030000000000000027,0.03400000000000003,5000,0.6317937468346208,0.01782681610121862,0.6204960082673467,0.6419014860552736,5000,0.6716024201596157,0.020754478453091828,0.6595468336234334,0.6841903360728873,5000,0.03980867332499475,0.03410385521782399,0.021186235666926925,0.06092397628854958,5000,0.4989699999999999,0.020106828580249918,0.48670975,0.5105505,5000,0.5015,0.018566696588844845,0.48949999999999994,0.5115000000000001,5000,0.0029999999999999914,0.037133393177689655,-0.02000000000000001,0.023000000000000003,5000,0.35,0.12987173159185436,0.27999999999999997,0.429,5000,0.347,0.12910374811669015,0.275,0.42300000000000004,5000,0.075,0.02718251071716682,0.06000000000000001,0.092,5000,0.128,0.033266599866332396,0.10899999999999999,0.14700000000000002,5000,sample_sd,95% percentile bootstrap over simulator_seeds_within_fixed_target,simulator_seeds_within_fixed_target,5000
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,43,low_risk_anchor,eff_su2,1,2,noisy_shot,1024,correctness,ibm_kingston,True,10,0.733,0.025407785333546002,0.717,0.747,5000,0.715,0.022730302828309755,0.701,0.728,5000,0.018000000000000016,0.025298221281347056,0.0040000000000000036,0.03300000000000003,5000,0.6317937468346208,0.01782681610121862,0.621444700403977,0.6417194817482028,5000,0.6716024201596157,0.020754478453091828,0.6601536674371686,0.6847274127091514,5000,0.03980867332499475,0.03410385521782399,0.02194785076023546,0.06175145389311948,5000,0.509,0.012649110640673528,0.5015000000000001,0.5165000000000001,5000,0.4805,0.015536694915228567,0.471,0.48949999999999994,5000,-0.03899999999999999,0.03107338983045711,-0.057999999999999996,-0.020999999999999998,5000,0.42700000000000005,0.14461058820923942,0.34199999999999997,0.5109999999999999,5000,0.466,0.12420413304985733,0.39199999999999996,0.537,5000,0.0,0.0,0.0,0.0,5000,0.0,0.0,0.0,0.0,5000,sample_sd,95% percentile bootstrap over simulator_seeds_within_fixed_target,simulator_seeds_within_fixed_target,5000
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,43,low_risk_anchor,eff_su2,1,2,noisy_shot,1024,loss,ibm_kingston,True,10,0.733,0.025407785333546002,0.717,0.7460249999999997,5000,0.715,0.022730302828309755,0.701,0.728,5000,0.018000000000000016,0.025298221281347056,0.0030000000000000027,0.03400000000000003,5000,0.6317937468346208,0.01782681610121862,0.6211044215126428,0.6420538124444428,5000,0.6716024201596157,0.020754478453091828,0.6595516226686072,0.6842139362355926,5000,0.03980867332499475,0.03410385521782399,0.02162350114888977,0.06148400557413698,5000,0.52047,0.01575599004259087,0.5116,0.5300905000000001,5000,0.5095000000000001,0.01921371038260615,0.49800000000000005,0.5209999999999999,5000,0.018999999999999996,0.03842742076521227,-0.003000000000000014,0.041,5000,0.45199999999999996,0.2000444395072699,0.3380000000000001,0.5750000000000001,5000,0.433,0.1931061884042042,0.32500000000000007,0.548,5000,0.075,0.02718251071716682,0.06000000000000001,0.092,5000,0.13099999999999998,0.03573047252229764,0.10900000000000001,0.151,5000,sample_sd,95% percentile bootstrap over simulator_seeds_within_fixed_target,simulator_seeds_within_fixed_target,5000
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,44,low_risk_anchor,eff_su2,1,2,exact,0,confidence,none,False,1,0.8,,,,0,0.71,,,,0,0.09000000000000008,,,,0,0.49842420816654337,,,,0,0.6355740142427385,,,,0,0.13714980607619515,,,,0,0.5016999999999999,,,,0,0.45499999999999996,,,,0,-0.08999999999999997,,,,0,0.62,,,,0,0.71,,,,0,0.05,,,,0,0.1,,,,0,sample_sd,none_single_replicate,none,0
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,44,low_risk_anchor,eff_su2,1,2,exact,0,correctness,none,False,1,0.8,,,,0,0.71,,,,0,0.09000000000000008,,,,0,0.49842420816654337,,,,0,0.6355740142427385,,,,0,0.13714980607619515,,,,0,0.545,,,,0,0.545,,,,0,0.09000000000000008,,,,0,0.8,,,,0,0.71,,,,0,0.0,,,,0,0.0,,,,0,sample_sd,none_single_replicate,none,0
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,44,low_risk_anchor,eff_su2,1,2,exact,0,loss,none,False,1,0.8,,,,0,0.71,,,,0,0.09000000000000008,,,,0,0.49842420816654337,,,,0,0.6355740142427385,,,,0,0.13714980607619515,,,,0,0.5421,,,,0,0.54,,,,0,0.08000000000000007,,,,0,0.65,,,,0,0.57,,,,0,0.05,,,,0,0.1,,,,0,sample_sd,none_single_replicate,none,0
