structural_cell_id,risk_role,fm_kind,reps,depth,mode,shots,attack,n_replicates,train_accuracy_mean,train_accuracy_sd,train_accuracy_ci95_low,train_accuracy_ci95_high,train_accuracy_valid_bootstrap,test_accuracy_mean,test_accuracy_sd,test_accuracy_ci95_low,test_accuracy_ci95_high,test_accuracy_valid_bootstrap,accuracy_gap_mean,accuracy_gap_sd,accuracy_gap_ci95_low,accuracy_gap_ci95_high,accuracy_gap_valid_bootstrap,train_loss_mean,train_loss_sd,train_loss_ci95_low,train_loss_ci95_high,train_loss_valid_bootstrap,test_loss_mean,test_loss_sd,test_loss_ci95_low,test_loss_ci95_high,test_loss_valid_bootstrap,loss_gap_mean,loss_gap_sd,loss_gap_ci95_low,loss_gap_ci95_high,loss_gap_valid_bootstrap,roc_auc_mean,roc_auc_sd,roc_auc_ci95_low,roc_auc_ci95_high,roc_auc_valid_bootstrap,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,balanced_accuracy_valid_bootstrap,membership_advantage_mean,membership_advantage_sd,membership_advantage_ci95_low,membership_advantage_ci95_high,membership_advantage_valid_bootstrap,crossfit_tpr_mean,crossfit_tpr_sd,crossfit_tpr_ci95_low,crossfit_tpr_ci95_high,crossfit_tpr_valid_bootstrap,crossfit_fpr_mean,crossfit_fpr_sd,crossfit_fpr_ci95_low,crossfit_fpr_ci95_high,crossfit_fpr_valid_bootstrap,tpr_at_5pct_fpr_mean,tpr_at_5pct_fpr_sd,tpr_at_5pct_fpr_ci95_low,tpr_at_5pct_fpr_ci95_high,tpr_at_5pct_fpr_valid_bootstrap,tpr_at_10pct_fpr_mean,tpr_at_10pct_fpr_sd,tpr_at_10pct_fpr_ci95_low,tpr_at_10pct_fpr_ci95_high,tpr_at_10pct_fpr_valid_bootstrap,error_bar_type,ci_method,bootstrap_unit,bootstrap_replicates
eff_su2_r1_d2,low_risk_anchor,eff_su2,1,2,exact,0,confidence,3,0.7833333333333333,0.020816659994661344,,,0,0.75,0.040000000000000036,,,0,0.03333333333333336,0.060277137733417134,,,0,0.5137017302502257,0.029124847182121667,,,0,0.6105933229780446,0.02245245878340449,,,0,0.09689159272781887,0.0401634814913064,,,0,0.49169999999999997,0.009378699270154655,,,0,0.4749999999999999,0.034641016151377574,,,0,-0.049999999999999996,0.06928203230275508,,,0,0.39666666666666667,0.19502136635080097,,,0,0.4466666666666666,0.24337899115029077,,,0,0.043333333333333335,0.011547005383792516,,,0,0.09333333333333334,0.005773502691896263,,,0,sample_sd,none_for_per_cell_n3; report mean±sample_SD across target-model seeds,none,0
eff_su2_r1_d2,low_risk_anchor,eff_su2,1,2,exact,0,correctness,3,0.7833333333333333,0.020816659994661344,,,0,0.75,0.040000000000000036,,,0,0.03333333333333336,0.060277137733417134,,,0,0.5137017302502257,0.029124847182121667,,,0,0.6105933229780446,0.02245245878340449,,,0,0.09689159272781887,0.0401634814913064,,,0,0.5166666666666666,0.030138568866708567,,,0,0.5133333333333333,0.03547299442298797,,,0,0.0266666666666667,0.07094598884597593,,,0,0.57,0.3897435053981016,,,0,0.5433333333333333,0.32393414968683576,,,0,0.0,0.0,,,0,0.0,0.0,,,0,sample_sd,none_for_per_cell_n3; report mean±sample_SD across target-model seeds,none,0
eff_su2_r1_d2,low_risk_anchor,eff_su2,1,2,exact,0,loss,3,0.7833333333333333,0.020816659994661344,,,0,0.75,0.040000000000000036,,,0,0.03333333333333336,0.060277137733417134,,,0,0.5137017302502257,0.029124847182121667,,,0,0.6105933229780446,0.02245245878340449,,,0,0.09689159272781887,0.0401634814913064,,,0,0.5210666666666667,0.018366364183837115,,,0,0.5133333333333333,0.027537852736430536,,,0,0.02666666666666669,0.055075705472861065,,,0,0.5299999999999999,0.17435595774162693,,,0,0.5033333333333333,0.17953644012660308,,,0,0.043333333333333335,0.011547005383792516,,,0,0.09333333333333334,0.005773502691896263,,,0,sample_sd,none_for_per_cell_n3; report mean±sample_SD across target-model seeds,none,0
eff_su2_r1_d2,low_risk_anchor,eff_su2,1,2,ideal_shot,128,confidence,3,0.6636666666666667,0.026857649437978273,,,0,0.6223333333333333,0.01625833119767628,,,0,0.04133333333333334,0.040796241656963134,,,0,0.7980177195801309,0.04833703756072392,,,0,0.8767246608474889,0.024528245191746748,,,0,0.07870694126735785,0.058305446203934665,,,0,0.49699,0.003345504446268144,,,0,0.49166666666666664,0.002565800719723437,,,0,-0.01666666666666666,0.00513160143944688,,,0,0.48133333333333334,0.022546248764114464,,,0,0.498,0.02424871130596431,,,0,0.051333333333333335,0.008082903768654759,,,0,0.10766666666666667,0.0076376261582597246,,,0,sample_sd,none_for_per_cell_n3; report mean±sample_SD across target-model seeds,none,0
eff_su2_r1_d2,low_risk_anchor,eff_su2,1,2,ideal_shot,128,correctness,3,0.6636666666666667,0.026857649437978273,,,0,0.6223333333333333,0.01625833119767628,,,0,0.04133333333333334,0.040796241656963134,,,0,0.7980177195801309,0.04833703756072392,,,0,0.8767246608474889,0.024528245191746748,,,0,0.07870694126735785,0.058305446203934665,,,0,0.5206666666666666,0.0203981208284816,,,0,0.5135000000000001,0.021639085008382408,,,0,0.026999999999999996,0.04327817001676481,,,0,0.4483333333333333,0.16425691258919162,,,0,0.42133333333333334,0.12191937226435075,,,0,0.0,0.0,,,0,0.0,0.0,,,0,sample_sd,none_for_per_cell_n3; report mean±sample_SD across target-model seeds,none,0
eff_su2_r1_d2,low_risk_anchor,eff_su2,1,2,ideal_shot,128,loss,3,0.6636666666666667,0.026857649437978273,,,0,0.6223333333333333,0.01625833119767628,,,0,0.04133333333333334,0.040796241656963134,,,0,0.7980177195801309,0.04833703756072392,,,0,0.8767246608474889,0.024528245191746748,,,0,0.07870694126735785,0.058305446203934665,,,0,0.5183,0.014748867753153145,,,0,0.5168333333333334,0.01985782801147528,,,0,0.03366666666666666,0.03971565602295061,,,0,0.5396666666666667,0.06896617528421686,,,0,0.5059999999999999,0.02961418578992172,,,0,0.05533333333333334,0.006806859285554044,,,0,0.10833333333333334,0.007571877794400356,,,0,sample_sd,none_for_per_cell_n3; report mean±sample_SD across target-model seeds,none,0
eff_su2_r1_d2,low_risk_anchor,eff_su2,1,2,ideal_shot,512,confidence,3,0.7546666666666667,0.008082903768654767,,,0,0.699,0.032140317359976356,,,0,0.05566666666666668,0.0391194751157698,,,0,0.5841720731929915,0.025766021332104524,,,0,0.6835149540691637,0.01996318810163051,,,0,0.09934288087617217,0.03715279701533901,,,0,0.4930133333333333,0.006017352684805267,,,0,0.49333333333333335,0.002753785273643023,,,0,-0.013333333333333329,0.005507570547286105,,,0,0.49433333333333335,0.04752192476461086,,,0,0.5076666666666667,0.04461315202194678,,,0,0.050666666666666665,0.010692676621563629,,,0,0.09366666666666668,0.011590225767142484,,,0,sample_sd,none_for_per_cell_n3; report mean±sample_SD across target-model seeds,none,0
eff_su2_r1_d2,low_risk_anchor,eff_su2,1,2,ideal_shot,512,correctness,3,0.7546666666666667,0.008082903768654767,,,0,0.699,0.032140317359976356,,,0,0.05566666666666668,0.0391194751157698,,,0,0.5841720731929915,0.025766021332104524,,,0,0.6835149540691637,0.01996318810163051,,,0,0.09934288087617217,0.03715279701533901,,,0,0.5278333333333334,0.019559737557884933,,,0,0.5173333333333333,0.024906491790963547,,,0,0.034666666666666665,0.049812983581927046,,,0,0.596,0.1470102037274964,,,0,0.5613333333333334,0.1092764079448685,,,0,0.0,0.0,,,0,0.0,0.0,,,0,sample_sd,none_for_per_cell_n3; report mean±sample_SD across target-model seeds,none,0
eff_su2_r1_d2,low_risk_anchor,eff_su2,1,2,ideal_shot,512,loss,3,0.7546666666666667,0.008082903768654767,,,0,0.699,0.032140317359976356,,,0,0.05566666666666668,0.0391194751157698,,,0,0.5841720731929915,0.025766021332104524,,,0,0.6835149540691637,0.01996318810163051,,,0,0.09934288087617217,0.03715279701533901,,,0,0.5200033333333334,0.012200288247960944,,,0,0.5116666666666667,0.016158073317488437,,,0,0.023333333333333327,0.032316146634976964,,,0,0.604,0.03031501278244823,,,0,0.5806666666666667,0.009018499505645854,,,0,0.050333333333333334,0.011015141094572203,,,0,0.09433333333333334,0.010692676621563636,,,0,sample_sd,none_for_per_cell_n3; report mean±sample_SD across target-model seeds,none,0
eff_su2_r1_d2,low_risk_anchor,eff_su2,1,2,ideal_shot,1024,confidence,3,0.7746666666666666,0.020647840887931455,,,0,0.7243333333333334,0.04012895878705715,,,0,0.05033333333333334,0.05522076903967686,,,0,0.5491577680469102,0.0278878338962598,,,0,0.6448141257056655,0.022791971537389516,,,0,0.09565635765875535,0.04235080459248764,,,0,0.49327999999999994,0.006083592688535243,,,0,0.4791666666666667,0.012964695651396217,,,0,-0.041666666666666664,0.025929391302792527,,,0,0.458,0.029597297173897464,,,0,0.4996666666666667,0.0037859388972001735,,,0,0.050333333333333334,0.006110100926607785,,,0,0.08900000000000001,0.0036055512754639926,,,0,sample_sd,none_for_per_cell_n3; report mean±sample_SD across target-model seeds,none,0
