experiment,dataset,architecture,fm_kind,reps,depth,n_wires,model_seed,data_seed,structural_cell_id,risk_role,comparison_group,selection_order,original_acc_train,original_acc_test,original_gap,selection_basis,target_id,mode,shots,simulator_seed,transpiler_seed,backend_name,noise_model_loaded,quantum_execution_scope,train_accuracy,test_accuracy,accuracy_gap,train_loss,test_loss,loss_gap,n_member,n_nonmember,fpr_resolution,attack,roc_auc,auc_record_ci95_low,auc_record_ci95_high,auc_record_bootstrap_valid,auc_record_ci_method,auc_record_bootstrap_unit,auc_record_bootstrap_replicates,balanced_accuracy,membership_advantage,crossfit_tpr,crossfit_fpr,crossfit_folds,tpr_at_5pct_fpr,attained_fpr_for_5pct,tpr_at_10pct_fpr,attained_fpr_for_10pct
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,4,2026,ibm_kingston,False,full_main_quantum_stack,0.7,0.58,0.12,0.7087518099485897,0.9319423392787576,0.22319052933016792,100,100,0.01,loss,0.5654,0.482,0.6459,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.595,0.19000000000000006,0.54,0.35,5,0.05,0.05,0.09,0.1
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,4,2026,ibm_kingston,False,full_main_quantum_stack,0.7,0.58,0.12,0.7087518099485897,0.9319423392787576,0.22319052933016792,100,100,0.01,confidence,0.5693,0.4904,0.6506025000000001,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.54,0.08000000000000007,0.55,0.47,5,0.03,0.04,0.06,0.09
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,4,2026,ibm_kingston,False,full_main_quantum_stack,0.7,0.58,0.12,0.7087518099485897,0.9319423392787576,0.22319052933016792,100,100,0.01,correctness,0.56,0.495,0.625,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.5599999999999999,0.12,0.7,0.58,5,0.0,0.0,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,5,2026,ibm_kingston,False,full_main_quantum_stack,0.66,0.63,0.030000000000000027,0.8540590905351564,0.872439688675513,0.01838059814035664,100,100,0.01,loss,0.5246999999999999,0.446195,0.605505,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.54,0.07999999999999999,0.29,0.21,5,0.09,0.05,0.14,0.1
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,5,2026,ibm_kingston,False,full_main_quantum_stack,0.66,0.63,0.030000000000000027,0.8540590905351564,0.872439688675513,0.01838059814035664,100,100,0.01,confidence,0.5387000000000001,0.458295,0.6178025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.505,0.010000000000000009,0.45,0.44,5,0.09,0.05,0.15,0.1
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,5,2026,ibm_kingston,False,full_main_quantum_stack,0.66,0.63,0.030000000000000027,0.8540590905351564,0.872439688675513,0.01838059814035664,100,100,0.01,correctness,0.515,0.44999999999999996,0.5800000000000001,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.485,-0.030000000000000027,0.51,0.54,5,0.0,0.0,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,6,2026,ibm_kingston,False,full_main_quantum_stack,0.65,0.74,-0.08999999999999997,0.839831227872055,0.6801905159302987,-0.15964071194175633,100,100,0.01,loss,0.45999999999999996,0.37820000000000004,0.5409124999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.52,0.04000000000000001,0.14,0.1,5,0.08,0.05,0.18,0.1
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,6,2026,ibm_kingston,False,full_main_quantum_stack,0.65,0.74,-0.08999999999999997,0.839831227872055,0.6801905159302987,-0.15964071194175633,100,100,0.01,confidence,0.5099,0.42839,0.5912999999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.505,0.010000000000000009,0.32,0.31,5,0.08,0.05,0.19,0.1
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,6,2026,ibm_kingston,False,full_main_quantum_stack,0.65,0.74,-0.08999999999999997,0.839831227872055,0.6801905159302987,-0.15964071194175633,100,100,0.01,correctness,0.45499999999999996,0.3949999999999999,0.52,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.5,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,7,2026,ibm_kingston,False,full_main_quantum_stack,0.64,0.63,0.010000000000000009,0.8459442846942693,0.8593136463459814,0.013369361651712097,100,100,0.01,loss,0.4805,0.4006975,0.5617199999999997,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.455,-0.08999999999999997,0.63,0.72,5,0.04,0.04,0.12,0.09
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,7,2026,ibm_kingston,False,full_main_quantum_stack,0.64,0.63,0.010000000000000009,0.8459442846942693,0.8593136463459814,0.013369361651712097,100,100,0.01,confidence,0.4536,0.376,0.5338025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.485,-0.02999999999999997,0.45,0.48,5,0.04,0.04,0.13,0.1
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,7,2026,ibm_kingston,False,full_main_quantum_stack,0.64,0.63,0.010000000000000009,0.8459442846942693,0.8593136463459814,0.013369361651712097,100,100,0.01,correctness,0.505,0.44,0.5700000000000001,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.485,-0.030000000000000027,0.36,0.39,5,0.0,0.0,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,8,2026,ibm_kingston,False,full_main_quantum_stack,0.6,0.6,0.0,0.9954811514215544,0.8847327917441725,-0.11074835967738184,100,100,0.01,loss,0.4798,0.4002975,0.5604,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.46499999999999997,-0.07,0.33,0.4,5,0.09,0.05,0.12,0.09
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,8,2026,ibm_kingston,False,full_main_quantum_stack,0.6,0.6,0.0,0.9954811514215544,0.8847327917441725,-0.11074835967738184,100,100,0.01,confidence,0.4657,0.387,0.5470025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.485,-0.030000000000000027,0.53,0.56,5,0.09,0.05,0.12,0.1
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,8,2026,ibm_kingston,False,full_main_quantum_stack,0.6,0.6,0.0,0.9954811514215544,0.8847327917441725,-0.11074835967738184,100,100,0.01,correctness,0.5,0.43000000000000005,0.5650000000000001,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.475,-0.05000000000000002,0.22,0.27,5,0.0,0.0,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,9,2026,ibm_kingston,False,full_main_quantum_stack,0.64,0.63,0.010000000000000009,0.8016517766728066,0.8282615455659106,0.026609768893103958,100,100,0.01,loss,0.4988,0.41950000000000004,0.5787025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.42500000000000004,-0.1499999999999999,0.55,0.7,5,0.04,0.03,0.08,0.06
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,9,2026,ibm_kingston,False,full_main_quantum_stack,0.64,0.63,0.010000000000000009,0.8016517766728066,0.8282615455659106,0.026609768893103958,100,100,0.01,confidence,0.48989999999999995,0.40990000000000004,0.5703025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.44499999999999995,-0.11000000000000004,0.42,0.53,5,0.04,0.04,0.09,0.1
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,128,9,2026,ibm_kingston,False,full_main_quantum_stack,0.64,0.63,0.010000000000000009,0.8016517766728066,0.8282615455659106,0.026609768893103958,100,100,0.01,correctness,0.505,0.44,0.5700000000000001,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.45999999999999996,-0.08000000000000002,0.31,0.39,5,0.0,0.0,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,512,0,2026,ibm_kingston,False,full_main_quantum_stack,0.75,0.76,-0.010000000000000009,0.6254428557772189,0.6354713425040245,0.010028486726805563,100,100,0.01,loss,0.47900000000000004,0.3973975,0.5606025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.475,-0.050000000000000044,0.61,0.66,5,0.04,0.03,0.12,0.09
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,512,0,2026,ibm_kingston,False,full_main_quantum_stack,0.75,0.76,-0.010000000000000009,0.6254428557772189,0.6354713425040245,0.010028486726805563,100,100,0.01,confidence,0.4624,0.38119749999999997,0.5427049999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.48,-0.040000000000000036,0.42,0.46,5,0.04,0.03,0.12,0.09
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,512,0,2026,ibm_kingston,False,full_main_quantum_stack,0.75,0.76,-0.010000000000000009,0.6254428557772189,0.6354713425040245,0.010028486726805563,100,100,0.01,correctness,0.495,0.43500000000000005,0.5549999999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.485,-0.03,0.14,0.17,5,0.0,0.0,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,512,1,2026,ibm_kingston,False,full_main_quantum_stack,0.79,0.67,0.12,0.5919024829752744,0.745004290593788,0.15310180761851366,100,100,0.01,loss,0.5592,0.47709250000000003,0.6415049999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.535,0.07,0.43,0.36,5,0.02,0.02,0.12,0.1
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,512,1,2026,ibm_kingston,False,full_main_quantum_stack,0.79,0.67,0.12,0.5919024829752744,0.745004290593788,0.15310180761851366,100,100,0.01,confidence,0.5232,0.4392975,0.6032,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.565,0.13,0.42,0.29,5,0.02,0.02,0.12,0.1
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,512,1,2026,ibm_kingston,False,full_main_quantum_stack,0.79,0.67,0.12,0.5919024829752744,0.745004290593788,0.15310180761851366,100,100,0.01,correctness,0.56,0.5,0.62,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.56,0.12,0.79,0.67,5,0.0,0.0,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,1,2,6,43,43,eff_su2_r1_d2,low_risk_anchor,eff_su2_repetition_d2,1,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r1_d2_s43,ideal_shot,512,2,2026,ibm_kingston,False,full_main_quantum_stack,0.76,0.72,0.040000000000000036,0.644355324972421,0.6611858142539859,0.016830489281564942,100,100,0.01,loss,0.47989999999999994,0.4,0.5596025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.48000000000000004,-0.039999999999999925,0.79,0.83,5,0.01,0.04,0.03,0.08
