target_id,structural_cell_id,model_seed,data_seed,risk_role,fm_kind,reps,depth,mode,shots,attack,train_accuracy,test_accuracy,accuracy_gap,train_loss,test_loss,loss_gap,roc_auc,balanced_accuracy,membership_advantage,crossfit_tpr,crossfit_fpr,tpr_at_5pct_fpr,tpr_at_10pct_fpr
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,45,43,low_risk_anchor,eff_su2,1,2,noisy_shot,1024,loss,0.754,0.736,0.018000000000000016,0.5888044116059319,0.6386996986237354,0.049895287017803644,0.50844,0.487,-0.026000000000000013,0.5229999999999999,0.549,0.05,0.088
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,exact,0,confidence,0.88,0.8,0.07999999999999996,0.32673266965546643,0.5894482196221361,0.2627155499666697,0.5036,0.435,-0.13,0.48,0.61,0.03,0.14
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,exact,0,correctness,0.88,0.8,0.07999999999999996,0.32673266965546643,0.5894482196221361,0.2627155499666697,0.54,0.54,0.07999999999999996,0.88,0.8,0.0,0.0
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,exact,0,loss,0.88,0.8,0.07999999999999996,0.32673266965546643,0.5894482196221361,0.2627155499666697,0.5435,0.515,0.030000000000000027,0.77,0.74,0.03,0.15
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,ideal_shot,128,confidence,0.756,0.705,0.05100000000000003,0.5786159421090507,0.8611124258715371,0.2824964837624866,0.50827,0.5135,0.027000000000000003,0.386,0.359,0.065,0.11200000000000002
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,ideal_shot,128,correctness,0.756,0.705,0.05100000000000003,0.5786159421090507,0.8611124258715371,0.2824964837624866,0.5255,0.5165,0.03300000000000004,0.553,0.5199999999999999,0.0,0.0
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,ideal_shot,128,loss,0.756,0.705,0.05100000000000003,0.5786159421090507,0.8611124258715371,0.2824964837624866,0.54667,0.523,0.046,0.608,0.562,0.066,0.121
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,ideal_shot,512,confidence,0.837,0.78,0.056999999999999974,0.39675491287225306,0.6582718906830124,0.2615169778107593,0.50588,0.49050000000000005,-0.019000000000000017,0.572,0.591,0.05800000000000001,0.11000000000000001
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,ideal_shot,512,correctness,0.837,0.78,0.056999999999999974,0.39675491287225306,0.6582718906830124,0.2615169778107593,0.5285,0.5195000000000001,0.03899999999999998,0.6639999999999999,0.625,0.0,0.0
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,ideal_shot,512,loss,0.837,0.78,0.056999999999999974,0.39675491287225306,0.6582718906830124,0.2615169778107593,0.54488,0.5265000000000001,0.05299999999999998,0.663,0.6100000000000001,0.061,0.128
