experiment,dataset,architecture,fm_kind,reps,depth,n_wires,model_seed,data_seed,structural_cell_id,risk_role,comparison_group,selection_order,original_acc_train,original_acc_test,original_gap,selection_basis,target_id,mode,shots,simulator_seed,transpiler_seed,backend_name,noise_model_loaded,quantum_execution_scope,train_accuracy,test_accuracy,accuracy_gap,train_loss,test_loss,loss_gap,n_member,n_nonmember,fpr_resolution,attack,roc_auc,auc_record_ci95_low,auc_record_ci95_high,auc_record_bootstrap_valid,auc_record_ci_method,auc_record_bootstrap_unit,auc_record_bootstrap_replicates,balanced_accuracy,membership_advantage,crossfit_tpr,crossfit_fpr,crossfit_folds,tpr_at_5pct_fpr,attained_fpr_for_5pct,tpr_at_10pct_fpr,attained_fpr_for_10pct,exact_train_accuracy,exact_test_accuracy,exact_accuracy_gap,exact_train_loss,exact_test_loss,exact_loss_gap,exact_roc_auc,exact_balanced_accuracy,exact_membership_advantage,exact_crossfit_tpr,exact_crossfit_fpr,exact_tpr_at_5pct_fpr,exact_tpr_at_10pct_fpr,delta_train_accuracy_from_exact,delta_test_accuracy_from_exact,delta_accuracy_gap_from_exact,delta_train_loss_from_exact,delta_test_loss_from_exact,delta_loss_gap_from_exact,delta_roc_auc_from_exact,delta_balanced_accuracy_from_exact,delta_membership_advantage_from_exact,delta_crossfit_tpr_from_exact,delta_crossfit_fpr_from_exact,delta_tpr_at_5pct_fpr_from_exact,delta_tpr_at_10pct_fpr_from_exact
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,128,7,2026,ibm_kingston,False,full_main_quantum_stack,0.89,0.77,0.12,0.31123269954987337,0.6181918666788261,0.3069591671289527,100,100,0.01,correctness,0.56,0.51,0.6100000000000001,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.56,0.12,0.89,0.77,5,0.0,0.0,0.0,0.0,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.58,0.58,0.15999999999999992,0.94,0.78,0.0,0.0,-0.04999999999999993,-0.010000000000000009,-0.039999999999999925,0.06333724729891402,0.07784868917631693,0.014511441877402886,-0.019999999999999907,-0.019999999999999907,-0.039999999999999925,-0.04999999999999993,-0.010000000000000009,0.0,0.0
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,128,8,2026,ibm_kingston,False,full_main_quantum_stack,0.86,0.76,0.09999999999999998,0.30511663913202935,0.5794817007367965,0.27436506160476715,100,100,0.01,loss,0.565,0.48399749999999997,0.6435049999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.58,0.16000000000000003,0.75,0.59,5,0.06,0.04,0.12,0.09,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5679,0.58,0.16000000000000003,0.85,0.69,0.03,0.07,-0.07999999999999996,-0.020000000000000018,-0.05999999999999994,0.05722118688107,0.03913852323428735,-0.018082663646782682,-0.0029000000000000137,0.0,0.0,-0.09999999999999998,-0.09999999999999998,0.03,0.04999999999999999
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,128,8,2026,ibm_kingston,False,full_main_quantum_stack,0.86,0.76,0.09999999999999998,0.30511663913202935,0.5794817007367965,0.27436506160476715,100,100,0.01,confidence,0.5226,0.44009750000000003,0.6010025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.5,0.0,0.56,0.56,5,0.06,0.04,0.12,0.09,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5203,0.435,-0.13,0.49,0.62,0.03,0.07,-0.07999999999999996,-0.020000000000000018,-0.05999999999999994,0.05722118688107,0.03913852323428735,-0.018082663646782682,0.0022999999999999687,0.065,0.13,0.07000000000000006,-0.05999999999999994,0.03,0.04999999999999999
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,128,8,2026,ibm_kingston,False,full_main_quantum_stack,0.86,0.76,0.09999999999999998,0.30511663913202935,0.5794817007367965,0.27436506160476715,100,100,0.01,correctness,0.5499999999999999,0.495,0.605,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.55,0.09999999999999998,0.86,0.76,5,0.0,0.0,0.0,0.0,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.58,0.58,0.15999999999999992,0.94,0.78,0.0,0.0,-0.07999999999999996,-0.020000000000000018,-0.05999999999999994,0.05722118688107,0.03913852323428735,-0.018082663646782682,-0.030000000000000027,-0.029999999999999916,-0.05999999999999994,-0.07999999999999996,-0.020000000000000018,0.0,0.0
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,128,9,2026,ibm_kingston,False,full_main_quantum_stack,0.89,0.78,0.10999999999999999,0.2790121491375612,0.5332265128452854,0.2542143637077242,100,100,0.01,loss,0.5677,0.48710000000000003,0.6465,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.5449999999999999,0.08999999999999997,0.74,0.65,5,0.02,0.05,0.11,0.09,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5679,0.58,0.16000000000000003,0.85,0.69,0.03,0.07,-0.04999999999999993,0.0,-0.04999999999999993,0.031116696886601874,-0.007116664657223715,-0.03823336154382562,-0.00019999999999997797,-0.03500000000000003,-0.07000000000000006,-0.10999999999999999,-0.039999999999999925,-0.009999999999999998,0.039999999999999994
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,128,9,2026,ibm_kingston,False,full_main_quantum_stack,0.89,0.78,0.10999999999999999,0.2790121491375612,0.5332265128452854,0.2542143637077242,100,100,0.01,confidence,0.5256,0.44289749999999994,0.604405,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.495,-0.010000000000000009,0.45,0.46,5,0.02,0.05,0.11,0.09,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5203,0.435,-0.13,0.49,0.62,0.03,0.07,-0.04999999999999993,0.0,-0.04999999999999993,0.031116696886601874,-0.007116664657223715,-0.03823336154382562,0.005299999999999971,0.06,0.12,-0.03999999999999998,-0.15999999999999998,-0.009999999999999998,0.039999999999999994
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,128,9,2026,ibm_kingston,False,full_main_quantum_stack,0.89,0.78,0.10999999999999999,0.2790121491375612,0.5332265128452854,0.2542143637077242,100,100,0.01,correctness,0.555,0.505,0.605,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.555,0.10999999999999999,0.89,0.78,5,0.0,0.0,0.0,0.0,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.58,0.58,0.15999999999999992,0.94,0.78,0.0,0.0,-0.04999999999999993,0.0,-0.04999999999999993,0.031116696886601874,-0.007116664657223715,-0.03823336154382562,-0.02499999999999991,-0.02499999999999991,-0.04999999999999993,-0.04999999999999993,0.0,0.0,0.0
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,0,2026,ibm_kingston,False,full_main_quantum_stack,0.9,0.75,0.15000000000000002,0.27151490697287956,0.565114109358401,0.29359920238552145,100,100,0.01,loss,0.5700000000000001,0.48859250000000004,0.6486999999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.55,0.09999999999999998,0.77,0.67,5,0.07,0.05,0.1,0.08,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5679,0.58,0.16000000000000003,0.85,0.69,0.03,0.07,-0.039999999999999925,-0.030000000000000027,-0.009999999999999898,0.023619454721920202,0.024770931855891853,0.0011514771339716234,0.002100000000000102,-0.029999999999999916,-0.06000000000000005,-0.07999999999999996,-0.019999999999999907,0.04000000000000001,0.03
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,0,2026,ibm_kingston,False,full_main_quantum_stack,0.9,0.75,0.15000000000000002,0.27151490697287956,0.565114109358401,0.29359920238552145,100,100,0.01,confidence,0.5287,0.44829749999999996,0.6092074999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.505,0.010000000000000009,0.58,0.57,5,0.07,0.05,0.1,0.08,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5203,0.435,-0.13,0.49,0.62,0.03,0.07,-0.039999999999999925,-0.030000000000000027,-0.009999999999999898,0.023619454721920202,0.024770931855891853,0.0011514771339716234,0.008399999999999963,0.07,0.14,0.08999999999999997,-0.050000000000000044,0.04000000000000001,0.03
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,0,2026,ibm_kingston,False,full_main_quantum_stack,0.9,0.75,0.15000000000000002,0.27151490697287956,0.565114109358401,0.29359920238552145,100,100,0.01,correctness,0.575,0.5249999999999999,0.625,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.575,0.15000000000000002,0.9,0.75,5,0.0,0.0,0.0,0.0,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.58,0.58,0.15999999999999992,0.94,0.78,0.0,0.0,-0.039999999999999925,-0.030000000000000027,-0.009999999999999898,0.023619454721920202,0.024770931855891853,0.0011514771339716234,-0.0050000000000000044,-0.0050000000000000044,-0.009999999999999898,-0.039999999999999925,-0.030000000000000027,0.0,0.0
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,1,2026,ibm_kingston,False,full_main_quantum_stack,0.92,0.75,0.17000000000000004,0.2624037040141411,0.5488319158821833,0.2864282118680422,100,100,0.01,loss,0.5698000000000001,0.4883925,0.6482049999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.575,0.15000000000000002,0.77,0.62,5,0.08,0.03,0.09,0.08,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5679,0.58,0.16000000000000003,0.85,0.69,0.03,0.07,-0.019999999999999907,-0.030000000000000027,0.01000000000000012,0.01450825176318174,0.008488738379674121,-0.006019513383507646,0.0019000000000001238,-0.0050000000000000044,-0.010000000000000009,-0.07999999999999996,-0.06999999999999995,0.05,0.01999999999999999
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,1,2026,ibm_kingston,False,full_main_quantum_stack,0.92,0.75,0.17000000000000004,0.2624037040141411,0.5488319158821833,0.2864282118680422,100,100,0.01,confidence,0.5231,0.43979749999999995,0.6028049999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.485,-0.030000000000000027,0.47,0.5,5,0.08,0.03,0.09,0.08,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5203,0.435,-0.13,0.49,0.62,0.03,0.07,-0.019999999999999907,-0.030000000000000027,0.01000000000000012,0.01450825176318174,0.008488738379674121,-0.006019513383507646,0.0028000000000000247,0.04999999999999999,0.09999999999999998,-0.020000000000000018,-0.12,0.05,0.01999999999999999
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,1,2026,ibm_kingston,False,full_main_quantum_stack,0.92,0.75,0.17000000000000004,0.2624037040141411,0.5488319158821833,0.2864282118680422,100,100,0.01,correctness,0.585,0.535,0.635,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.585,0.17000000000000004,0.92,0.75,5,0.0,0.0,0.0,0.0,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.58,0.58,0.15999999999999992,0.94,0.78,0.0,0.0,-0.019999999999999907,-0.030000000000000027,0.01000000000000012,0.01450825176318174,0.008488738379674121,-0.006019513383507646,0.0050000000000000044,0.0050000000000000044,0.01000000000000012,-0.019999999999999907,-0.030000000000000027,0.0,0.0
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,2,2026,ibm_kingston,False,full_main_quantum_stack,0.9,0.76,0.14,0.2669928524736315,0.5468276226322633,0.27983477015863173,100,100,0.01,loss,0.5721999999999999,0.4911,0.6523025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.545,0.08999999999999997,0.75,0.66,5,0.03,0.02,0.1,0.1,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5679,0.58,0.16000000000000003,0.85,0.69,0.03,0.07,-0.039999999999999925,-0.020000000000000018,-0.019999999999999907,0.019097400222672173,0.006484445129754102,-0.012612955092918099,0.0042999999999999705,-0.03499999999999992,-0.07000000000000006,-0.09999999999999998,-0.029999999999999916,0.0,0.03
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,2,2026,ibm_kingston,False,full_main_quantum_stack,0.9,0.76,0.14,0.2669928524736315,0.5468276226322633,0.27983477015863173,100,100,0.01,confidence,0.5245,0.4447975,0.6061,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.515,0.030000000000000027,0.5,0.47,5,0.03,0.02,0.1,0.1,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5203,0.435,-0.13,0.49,0.62,0.03,0.07,-0.039999999999999925,-0.020000000000000018,-0.019999999999999907,0.019097400222672173,0.006484445129754102,-0.012612955092918099,0.0041999999999999815,0.08000000000000002,0.16000000000000003,0.010000000000000009,-0.15000000000000002,0.0,0.03
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,2,2026,ibm_kingston,False,full_main_quantum_stack,0.9,0.76,0.14,0.2669928524736315,0.5468276226322633,0.27983477015863173,100,100,0.01,correctness,0.5700000000000001,0.52,0.62,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.5700000000000001,0.14,0.9,0.76,5,0.0,0.0,0.0,0.0,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.58,0.58,0.15999999999999992,0.94,0.78,0.0,0.0,-0.039999999999999925,-0.020000000000000018,-0.019999999999999907,0.019097400222672173,0.006484445129754102,-0.012612955092918099,-0.009999999999999898,-0.009999999999999898,-0.019999999999999907,-0.039999999999999925,-0.020000000000000018,0.0,0.0
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,3,2026,ibm_kingston,False,full_main_quantum_stack,0.91,0.79,0.12,0.2515242412430234,0.5634906512743327,0.3119664100313093,100,100,0.01,loss,0.5737,0.49169749999999995,0.653905,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.55,0.09999999999999998,0.82,0.72,5,0.06,0.04,0.11,0.09,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5679,0.58,0.16000000000000003,0.85,0.69,0.03,0.07,-0.029999999999999916,0.010000000000000009,-0.039999999999999925,0.0036287889920640637,0.02314747377182358,0.019518684779759488,0.005800000000000027,-0.029999999999999916,-0.06000000000000005,-0.030000000000000027,0.030000000000000027,0.03,0.039999999999999994
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,3,2026,ibm_kingston,False,full_main_quantum_stack,0.91,0.79,0.12,0.2515242412430234,0.5634906512743327,0.3119664100313093,100,100,0.01,confidence,0.5255,0.446,0.606505,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.495,-0.010000000000000009,0.55,0.56,5,0.06,0.04,0.11,0.09,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5203,0.435,-0.13,0.49,0.62,0.03,0.07,-0.029999999999999916,0.010000000000000009,-0.039999999999999925,0.0036287889920640637,0.02314747377182358,0.019518684779759488,0.005199999999999982,0.06,0.12,0.06000000000000005,-0.05999999999999994,0.03,0.039999999999999994
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,3,2026,ibm_kingston,False,full_main_quantum_stack,0.91,0.79,0.12,0.2515242412430234,0.5634906512743327,0.3119664100313093,100,100,0.01,correctness,0.56,0.51,0.61,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.56,0.12,0.91,0.79,5,0.0,0.0,0.0,0.0,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.58,0.58,0.15999999999999992,0.94,0.78,0.0,0.0,-0.029999999999999916,0.010000000000000009,-0.039999999999999925,0.0036287889920640637,0.02314747377182358,0.019518684779759488,-0.019999999999999907,-0.019999999999999907,-0.039999999999999925,-0.029999999999999916,0.010000000000000009,0.0,0.0
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,4,2026,ibm_kingston,False,full_main_quantum_stack,0.94,0.79,0.1499999999999999,0.24397595289279705,0.507992022454273,0.26401606956147594,100,100,0.01,loss,0.5587000000000001,0.479795,0.6378025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.535,0.07000000000000006,0.78,0.71,5,0.04,0.04,0.09,0.1,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5679,0.58,0.16000000000000003,0.85,0.69,0.03,0.07,0.0,0.010000000000000009,-0.010000000000000009,-0.003919499358162298,-0.03235115504823616,-0.028431655690073887,-0.009199999999999875,-0.04499999999999993,-0.08999999999999997,-0.06999999999999995,0.020000000000000018,0.010000000000000002,0.01999999999999999
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,4,2026,ibm_kingston,False,full_main_quantum_stack,0.94,0.79,0.1499999999999999,0.24397595289279705,0.507992022454273,0.26401606956147594,100,100,0.01,confidence,0.5114,0.4293975,0.5907,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.495,-0.010000000000000009,0.52,0.53,5,0.04,0.04,0.09,0.1,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5203,0.435,-0.13,0.49,0.62,0.03,0.07,0.0,0.010000000000000009,-0.010000000000000009,-0.003919499358162298,-0.03235115504823616,-0.028431655690073887,-0.008900000000000019,0.06,0.12,0.030000000000000027,-0.08999999999999997,0.010000000000000002,0.01999999999999999
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,4,2026,ibm_kingston,False,full_main_quantum_stack,0.94,0.79,0.1499999999999999,0.24397595289279705,0.507992022454273,0.26401606956147594,100,100,0.01,correctness,0.575,0.53,0.625,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.575,0.1499999999999999,0.94,0.79,5,0.0,0.0,0.0,0.0,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.58,0.58,0.15999999999999992,0.94,0.78,0.0,0.0,0.0,0.010000000000000009,-0.010000000000000009,-0.003919499358162298,-0.03235115504823616,-0.028431655690073887,-0.0050000000000000044,-0.0050000000000000044,-0.010000000000000009,0.0,0.010000000000000009,0.0,0.0
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,5,2026,ibm_kingston,False,full_main_quantum_stack,0.9,0.76,0.14,0.26299078970972917,0.555512015002896,0.2925212252931669,100,100,0.01,loss,0.5738000000000001,0.4948975,0.6517099999999998,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.595,0.19000000000000006,0.78,0.59,5,0.06,0.04,0.07,0.1,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5679,0.58,0.16000000000000003,0.85,0.69,0.03,0.07,-0.039999999999999925,-0.020000000000000018,-0.019999999999999907,0.015095337458769814,0.01516883750038689,7.350004161704726e-05,0.005900000000000127,0.015000000000000013,0.030000000000000027,-0.06999999999999995,-0.09999999999999998,0.03,0.0
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,5,2026,ibm_kingston,False,full_main_quantum_stack,0.9,0.76,0.14,0.26299078970972917,0.555512015002896,0.2925212252931669,100,100,0.01,confidence,0.5281,0.4492999999999999,0.6068074999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.51,0.019999999999999907,0.57,0.55,5,0.06,0.04,0.07,0.1,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5203,0.435,-0.13,0.49,0.62,0.03,0.07,-0.039999999999999925,-0.020000000000000018,-0.019999999999999907,0.015095337458769814,0.01516883750038689,7.350004161704726e-05,0.007800000000000029,0.07500000000000001,0.1499999999999999,0.07999999999999996,-0.06999999999999995,0.03,0.0
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,5,2026,ibm_kingston,False,full_main_quantum_stack,0.9,0.76,0.14,0.26299078970972917,0.555512015002896,0.2925212252931669,100,100,0.01,correctness,0.5700000000000001,0.52,0.625,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.5700000000000001,0.14,0.9,0.76,5,0.0,0.0,0.0,0.0,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.58,0.58,0.15999999999999992,0.94,0.78,0.0,0.0,-0.039999999999999925,-0.020000000000000018,-0.019999999999999907,0.015095337458769814,0.01516883750038689,7.350004161704726e-05,-0.009999999999999898,-0.009999999999999898,-0.019999999999999907,-0.039999999999999925,-0.020000000000000018,0.0,0.0
multiseed_factorial,MNIST,QNN,z,1,6,6,44,43,z_r1_d6,medium_risk_z_anchor,encoder_family_r1_d6,3,0.83,0.56,0.2699999999999999,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_z_r1_d6_s44,ideal_shot,512,6,2026,ibm_kingston,False,full_main_quantum_stack,0.91,0.75,0.16000000000000003,0.2509138232655823,0.5396286610903916,0.28871483782480933,100,100,0.01,loss,0.5594,0.481585,0.6401024999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.54,0.07999999999999996,0.83,0.75,5,0.02,0.03,0.07,0.09,0.94,0.78,0.15999999999999992,0.24789545225095935,0.5403431775025092,0.29244772525154983,0.5679,0.58,0.16000000000000003,0.85,0.69,0.03,0.07,-0.029999999999999916,-0.030000000000000027,1.1102230246251565e-16,0.0030183710146229614,-0.0007145164121175052,-0.0037328874267404943,-0.008499999999999952,-0.039999999999999925,-0.08000000000000007,-0.020000000000000018,0.06000000000000005,-0.009999999999999998,0.0
