experiment,dataset,architecture,fm_kind,reps,depth,n_wires,model_seed,data_seed,structural_cell_id,risk_role,comparison_group,selection_order,original_acc_train,original_acc_test,original_gap,selection_basis,target_id,mode,shots,simulator_seed,transpiler_seed,backend_name,noise_model_loaded,quantum_execution_scope,train_accuracy,test_accuracy,accuracy_gap,train_loss,test_loss,loss_gap,n_member,n_nonmember,fpr_resolution,attack,roc_auc,auc_record_ci95_low,auc_record_ci95_high,auc_record_bootstrap_valid,auc_record_ci_method,auc_record_bootstrap_unit,auc_record_bootstrap_replicates,balanced_accuracy,membership_advantage,crossfit_tpr,crossfit_fpr,crossfit_folds,tpr_at_5pct_fpr,attained_fpr_for_5pct,tpr_at_10pct_fpr,attained_fpr_for_10pct,exact_train_accuracy,exact_test_accuracy,exact_accuracy_gap,exact_train_loss,exact_test_loss,exact_loss_gap,exact_roc_auc,exact_balanced_accuracy,exact_membership_advantage,exact_crossfit_tpr,exact_crossfit_fpr,exact_tpr_at_5pct_fpr,exact_tpr_at_10pct_fpr,delta_train_accuracy_from_exact,delta_test_accuracy_from_exact,delta_accuracy_gap_from_exact,delta_train_loss_from_exact,delta_test_loss_from_exact,delta_loss_gap_from_exact,delta_roc_auc_from_exact,delta_balanced_accuracy_from_exact,delta_membership_advantage_from_exact,delta_crossfit_tpr_from_exact,delta_crossfit_fpr_from_exact,delta_tpr_at_5pct_fpr_from_exact,delta_tpr_at_10pct_fpr_from_exact
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,1,2026,ibm_kingston,True,full_main_quantum_stack,0.85,0.74,0.10999999999999999,0.458373952647089,0.6856836717564146,0.22730971910932563,100,100,0.01,correctness,0.555,0.5,0.6100000000000001,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.5549999999999999,0.10999999999999999,0.85,0.74,5,0.0,0.0,0.0,0.0,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5349999999999999,0.535,0.06999999999999995,0.86,0.79,0.0,0.0,-0.010000000000000009,-0.050000000000000044,0.040000000000000036,0.11034857770777307,0.05028507500363044,-0.060063502704142624,0.02000000000000013,0.019999999999999907,0.040000000000000036,-0.010000000000000009,-0.050000000000000044,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,2,2026,ibm_kingston,True,full_main_quantum_stack,0.79,0.73,0.06000000000000005,0.4791722895530984,0.6917821105360054,0.21260982098290698,100,100,0.01,loss,0.5532,0.47130000000000005,0.6309,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.495,-0.010000000000000009,0.49,0.5,5,0.06,0.05,0.16,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.569,0.51,0.020000000000000018,0.55,0.53,0.08,0.09,-0.06999999999999995,-0.06000000000000005,-0.009999999999999898,0.13114691461378242,0.05638351378322115,-0.07476340083056127,-0.015799999999999925,-0.015000000000000013,-0.030000000000000027,-0.06000000000000005,-0.030000000000000027,-0.020000000000000004,0.07
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,2,2026,ibm_kingston,True,full_main_quantum_stack,0.79,0.73,0.06000000000000005,0.4791722895530984,0.6917821105360054,0.21260982098290698,100,100,0.01,confidence,0.5043,0.42338999999999993,0.5872174999999998,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.495,-0.009999999999999981,0.2,0.21,5,0.06,0.05,0.15,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5185,0.54,0.08000000000000002,0.46,0.38,0.06,0.08,-0.06999999999999995,-0.06000000000000005,-0.009999999999999898,0.13114691461378242,0.05638351378322115,-0.07476340083056127,-0.01419999999999999,-0.04500000000000004,-0.09,-0.26,-0.17,0.0,0.06999999999999999
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,2,2026,ibm_kingston,True,full_main_quantum_stack,0.79,0.73,0.06000000000000005,0.4791722895530984,0.6917821105360054,0.21260982098290698,100,100,0.01,correctness,0.53,0.47000000000000003,0.5899999999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.53,0.06000000000000005,0.79,0.73,5,0.0,0.0,0.0,0.0,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5349999999999999,0.535,0.06999999999999995,0.86,0.79,0.0,0.0,-0.06999999999999995,-0.06000000000000005,-0.009999999999999898,0.13114691461378242,0.05638351378322115,-0.07476340083056127,-0.004999999999999893,-0.0050000000000000044,-0.009999999999999898,-0.06999999999999995,-0.06000000000000005,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,3,2026,ibm_kingston,True,full_main_quantum_stack,0.84,0.74,0.09999999999999998,0.48437601910089145,0.6908262049744371,0.2064501858735457,100,100,0.01,loss,0.5637,0.48299500000000006,0.6420124999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.55,0.10000000000000009,0.67,0.57,5,0.03,0.03,0.14,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.569,0.51,0.020000000000000018,0.55,0.53,0.08,0.09,-0.020000000000000018,-0.050000000000000044,0.030000000000000027,0.1363506441615755,0.055427608221652935,-0.08092303593992256,-0.005299999999999971,0.040000000000000036,0.08000000000000007,0.12,0.039999999999999925,-0.05,0.05000000000000002
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,3,2026,ibm_kingston,True,full_main_quantum_stack,0.84,0.74,0.09999999999999998,0.48437601910089145,0.6908262049744371,0.2064501858735457,100,100,0.01,confidence,0.5351,0.45209749999999993,0.6128049999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.51,0.020000000000000018,0.59,0.57,5,0.03,0.04,0.12,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5185,0.54,0.08000000000000002,0.46,0.38,0.06,0.08,-0.020000000000000018,-0.050000000000000044,0.030000000000000027,0.1363506441615755,0.055427608221652935,-0.08092303593992256,0.01660000000000006,-0.030000000000000027,-0.06,0.12999999999999995,0.18999999999999995,-0.03,0.039999999999999994
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,3,2026,ibm_kingston,True,full_main_quantum_stack,0.84,0.74,0.09999999999999998,0.48437601910089145,0.6908262049744371,0.2064501858735457,100,100,0.01,correctness,0.5499999999999999,0.495,0.6050000000000001,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.55,0.09999999999999998,0.84,0.74,5,0.0,0.0,0.0,0.0,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5349999999999999,0.535,0.06999999999999995,0.86,0.79,0.0,0.0,-0.020000000000000018,-0.050000000000000044,0.030000000000000027,0.1363506441615755,0.055427608221652935,-0.08092303593992256,0.015000000000000013,0.015000000000000013,0.030000000000000027,-0.020000000000000018,-0.050000000000000044,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,4,2026,ibm_kingston,True,full_main_quantum_stack,0.74,0.7,0.040000000000000036,0.5114272841159254,0.7159196508070454,0.20449236669112003,100,100,0.01,loss,0.5509,0.4705,0.630305,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.5449999999999999,0.08999999999999997,0.58,0.49,5,0.07,0.05,0.1,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.569,0.51,0.020000000000000018,0.55,0.53,0.08,0.09,-0.12,-0.09000000000000008,-0.029999999999999916,0.16340190917660946,0.08052105405426124,-0.08288085512234822,-0.018100000000000005,0.03499999999999992,0.06999999999999995,0.029999999999999916,-0.040000000000000036,-0.009999999999999995,0.010000000000000009
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,4,2026,ibm_kingston,True,full_main_quantum_stack,0.74,0.7,0.040000000000000036,0.5114272841159254,0.7159196508070454,0.20449236669112003,100,100,0.01,confidence,0.5145,0.4333,0.5964075,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.5,0.0,0.42,0.42,5,0.06,0.05,0.09,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5185,0.54,0.08000000000000002,0.46,0.38,0.06,0.08,-0.12,-0.09000000000000008,-0.029999999999999916,0.16340190917660946,0.08052105405426124,-0.08288085512234822,-0.0040000000000000036,-0.040000000000000036,-0.08000000000000002,-0.040000000000000036,0.03999999999999998,0.0,0.009999999999999995
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,4,2026,ibm_kingston,True,full_main_quantum_stack,0.74,0.7,0.040000000000000036,0.5114272841159254,0.7159196508070454,0.20449236669112003,100,100,0.01,correctness,0.52,0.455,0.585,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.52,0.040000000000000036,0.74,0.7,5,0.0,0.0,0.0,0.0,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5349999999999999,0.535,0.06999999999999995,0.86,0.79,0.0,0.0,-0.12,-0.09000000000000008,-0.029999999999999916,0.16340190917660946,0.08052105405426124,-0.08288085512234822,-0.014999999999999902,-0.015000000000000013,-0.029999999999999916,-0.12,-0.09000000000000008,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,5,2026,ibm_kingston,True,full_main_quantum_stack,0.8,0.7,0.10000000000000009,0.4507879214233253,0.7548425508697982,0.30405462944647293,100,100,0.01,loss,0.5838,0.5049975,0.6616025000000001,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.51,0.020000000000000018,0.67,0.65,5,0.05,0.04,0.13,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.569,0.51,0.020000000000000018,0.55,0.53,0.08,0.09,-0.05999999999999994,-0.09000000000000008,0.030000000000000138,0.10276254648400934,0.11944395411701403,0.016681407633004686,0.014800000000000035,0.0,0.0,0.12,0.12,-0.03,0.04000000000000001
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,5,2026,ibm_kingston,True,full_main_quantum_stack,0.8,0.7,0.10000000000000009,0.4507879214233253,0.7548425508697982,0.30405462944647293,100,100,0.01,confidence,0.5398000000000001,0.4610000000000001,0.6193025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.55,0.10000000000000003,0.46,0.36,5,0.05,0.05,0.12,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5185,0.54,0.08000000000000002,0.46,0.38,0.06,0.08,-0.05999999999999994,-0.09000000000000008,0.030000000000000138,0.10276254648400934,0.11944395411701403,0.016681407633004686,0.021300000000000097,0.010000000000000009,0.020000000000000018,0.0,-0.020000000000000018,-0.009999999999999995,0.039999999999999994
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,5,2026,ibm_kingston,True,full_main_quantum_stack,0.8,0.7,0.10000000000000009,0.4507879214233253,0.7548425508697982,0.30405462944647293,100,100,0.01,correctness,0.55,0.49,0.6099999999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.55,0.10000000000000009,0.8,0.7,5,0.0,0.0,0.0,0.0,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5349999999999999,0.535,0.06999999999999995,0.86,0.79,0.0,0.0,-0.05999999999999994,-0.09000000000000008,0.030000000000000138,0.10276254648400934,0.11944395411701403,0.016681407633004686,0.015000000000000124,0.015000000000000013,0.030000000000000138,-0.05999999999999994,-0.09000000000000008,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,6,2026,ibm_kingston,True,full_main_quantum_stack,0.79,0.71,0.08000000000000007,0.46917757027084006,0.7418934757384704,0.27271590546763036,100,100,0.01,loss,0.5754,0.49369999999999997,0.6532,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.535,0.07,0.46,0.39,5,0.04,0.04,0.11,0.08,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.569,0.51,0.020000000000000018,0.55,0.53,0.08,0.09,-0.06999999999999995,-0.08000000000000007,0.01000000000000012,0.1211521953315241,0.10649487898568621,-0.01465731634583789,0.006400000000000072,0.025000000000000022,0.04999999999999999,-0.09000000000000002,-0.14,-0.04,0.020000000000000004
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,6,2026,ibm_kingston,True,full_main_quantum_stack,0.79,0.71,0.08000000000000007,0.46917757027084006,0.7418934757384704,0.27271590546763036,100,100,0.01,confidence,0.5218,0.44020000000000004,0.5998025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.5599999999999999,0.12,0.42,0.3,5,0.04,0.05,0.11,0.09,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5185,0.54,0.08000000000000002,0.46,0.38,0.06,0.08,-0.06999999999999995,-0.08000000000000007,0.01000000000000012,0.1211521953315241,0.10649487898568621,-0.01465731634583789,0.0033000000000000806,0.019999999999999907,0.03999999999999998,-0.040000000000000036,-0.08000000000000002,-0.019999999999999997,0.03
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,6,2026,ibm_kingston,True,full_main_quantum_stack,0.79,0.71,0.08000000000000007,0.46917757027084006,0.7418934757384704,0.27271590546763036,100,100,0.01,correctness,0.54,0.48,0.6,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.54,0.08000000000000007,0.79,0.71,5,0.0,0.0,0.0,0.0,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5349999999999999,0.535,0.06999999999999995,0.86,0.79,0.0,0.0,-0.06999999999999995,-0.08000000000000007,0.01000000000000012,0.1211521953315241,0.10649487898568621,-0.01465731634583789,0.0050000000000001155,0.0050000000000000044,0.01000000000000012,-0.06999999999999995,-0.08000000000000007,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,7,2026,ibm_kingston,True,full_main_quantum_stack,0.86,0.7,0.16000000000000003,0.44010407804045826,0.7234391255507944,0.2833350475103361,100,100,0.01,loss,0.5702,0.49199249999999994,0.6469024999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.585,0.17000000000000004,0.9,0.73,5,0.05,0.04,0.08,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.569,0.51,0.020000000000000018,0.55,0.53,0.08,0.09,0.0,-0.09000000000000008,0.09000000000000008,0.0920787031011423,0.08804052879801016,-0.004038174303132136,0.0012000000000000899,0.07499999999999996,0.15000000000000002,0.35,0.19999999999999996,-0.03,-0.009999999999999995
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,7,2026,ibm_kingston,True,full_main_quantum_stack,0.86,0.7,0.16000000000000003,0.44010407804045826,0.7234391255507944,0.2833350475103361,100,100,0.01,confidence,0.506,0.4250975,0.5867,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.5249999999999999,0.04999999999999993,0.58,0.53,5,0.05,0.05,0.06,0.07,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5185,0.54,0.08000000000000002,0.46,0.38,0.06,0.08,0.0,-0.09000000000000008,0.09000000000000008,0.0920787031011423,0.08804052879801016,-0.004038174303132136,-0.012499999999999956,-0.015000000000000124,-0.030000000000000082,0.11999999999999994,0.15000000000000002,-0.009999999999999995,-0.020000000000000004
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,7,2026,ibm_kingston,True,full_main_quantum_stack,0.86,0.7,0.16000000000000003,0.44010407804045826,0.7234391255507944,0.2833350475103361,100,100,0.01,correctness,0.5800000000000001,0.5249999999999999,0.635,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.58,0.16000000000000003,0.86,0.7,5,0.0,0.0,0.0,0.0,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5349999999999999,0.535,0.06999999999999995,0.86,0.79,0.0,0.0,0.0,-0.09000000000000008,0.09000000000000008,0.0920787031011423,0.08804052879801016,-0.004038174303132136,0.04500000000000015,0.04499999999999993,0.09000000000000008,0.0,-0.09000000000000008,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,8,2026,ibm_kingston,True,full_main_quantum_stack,0.8,0.71,0.09000000000000008,0.48653497433289883,0.7077362332781195,0.2212012589452207,100,100,0.01,loss,0.5562,0.4765,0.6355099999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.57,0.1399999999999999,0.69,0.55,5,0.04,0.03,0.07,0.09,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.569,0.51,0.020000000000000018,0.55,0.53,0.08,0.09,-0.05999999999999994,-0.08000000000000007,0.02000000000000013,0.13850959939358287,0.07233763652533531,-0.06617196286824756,-0.012799999999999923,0.05999999999999994,0.11999999999999988,0.1399999999999999,0.020000000000000018,-0.04,-0.01999999999999999
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,8,2026,ibm_kingston,True,full_main_quantum_stack,0.8,0.71,0.09000000000000008,0.48653497433289883,0.7077362332781195,0.2212012589452207,100,100,0.01,confidence,0.5317000000000001,0.45249749999999994,0.6136999999999999,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.565,0.13,0.77,0.64,5,0.04,0.04,0.07,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5185,0.54,0.08000000000000002,0.46,0.38,0.06,0.08,-0.05999999999999994,-0.08000000000000007,0.02000000000000013,0.13850959939358287,0.07233763652533531,-0.06617196286824756,0.0132000000000001,0.02499999999999991,0.04999999999999999,0.31,0.26,-0.019999999999999997,-0.009999999999999995
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,8,2026,ibm_kingston,True,full_main_quantum_stack,0.8,0.71,0.09000000000000008,0.48653497433289883,0.7077362332781195,0.2212012589452207,100,100,0.01,correctness,0.545,0.485,0.605,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.545,0.09000000000000008,0.8,0.71,5,0.0,0.0,0.0,0.0,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5349999999999999,0.535,0.06999999999999995,0.86,0.79,0.0,0.0,-0.05999999999999994,-0.08000000000000007,0.02000000000000013,0.13850959939358287,0.07233763652533531,-0.06617196286824756,0.01000000000000012,0.010000000000000009,0.02000000000000013,-0.05999999999999994,-0.08000000000000007,0.0,0.0
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,9,2026,ibm_kingston,True,full_main_quantum_stack,0.8,0.75,0.050000000000000044,0.46552164983935657,0.6881246264267247,0.2226029765873681,100,100,0.01,loss,0.5704000000000001,0.4888,0.6487025000000001,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.52,0.03999999999999998,0.48,0.44,5,0.02,0.02,0.19,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.569,0.51,0.020000000000000018,0.55,0.53,0.08,0.09,-0.05999999999999994,-0.040000000000000036,-0.019999999999999907,0.11749627490004061,0.05272602967394047,-0.06477024522610014,0.0014000000000001789,0.010000000000000009,0.019999999999999962,-0.07000000000000006,-0.09000000000000002,-0.06,0.1
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,9,2026,ibm_kingston,True,full_main_quantum_stack,0.8,0.75,0.050000000000000044,0.46552164983935657,0.6881246264267247,0.2226029765873681,100,100,0.01,confidence,0.5522,0.47108249999999996,0.6332025,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.51,0.019999999999999962,0.47,0.45,5,0.02,0.02,0.13,0.1,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5185,0.54,0.08000000000000002,0.46,0.38,0.06,0.08,-0.05999999999999994,-0.040000000000000036,-0.019999999999999907,0.11749627490004061,0.05272602967394047,-0.06477024522610014,0.03370000000000006,-0.030000000000000027,-0.06000000000000005,0.009999999999999953,0.07,-0.039999999999999994,0.05
multiseed_factorial,MNIST,QNN,eff_su2,5,2,6,44,43,eff_su2_r5_d2,corrected_eff_su2_repetition_control,eff_su2_repetition_d2,2,0.865,0.71,0.155,predeclared_from_existing_noiseless_sweep_before_noisy_outcomes,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,9,2026,ibm_kingston,True,full_main_quantum_stack,0.8,0.75,0.050000000000000044,0.46552164983935657,0.6881246264267247,0.2226029765873681,100,100,0.01,correctness,0.525,0.4650000000000001,0.585,5000,95% stratified percentile bootstrap over member/nonmember records,records_within_fixed_target_condition,5000,0.525,0.050000000000000044,0.8,0.75,5,0.0,0.0,0.0,0.0,0.86,0.79,0.06999999999999995,0.34802537493931596,0.6353985967527842,0.28737322181346825,0.5349999999999999,0.535,0.06999999999999995,0.86,0.79,0.0,0.0,-0.05999999999999994,-0.040000000000000036,-0.019999999999999907,0.11749627490004061,0.05272602967394047,-0.06477024522610014,-0.009999999999999898,-0.010000000000000009,-0.019999999999999907,-0.05999999999999994,-0.040000000000000036,0.0,0.0
