fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.5341503
0.0,0.1,0.52704847
0.025,0.1,0.5244476
0.025,0.15,0.5200088
0.075,0.15,0.51883054
0.075,0.175,0.51851654
0.1,0.175,0.5182383
0.1,0.225,0.51800907
0.125,0.225,0.5168745
0.125,0.25,0.51539433
0.25,0.25,0.5070735
0.25,0.35,0.5023789
0.3,0.35,0.5006117
0.3,0.425,0.50012314
0.35,0.425,0.4973811
0.35,0.45,0.4963476
0.4,0.45,0.49568343
0.4,0.475,0.4938162
0.55,0.475,0.49023244
0.55,0.5,0.48953336
0.575,0.5,0.48834163
0.575,0.55,0.48808753
0.625,0.55,0.4874084
0.625,0.575,0.48734295
0.675,0.575,0.48717722
0.675,0.6,0.48707813
0.725,0.6,0.48698196
0.725,0.625,0.48652112
0.75,0.625,0.48646033
0.75,0.65,0.48541164
0.775,0.65,0.48474666
0.775,0.75,0.4825101
0.8,0.75,0.4822455
0.8,0.775,0.48218653
0.85,0.775,0.4814256
0.85,0.85,0.48019412
0.9,0.85,0.47839025
0.9,0.875,0.47705334
0.95,0.875,0.4727316
0.95,0.95,0.4702552
0.975,0.95,0.46993387
0.975,0.975,0.46736932
1.0,0.975,0.4663137
1.0,1.0,0.46281207
