fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.5609501
0.025,0.05,0.55967134
0.05,0.05,0.5573698
0.05,0.1,0.5510304
0.1,0.1,0.5483648
0.1,0.125,0.5477907
0.125,0.125,0.54525185
0.125,0.25,0.5427022
0.15,0.25,0.542562
0.15,0.3,0.541797
0.2,0.3,0.5392761
0.2,0.35,0.53826684
0.225,0.35,0.5380105
0.225,0.45,0.53613836
0.275,0.45,0.5360511
0.275,0.475,0.53563493
0.3,0.475,0.5355246
0.3,0.575,0.53430784
0.325,0.575,0.5186623
0.325,0.625,0.5124155
0.35,0.625,0.5111355
0.35,0.65,0.50981325
0.45,0.65,0.5072849
0.45,0.675,0.5070229
0.475,0.675,0.5070219
0.475,0.75,0.50071996
0.55,0.75,0.49977496
0.55,0.8,0.4994258
0.625,0.8,0.49900958
0.625,0.825,0.4978039
0.675,0.825,0.4965415
0.675,0.85,0.49536616
0.725,0.85,0.49483675
0.725,0.875,0.49310395
0.8,0.875,0.49205235
0.8,0.9,0.48949292
0.875,0.9,0.48795173
0.875,0.95,0.48698038
0.925,0.95,0.4816727
0.925,1.0,0.47304517
1.0,1.0,0.44233117
