fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7686819
0.025,0.025,0.6854831
0.1,0.025,0.65239096
0.1,0.05,0.628392
0.15,0.05,0.5759949
0.15,0.075,0.5726673
0.175,0.075,0.57079333
0.175,0.1,0.5525844
0.25,0.1,0.54738504
0.25,0.125,0.5427408
0.275,0.125,0.5409826
0.275,0.225,0.5384589
0.325,0.225,0.53707814
0.325,0.3,0.53654885
0.425,0.3,0.5284625
0.425,0.325,0.52738696
0.475,0.325,0.5235195
0.475,0.35,0.5233881
0.55,0.35,0.51695645
0.55,0.4,0.51338583
0.6,0.4,0.5083039
0.6,0.5,0.49551883
0.625,0.5,0.49406412
0.625,0.625,0.4857773
0.675,0.625,0.47443947
0.675,0.65,0.47251087
0.725,0.65,0.4638118
0.725,0.775,0.45823812
0.75,0.775,0.45446715
0.75,0.8,0.45247218
0.775,0.8,0.45244926
0.775,0.875,0.4353394
0.8,0.875,0.4331662
0.8,0.9,0.42772555
0.825,0.9,0.42692867
0.825,0.925,0.4247896
0.875,0.925,0.4218176
0.875,0.95,0.42107353
0.95,0.95,0.40873003
0.95,1.0,0.3621725
1.0,1.0,0.18105948
