fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.69254
0.0,0.05,0.67659295
0.025,0.05,0.6667207
0.025,0.075,0.6543534
0.075,0.075,0.6501544
0.075,0.1,0.6489432
0.125,0.1,0.6460758
0.125,0.15,0.64238995
0.175,0.15,0.63824815
0.175,0.175,0.633201
0.225,0.175,0.6315238
0.225,0.2,0.63049763
0.25,0.2,0.6289458
0.25,0.25,0.62456346
0.275,0.25,0.6207443
0.275,0.275,0.61985654
0.3,0.275,0.61746055
0.3,0.35,0.59795094
0.375,0.35,0.57351637
0.375,0.45,0.56126755
0.425,0.45,0.5597878
0.425,0.5,0.5542861
0.475,0.5,0.53833824
0.475,0.55,0.5372747
0.55,0.55,0.53232723
0.55,0.625,0.5281086
0.575,0.625,0.51767313
0.575,0.7,0.49058703
0.6,0.7,0.49021462
0.6,0.75,0.49012157
0.625,0.75,0.48907548
0.625,0.775,0.4888367
0.675,0.775,0.4884357
0.675,0.8,0.48818463
0.7,0.8,0.48783028
0.7,0.825,0.4877431
0.75,0.825,0.47219622
0.75,0.95,0.3379979
0.775,0.95,0.31004554
0.775,0.975,0.29645997
0.875,0.975,0.1522245
0.875,1.0,0.14928956
1.0,1.0,0.058926146
