fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.661602
0.075,0.025,0.6564011
0.075,0.075,0.6480957
0.1,0.075,0.64674085
0.1,0.125,0.64630437
0.125,0.125,0.64137524
0.125,0.225,0.6113346
0.175,0.225,0.61109436
0.175,0.275,0.609531
0.2,0.275,0.60921675
0.2,0.325,0.60828924
0.225,0.325,0.60748225
0.225,0.35,0.60674125
0.325,0.35,0.59283125
0.325,0.4,0.585829
0.375,0.4,0.5746836
0.375,0.45,0.56995124
0.4,0.45,0.55965924
0.4,0.475,0.55827767
0.45,0.475,0.5581174
0.45,0.525,0.55803716
0.5,0.525,0.5579977
0.5,0.55,0.5579905
0.55,0.55,0.5579694
0.55,0.6,0.5577122
0.575,0.6,0.5577044
0.575,0.625,0.5576349
0.6,0.625,0.5572921
0.6,0.65,0.5569007
0.65,0.65,0.55500305
0.65,0.7,0.54695314
0.725,0.7,0.54656005
0.725,0.725,0.54573435
0.775,0.725,0.54526573
0.775,0.75,0.54450047
0.8,0.75,0.54407364
0.8,0.85,0.5422603
0.85,0.85,0.5417637
0.85,0.9,0.5358734
0.875,0.9,0.5344848
0.875,0.925,0.5275953
0.9,0.925,0.52578974
0.9,0.975,0.50838774
0.925,0.975,0.50778264
0.925,1.0,0.40196362
1.0,1.0,0.042843007
