fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7367946
0.025,0.025,0.7191982
0.025,0.05,0.6956993
0.05,0.05,0.66542125
0.05,0.15,0.6315812
0.1,0.15,0.61776996
0.1,0.3,0.60314053
0.125,0.3,0.5957223
0.125,0.35,0.5830074
0.15,0.35,0.58208334
0.15,0.425,0.57491386
0.2,0.425,0.5618513
0.2,0.45,0.5609003
0.25,0.45,0.5507626
0.25,0.475,0.5450486
0.275,0.475,0.5429906
0.275,0.525,0.5223385
0.3,0.525,0.5186929
0.3,0.55,0.5186463
0.325,0.55,0.51621
0.325,0.575,0.5134192
0.35,0.575,0.5110026
0.35,0.625,0.50766844
0.375,0.625,0.49735203
0.375,0.675,0.48879588
0.475,0.675,0.4743496
0.475,0.7,0.46321678
0.5,0.7,0.45252025
0.5,0.725,0.45150185
0.6,0.725,0.44285807
0.6,0.75,0.43609563
0.65,0.75,0.4344578
0.65,0.775,0.4319785
0.675,0.775,0.42775044
0.675,0.8,0.4215135
0.8,0.8,0.37783328
0.8,0.825,0.3734232
0.825,0.825,0.3631382
0.825,0.875,0.35658088
0.85,0.875,0.3329383
0.85,0.95,0.30897206
0.875,0.95,0.293507
0.875,0.975,0.28929067
1.0,0.975,0.22492081
1.0,1.0,0.20666079
