fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.68843555
0.0,0.075,0.62060964
0.025,0.075,0.57089597
0.025,0.1,0.52758265
0.15,0.1,0.47938335
0.15,0.125,0.47716695
0.175,0.125,0.4754978
0.175,0.175,0.45649382
0.2,0.175,0.45042005
0.2,0.225,0.4475941
0.225,0.225,0.4418439
0.225,0.275,0.4367558
0.25,0.275,0.43545222
0.25,0.375,0.42679477
0.3,0.375,0.42621294
0.3,0.5,0.41418087
0.375,0.5,0.3995437
0.375,0.525,0.39818555
0.4,0.525,0.3928186
0.4,0.55,0.39268124
0.425,0.55,0.3926425
0.425,0.6,0.37682536
0.45,0.6,0.36839235
0.45,0.65,0.3653058
0.525,0.65,0.35841945
0.525,0.7,0.35743752
0.6,0.7,0.35249016
0.6,0.725,0.3520658
0.625,0.725,0.34998703
0.625,0.75,0.34543523
0.675,0.75,0.34243757
0.675,0.775,0.33973864
0.775,0.775,0.32956445
0.775,0.8,0.3258582
0.85,0.8,0.32207167
0.85,0.825,0.32145905
0.9,0.825,0.31265992
0.9,0.95,0.26724657
0.925,0.95,0.26570687
0.925,0.975,0.259976
0.975,0.975,0.19998913
0.975,1.0,0.1669232
1.0,1.0,0.11752609
