fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.6937332
0.025,0.025,0.69346
0.05,0.025,0.67762315
0.05,0.075,0.6218203
0.125,0.075,0.58515227
0.125,0.125,0.54463446
0.15,0.125,0.54412377
0.15,0.275,0.52140766
0.225,0.275,0.5047558
0.225,0.375,0.48474237
0.3,0.375,0.46416283
0.3,0.425,0.45300812
0.35,0.425,0.4505003
0.35,0.45,0.44997182
0.425,0.45,0.44822675
0.425,0.475,0.44444373
0.525,0.475,0.4374361
0.525,0.5,0.43644893
0.55,0.5,0.43564266
0.55,0.55,0.43134013
0.575,0.55,0.43099537
0.575,0.575,0.43084273
0.6,0.575,0.4202236
0.6,0.65,0.41059348
0.75,0.65,0.40462247
0.75,0.7,0.40445763
0.8,0.7,0.40360904
0.8,0.875,0.3995226
0.875,0.875,0.38024938
0.875,0.925,0.3765278
0.9,0.925,0.37609133
0.9,0.95,0.375238
0.975,0.95,0.3742706
0.975,0.975,0.3737928
1.0,0.975,0.37363693
1.0,1.0,0.37059316
