fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6983329
0.05,0.025,0.66291076
0.05,0.075,0.65204674
0.1,0.075,0.64989495
0.1,0.1,0.6484478
0.125,0.1,0.6482402
0.125,0.15,0.63883376
0.175,0.15,0.63763434
0.175,0.175,0.6356814
0.2,0.175,0.6354881
0.2,0.2,0.6314415
0.325,0.2,0.58142954
0.325,0.3,0.5761707
0.4,0.3,0.5657329
0.4,0.5,0.5095923
0.425,0.5,0.5094744
0.425,0.525,0.50943565
0.45,0.525,0.50938886
0.45,0.675,0.5021354
0.475,0.675,0.50063413
0.475,0.725,0.4998749
0.575,0.725,0.49761814
0.575,0.75,0.49317494
0.6,0.75,0.49288785
0.6,0.8,0.4912005
0.625,0.8,0.49092263
0.625,0.85,0.4900994
0.65,0.85,0.48979253
0.65,0.875,0.48977908
0.675,0.875,0.48969033
0.675,0.9,0.4896146
0.8,0.9,0.3948426
0.8,0.925,0.37543482
0.825,0.925,0.37102166
0.825,0.95,0.35686174
0.925,0.95,0.24590562
0.925,0.975,0.22674176
0.95,0.975,0.19019489
0.95,1.0,0.04419523
1.0,1.0,0.0018714651
