fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7713495
0.05,0.025,0.76997745
0.05,0.125,0.72263986
0.075,0.125,0.7067021
0.075,0.175,0.70240265
0.1,0.175,0.70126843
0.1,0.25,0.6934641
0.125,0.25,0.6895948
0.125,0.275,0.68830776
0.15,0.275,0.68723756
0.15,0.425,0.6808723
0.175,0.425,0.6798227
0.175,0.525,0.6754453
0.2,0.525,0.6743089
0.2,0.55,0.65482324
0.225,0.55,0.64754754
0.225,0.6,0.62690866
0.275,0.6,0.5826798
0.275,0.65,0.55244315
0.3,0.65,0.5504496
0.3,0.675,0.5472942
0.375,0.675,0.5455007
0.375,0.75,0.54065377
0.4,0.75,0.5385993
0.4,0.775,0.5321992
0.45,0.775,0.5294283
0.45,0.8,0.52641064
0.5,0.8,0.51375675
0.5,0.825,0.49830028
0.525,0.825,0.49143305
0.525,0.875,0.4029801
0.55,0.875,0.38513497
0.55,0.9,0.38204107
0.575,0.9,0.34672955
0.575,0.95,0.33720598
0.6,0.95,0.3337986
0.6,1.0,0.29419538
1.0,1.0,0.0048743286
