fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7440535
0.025,0.025,0.7354236
0.05,0.025,0.7341564
0.05,0.075,0.7245043
0.1,0.075,0.7087792
0.1,0.1,0.70663404
0.125,0.1,0.69140685
0.125,0.15,0.6860083
0.175,0.15,0.6810893
0.175,0.2,0.6805286
0.2,0.2,0.67963415
0.2,0.225,0.67882115
0.225,0.225,0.6761034
0.225,0.25,0.67504346
0.25,0.25,0.6737369
0.25,0.35,0.66220963
0.325,0.35,0.6534127
0.325,0.525,0.6094327
0.425,0.525,0.5558401
0.425,0.625,0.5075102
0.45,0.625,0.49225998
0.45,0.65,0.48705447
0.475,0.65,0.45970026
0.475,0.675,0.45440698
0.525,0.675,0.43789667
0.525,0.7,0.43230063
0.55,0.7,0.42010868
0.55,0.75,0.41261342
0.6,0.75,0.40691912
0.6,0.775,0.40662995
0.625,0.775,0.4059133
0.625,0.85,0.39514157
0.65,0.85,0.3473399
0.65,0.875,0.33917698
0.725,0.875,0.30611533
0.725,0.9,0.30265594
0.775,0.9,0.2875984
0.775,0.925,0.28525487
0.8,0.925,0.27859148
0.8,0.975,0.26989254
1.0,0.975,0.18901137
1.0,1.0,0.17943849
