strategy,auxiliary_target_count,shots,simulator_seed,contrast,n_subset_replicates,auc_difference,tpr_at_0_1pct_fpr_difference,actual_fpr_difference,calibrated_tpr_difference
cross_cell_8,8,128,9,affine_minus_mismatched_lira,32,0.015778222222222194,0.004666666666666667,-0.012666666666666666,-0.00033333333333333305
cross_cell_8,8,512,0,affine_minus_loss,32,0.02538977777777779,0.004,-0.003999999999999999,0.01533333333333333
cross_cell_8,8,512,0,affine_minus_mismatched_lira,32,0.0021017777777777025,0.0013333333333333335,-0.004666666666666666,0.006000000000000002
cross_cell_8,8,512,1,affine_minus_loss,32,0.013824000000000058,0.0006666666666666666,0.00033333333333333305,0.01666666666666667
cross_cell_8,8,512,1,affine_minus_mismatched_lira,32,0.009891555555555542,0.0,-0.002666666666666667,0.014333333333333335
cross_cell_8,8,512,2,affine_minus_loss,32,0.022441555555555603,0.002666666666666667,-0.0023333333333333335,0.014666666666666665
cross_cell_8,8,512,2,affine_minus_mismatched_lira,32,0.008340222222222304,-0.004666666666666666,-0.001,0.011333333333333332
cross_cell_8,8,512,3,affine_minus_loss,32,0.01344488888888884,0.0013333333333333335,-0.00033333333333333305,0.011666666666666665
cross_cell_8,8,512,3,affine_minus_mismatched_lira,32,0.002539555555555628,0.0013333333333333335,-0.003333333333333333,0.007333333333333333
cross_cell_8,8,512,4,affine_minus_loss,32,0.026372000000000007,0.002666666666666667,-0.0006666666666666661,0.015333333333333334
cross_cell_8,8,512,4,affine_minus_mismatched_lira,32,0.010416444444444506,0.0013333333333333335,-0.00033333333333333305,0.006333333333333333
cross_cell_8,8,512,5,affine_minus_loss,32,0.020609333333333313,0.004,-0.005333333333333332,0.018000000000000002
cross_cell_8,8,512,5,affine_minus_mismatched_lira,32,0.006266666666666698,0.0019999999999999996,-0.002666666666666666,0.009666666666666667
cross_cell_8,8,512,6,affine_minus_loss,32,0.020823777777777885,0.0026666666666666666,-0.001333333333333334,0.017
cross_cell_8,8,512,6,affine_minus_mismatched_lira,32,0.015129555555555618,0.0019999999999999996,0.0013333333333333322,0.010333333333333333
cross_cell_8,8,512,7,affine_minus_loss,32,0.019011333333333325,0.002666666666666667,0.0,0.013000000000000001
cross_cell_8,8,512,7,affine_minus_mismatched_lira,32,0.0014811111111110997,-0.0006666666666666665,0.00033333333333333305,0.008999999999999998
cross_cell_8,8,512,8,affine_minus_loss,32,0.024078222222222223,0.002,-0.002,0.01666666666666667
cross_cell_8,8,512,8,affine_minus_mismatched_lira,32,0.0023031111111111446,-0.0013333333333333335,-0.002666666666666666,0.007333333333333334
cross_cell_8,8,512,9,affine_minus_loss,32,0.018741555555555456,0.0006666666666666668,-0.004,0.015333333333333334
cross_cell_8,8,512,9,affine_minus_mismatched_lira,32,0.015612222222222139,-0.002,-0.0036666666666666653,0.008333333333333331
same_cell_2,2,1024,0,affine_minus_loss,1,0.02764444444444447,0.0013333333333333335,-0.002666666666666666,0.011333333333333332
same_cell_2,2,1024,0,affine_minus_mismatched_lira,1,0.005723555555555704,-0.001333333333333333,-0.0013333333333333322,0.0013333333333333322
same_cell_2,2,1024,1,affine_minus_loss,1,0.015963999999999867,0.002666666666666667,0.002,0.014666666666666666
same_cell_2,2,1024,1,affine_minus_mismatched_lira,1,0.005251111111111095,0.0013333333333333335,0.0013333333333333322,0.007333333333333334
same_cell_2,2,1024,2,affine_minus_loss,1,0.02111111111111119,0.005333333333333334,-0.004,0.015333333333333332
same_cell_2,2,1024,2,affine_minus_mismatched_lira,1,0.0012400000000000189,-0.001333333333333333,-0.0006666666666666678,0.004
same_cell_2,2,1024,3,affine_minus_loss,1,0.02430666666666681,0.0013333333333333333,0.0006666666666666678,0.014666666666666666
same_cell_2,2,1024,3,affine_minus_mismatched_lira,1,0.0039871111111111635,-0.0020000000000000005,0.001333333333333334,0.010000000000000002
same_cell_2,2,1024,4,affine_minus_loss,1,0.026738222222222108,0.002666666666666667,0.002,0.010666666666666666
same_cell_2,2,1024,4,affine_minus_mismatched_lira,1,0.010019111111110979,0.0013333333333333335,0.002,0.004666666666666666
same_cell_2,2,1024,5,affine_minus_loss,1,0.022884888888888955,0.0020000000000000005,-0.005333333333333334,0.014666666666666668
same_cell_2,2,1024,5,affine_minus_mismatched_lira,1,0.006910222222222262,-0.0006666666666666661,-0.003333333333333334,0.006666666666666668
same_cell_2,2,1024,6,affine_minus_loss,1,0.02103777777777771,0.0033333333333333335,0.0013333333333333322,0.007333333333333334
same_cell_2,2,1024,6,affine_minus_mismatched_lira,1,0.008612888888888892,0.001333333333333333,-0.001333333333333334,0.003333333333333334
same_cell_2,2,1024,7,affine_minus_loss,1,0.03012888888888887,0.0,-0.001333333333333334,0.010666666666666668
same_cell_2,2,1024,7,affine_minus_mismatched_lira,1,0.0004982222222221777,-0.0013333333333333335,0.0006666666666666661,0.004
same_cell_2,2,1024,8,affine_minus_loss,1,0.028501333333333267,0.0006666666666666665,0.002,0.012
same_cell_2,2,1024,8,affine_minus_mismatched_lira,1,0.0025439999999999907,-0.000666666666666667,0.0,0.002666666666666668
same_cell_2,2,1024,9,affine_minus_loss,1,0.013139555555555682,0.002,0.0006666666666666661,0.011333333333333334
same_cell_2,2,1024,9,affine_minus_mismatched_lira,1,0.004503555555555483,-0.0020000000000000005,0.0,0.004666666666666666
same_cell_2,2,128,0,affine_minus_loss,1,0.02356266666666662,0.006666666666666666,-0.001333333333333334,0.017333333333333333
same_cell_2,2,128,0,affine_minus_mismatched_lira,1,0.025974222222222232,0.007333333333333333,0.0,0.012666666666666666
same_cell_2,2,128,1,affine_minus_loss,1,-0.013295555555555505,0.0033333333333333335,-0.0006666666666666678,0.012
same_cell_2,2,128,1,affine_minus_mismatched_lira,1,0.006677333333333424,0.0033333333333333335,-0.003333333333333334,0.008
same_cell_2,2,128,2,affine_minus_loss,1,0.0014462222222221266,0.008,0.0,0.014
same_cell_2,2,128,2,affine_minus_mismatched_lira,1,0.003371555555555461,0.01,0.002666666666666666,0.009333333333333334
same_cell_2,2,128,3,affine_minus_loss,1,0.01732177777777788,0.003333333333333333,-0.0006666666666666661,0.010666666666666666
same_cell_2,2,128,3,affine_minus_mismatched_lira,1,0.0007613333333333916,0.004666666666666666,0.002666666666666668,0.003333333333333334
same_cell_2,2,128,4,affine_minus_loss,1,0.028090222222222128,0.005333333333333333,0.004666666666666666,0.015333333333333332
same_cell_2,2,128,4,affine_minus_mismatched_lira,1,0.014477777777777812,0.007333333333333333,0.005333333333333332,0.012666666666666666
same_cell_2,2,128,5,affine_minus_loss,1,0.01573044444444449,0.002666666666666667,-0.002666666666666666,0.012666666666666668
same_cell_2,2,128,5,affine_minus_mismatched_lira,1,0.01460488888888889,0.002666666666666667,-0.0006666666666666661,0.006666666666666668
same_cell_2,2,128,6,affine_minus_loss,1,0.01892511111111117,0.004,-0.001333333333333334,0.012666666666666666
same_cell_2,2,128,6,affine_minus_mismatched_lira,1,0.005958222222222198,0.004666666666666666,0.002,0.009333333333333332
same_cell_2,2,128,7,affine_minus_loss,1,0.013547555555555535,0.0013333333333333333,-0.005333333333333334,0.013333333333333334
same_cell_2,2,128,7,affine_minus_mismatched_lira,1,0.007060888888888894,0.0026666666666666666,-0.004,0.012000000000000002
same_cell_2,2,128,8,affine_minus_loss,1,0.008045777777777707,0.003333333333333333,0.0,0.016
same_cell_2,2,128,8,affine_minus_mismatched_lira,1,0.006983555555555521,0.004666666666666666,-0.004,0.013333333333333332
same_cell_2,2,128,9,affine_minus_loss,1,-0.00027022222222228276,0.005333333333333333,-0.0006666666666666678,0.008
same_cell_2,2,128,9,affine_minus_mismatched_lira,1,0.014262222222222176,0.006,-0.006666666666666666,0.008666666666666666
same_cell_2,2,512,0,affine_minus_loss,1,0.027143999999999946,0.002,-0.0006666666666666661,0.013333333333333334
same_cell_2,2,512,0,affine_minus_mismatched_lira,1,0.0038559999999998595,-0.000666666666666667,-0.002666666666666666,0.003333333333333334
same_cell_2,2,512,1,affine_minus_loss,1,0.014096444444444467,0.002666666666666667,0.004666666666666666,0.013333333333333334
same_cell_2,2,512,1,affine_minus_mismatched_lira,1,0.01016399999999995,0.002,-0.0006666666666666661,0.010000000000000002
same_cell_2,2,512,2,affine_minus_loss,1,0.020340000000000136,0.006666666666666666,0.0013333333333333322,0.014666666666666668
same_cell_2,2,512,2,affine_minus_mismatched_lira,1,0.006238666666666837,-0.000666666666666667,-0.001333333333333334,0.007333333333333334
same_cell_2,2,512,3,affine_minus_loss,1,0.010703111111111108,0.0006666666666666665,-0.002,0.013999999999999999
same_cell_2,2,512,3,affine_minus_mismatched_lira,1,-0.00020222222222210373,0.0006666666666666665,0.0,0.007333333333333334
same_cell_2,2,512,4,affine_minus_loss,1,0.026799999999999935,0.0033333333333333335,-0.002666666666666666,0.01666666666666667
same_cell_2,2,512,4,affine_minus_mismatched_lira,1,0.010844444444444434,0.002,0.003333333333333334,0.008666666666666666
same_cell_2,2,512,5,affine_minus_loss,1,0.018583999999999934,0.005333333333333334,-0.0033333333333333322,0.01666666666666667
same_cell_2,2,512,5,affine_minus_mismatched_lira,1,0.004241333333333319,0.0033333333333333335,0.0006666666666666678,0.008
same_cell_2,2,512,6,affine_minus_loss,1,0.018160444444444535,0.0020000000000000005,-0.002,0.014666666666666666
same_cell_2,2,512,6,affine_minus_mismatched_lira,1,0.012466222222222267,0.0013333333333333335,-0.002,0.009333333333333334
same_cell_2,2,512,7,affine_minus_loss,1,0.0164942222222223,0.004,-0.001333333333333334,0.008
same_cell_2,2,512,7,affine_minus_mismatched_lira,1,-0.0010359999999999259,0.000666666666666667,-0.001333333333333334,0.0006666666666666661
same_cell_2,2,512,8,affine_minus_loss,1,0.02341022222222211,0.004666666666666666,-0.0006666666666666661,0.014666666666666665
same_cell_2,2,512,8,affine_minus_mismatched_lira,1,0.0016351111111110317,0.001333333333333333,0.004,0.007333333333333331
same_cell_2,2,512,9,affine_minus_loss,1,0.016291555555555615,0.002,-0.002666666666666666,0.01
same_cell_2,2,512,9,affine_minus_mismatched_lira,1,0.013162222222222297,-0.0006666666666666665,-0.0006666666666666661,0.006000000000000002
