strategy,auxiliary_target_count,shots,simulator_seed,contrast,n_subset_replicates,auc_difference,tpr_at_0_1pct_fpr_difference,actual_fpr_difference,calibrated_tpr_difference
cross_cell_12,12,512,1,affine_minus_loss,1,0.013832444444444536,0.0006666666666666666,-0.0006666666666666661,0.018666666666666665
cross_cell_12,12,512,1,affine_minus_mismatched_lira,1,0.00990000000000002,0.0,-0.004666666666666666,0.015333333333333334
cross_cell_12,12,512,2,affine_minus_loss,1,0.022871555555555534,0.002666666666666667,0.0,0.016666666666666663
cross_cell_12,12,512,2,affine_minus_mismatched_lira,1,0.008770222222222235,-0.004666666666666666,-0.001333333333333334,0.011333333333333332
cross_cell_12,12,512,3,affine_minus_loss,1,0.01362399999999997,0.0013333333333333335,-0.001333333333333334,0.011999999999999999
cross_cell_12,12,512,3,affine_minus_mismatched_lira,1,0.002718666666666758,0.0013333333333333335,-0.005333333333333334,0.006666666666666666
cross_cell_12,12,512,4,affine_minus_loss,1,0.026342222222222156,0.002666666666666667,-0.0006666666666666661,0.016
cross_cell_12,12,512,4,affine_minus_mismatched_lira,1,0.010386666666666655,0.0013333333333333335,-0.001333333333333334,0.005999999999999998
cross_cell_12,12,512,5,affine_minus_loss,1,0.02095866666666657,0.004,-0.005333333333333334,0.020666666666666667
cross_cell_12,12,512,5,affine_minus_mismatched_lira,1,0.006615999999999955,0.0019999999999999996,-0.002666666666666668,0.010000000000000002
cross_cell_12,12,512,6,affine_minus_loss,1,0.021104000000000123,0.0026666666666666666,-0.0006666666666666661,0.018666666666666665
cross_cell_12,12,512,6,affine_minus_mismatched_lira,1,0.015409777777777856,0.0019999999999999996,0.0006666666666666678,0.011999999999999999
cross_cell_12,12,512,7,affine_minus_loss,1,0.019364888888888987,0.002666666666666667,0.0006666666666666661,0.014000000000000002
cross_cell_12,12,512,7,affine_minus_mismatched_lira,1,0.0018346666666667621,-0.0006666666666666665,0.001333333333333334,0.009333333333333334
cross_cell_12,12,512,8,affine_minus_loss,1,0.024055555555555497,0.002,-0.0006666666666666678,0.02
cross_cell_12,12,512,8,affine_minus_mismatched_lira,1,0.0022804444444444183,-0.0013333333333333335,-0.002,0.008
cross_cell_12,12,512,9,affine_minus_loss,1,0.0189395555555556,0.0006666666666666668,-0.004,0.015333333333333334
cross_cell_12,12,512,9,affine_minus_mismatched_lira,1,0.01581022222222228,-0.002,-0.004666666666666666,0.009333333333333334
cross_cell_2,2,1024,0,affine_minus_loss,66,0.031068666666666633,0.000666666666666667,-0.012666666666666666,0.010666666666666668
cross_cell_2,2,1024,0,affine_minus_mismatched_lira,66,0.009147777777777866,-0.0019999999999999996,-0.0013333333333333322,0.008
cross_cell_2,2,1024,1,affine_minus_loss,66,0.018018666666666683,0.0013333333333333335,-0.010666666666666666,0.010333333333333333
cross_cell_2,2,1024,1,affine_minus_mismatched_lira,66,0.007305777777777911,0.0,-0.001999999999999999,0.007333333333333332
cross_cell_2,2,1024,2,affine_minus_loss,66,0.024134888888888872,0.004,-0.013333333333333334,0.011333333333333332
cross_cell_2,2,1024,2,affine_minus_mismatched_lira,66,0.0042637777777777,-0.002666666666666667,-0.0006666666666666661,0.009333333333333332
cross_cell_2,2,1024,3,affine_minus_loss,66,0.023423111111111283,0.0013333333333333333,-0.011666666666666665,0.009666666666666667
cross_cell_2,2,1024,3,affine_minus_mismatched_lira,66,0.003103555555555637,-0.0020000000000000005,0.0,0.011333333333333334
cross_cell_2,2,1024,4,affine_minus_loss,66,0.027024222222222172,0.002666666666666667,-0.013333333333333332,0.009999999999999998
cross_cell_2,2,1024,4,affine_minus_mismatched_lira,66,0.010305111111111043,0.0013333333333333335,-0.001333333333333334,0.008333333333333331
cross_cell_2,2,1024,5,affine_minus_loss,66,0.024525111111111164,0.0026666666666666666,-0.013999999999999999,0.007666666666666666
cross_cell_2,2,1024,5,affine_minus_mismatched_lira,66,0.008550444444444472,0.0,-0.000666666666666667,0.007333333333333332
cross_cell_2,2,1024,6,affine_minus_loss,66,0.023301777777777755,0.0020000000000000005,-0.014333333333333333,0.006666666666666669
cross_cell_2,2,1024,6,affine_minus_mismatched_lira,66,0.010876888888888936,0.0,-0.001333333333333334,0.008666666666666668
cross_cell_2,2,1024,7,affine_minus_loss,66,0.030883999999999967,0.0,-0.011666666666666667,0.007000000000000001
cross_cell_2,2,1024,7,affine_minus_mismatched_lira,66,0.001253333333333273,-0.0013333333333333335,0.0006666666666666661,0.0063333333333333314
cross_cell_2,2,1024,8,affine_minus_loss,66,0.027958888888888866,0.0006666666666666665,-0.012666666666666666,0.008333333333333333
cross_cell_2,2,1024,8,affine_minus_mismatched_lira,66,0.0020015555555555897,-0.000666666666666667,0.001,0.007666666666666667
cross_cell_2,2,1024,9,affine_minus_loss,66,0.015773777777777886,0.0013333333333333335,-0.013999999999999999,0.008333333333333335
cross_cell_2,2,1024,9,affine_minus_mismatched_lira,66,0.007137777777777687,-0.002666666666666667,-0.004,0.007666666666666667
cross_cell_2,2,128,0,affine_minus_loss,66,0.01871688888888884,0.004666666666666666,-0.006666666666666667,0.014666666666666665
cross_cell_2,2,128,0,affine_minus_mismatched_lira,66,0.02112844444444445,0.005333333333333333,-0.009999999999999998,0.0006666666666666661
cross_cell_2,2,128,1,affine_minus_loss,66,-0.01541911111111105,0.005333333333333333,-0.002666666666666668,0.009666666666666665
cross_cell_2,2,128,1,affine_minus_mismatched_lira,66,0.004553777777777879,0.005333333333333333,-0.010000000000000002,0.005999999999999998
cross_cell_2,2,128,2,affine_minus_loss,66,0.0002026666666665733,0.004666666666666667,0.00033333333333333305,0.011333333333333334
cross_cell_2,2,128,2,affine_minus_mismatched_lira,66,0.0021279999999999077,0.006666666666666667,-0.008,0.005
cross_cell_2,2,128,3,affine_minus_loss,66,0.014808888888888871,-0.0013333333333333335,-0.002999999999999999,0.01133333333333333
cross_cell_2,2,128,3,affine_minus_mismatched_lira,66,-0.0017515555555556173,0.0,-0.005000000000000001,0.002666666666666667
cross_cell_2,2,128,4,affine_minus_loss,66,0.025835999999999915,0.003333333333333333,-0.0013333333333333322,0.014666666666666665
cross_cell_2,2,128,4,affine_minus_mismatched_lira,66,0.012223555555555599,0.005333333333333333,-0.010666666666666668,0.004999999999999999
cross_cell_2,2,128,5,affine_minus_loss,66,0.011303555555555567,0.003333333333333333,-0.0003333333333333339,0.012666666666666663
cross_cell_2,2,128,5,affine_minus_mismatched_lira,66,0.010177999999999965,0.003333333333333333,-0.01,-0.00033333333333333305
cross_cell_2,2,128,6,affine_minus_loss,66,0.01641066666666674,0.002,-0.005333333333333334,0.013333333333333332
cross_cell_2,2,128,6,affine_minus_mismatched_lira,66,0.003443777777777768,0.002666666666666667,-0.004333333333333333,-0.0003333333333333348
cross_cell_2,2,128,7,affine_minus_loss,66,0.013074666666666679,0.003333333333333334,-0.004333333333333332,0.013333333333333332
cross_cell_2,2,128,7,affine_minus_mismatched_lira,66,0.006588000000000038,0.004666666666666667,-0.013333333333333332,0.004333333333333333
cross_cell_2,2,128,8,affine_minus_loss,66,0.005999333333333301,0.002666666666666667,-0.001999999999999999,0.012666666666666666
cross_cell_2,2,128,8,affine_minus_mismatched_lira,66,0.004937111111111114,0.004,-0.010666666666666668,0.005333333333333334
cross_cell_2,2,128,9,affine_minus_loss,66,-4.755555555552293e-05,0.002666666666666667,-0.004333333333333333,0.011333333333333336
cross_cell_2,2,128,9,affine_minus_mismatched_lira,66,0.014484888888888936,0.0033333333333333335,-0.015333333333333334,-0.0020000000000000018
cross_cell_2,2,512,0,affine_minus_loss,66,0.02472511111111103,0.0033333333333333335,-0.010000000000000002,0.010333333333333333
cross_cell_2,2,512,0,affine_minus_mismatched_lira,66,0.0014371111111109447,0.0006666666666666665,-0.004666666666666666,0.005333333333333336
cross_cell_2,2,512,1,affine_minus_loss,66,0.012732888888888905,0.0006666666666666666,-0.007,0.007666666666666664
cross_cell_2,2,512,1,affine_minus_mismatched_lira,66,0.008800444444444389,0.0,-0.003333333333333333,0.012333333333333335
cross_cell_2,2,512,2,affine_minus_loss,66,0.02229977777777775,0.0033333333333333335,-0.01,0.010333333333333333
cross_cell_2,2,512,2,affine_minus_mismatched_lira,66,0.008198444444444453,-0.004,-0.003333333333333333,0.010000000000000002
cross_cell_2,2,512,3,affine_minus_loss,66,0.012886888888888781,0.0013333333333333335,-0.008,0.008666666666666668
cross_cell_2,2,512,3,affine_minus_mismatched_lira,66,0.0019815555555555697,0.0013333333333333335,-0.003,0.008
cross_cell_2,2,512,4,affine_minus_loss,66,0.025424444444444416,0.0033333333333333335,-0.009000000000000001,0.009666666666666667
cross_cell_2,2,512,4,affine_minus_mismatched_lira,66,0.009468888888888916,0.002,-0.002000000000000001,0.005333333333333334
cross_cell_2,2,512,5,affine_minus_loss,66,0.02038177777777772,0.003333333333333334,-0.010666666666666666,0.011333333333333334
cross_cell_2,2,512,5,affine_minus_mismatched_lira,66,0.006039111111111106,0.0013333333333333335,0.0,0.007333333333333334
cross_cell_2,2,512,6,affine_minus_loss,66,0.020648666666666704,0.0020000000000000005,-0.009,0.010666666666666665
cross_cell_2,2,512,6,affine_minus_mismatched_lira,66,0.014954444444444437,0.0013333333333333335,0.00033333333333333305,0.011333333333333334
cross_cell_2,2,512,7,affine_minus_loss,66,0.01782711111111107,0.002666666666666667,-0.010666666666666665,0.009
cross_cell_2,2,512,7,affine_minus_mismatched_lira,66,0.00029688888888884657,-0.0006666666666666665,0.0,0.009666666666666667
cross_cell_2,2,512,8,affine_minus_loss,66,0.02296088888888881,0.002,-0.008666666666666666,0.011666666666666669
cross_cell_2,2,512,8,affine_minus_mismatched_lira,66,0.00118577777777773,-0.0013333333333333335,-0.002333333333333333,0.006666666666666666
cross_cell_2,2,512,9,affine_minus_loss,66,0.017470888888888814,0.0013333333333333333,-0.011666666666666665,0.009333333333333332
cross_cell_2,2,512,9,affine_minus_mismatched_lira,66,0.014341555555555496,-0.0013333333333333335,-0.001333333333333334,0.007333333333333333
cross_cell_4,4,1024,0,affine_minus_loss,32,0.032581333333333296,0.000666666666666667,-0.003666666666666666,0.018
cross_cell_4,4,1024,0,affine_minus_mismatched_lira,32,0.010660444444444528,-0.0019999999999999996,-0.002666666666666666,0.008666666666666666
cross_cell_4,4,1024,1,affine_minus_loss,32,0.019701999999999942,0.0013333333333333335,-0.001666666666666667,0.01633333333333333
cross_cell_4,4,1024,1,affine_minus_mismatched_lira,32,0.00898911111111117,0.0,-0.001666666666666667,0.006999999999999999
cross_cell_4,4,1024,2,affine_minus_loss,32,0.025164444444444545,0.003666666666666667,-0.004666666666666666,0.017
cross_cell_4,4,1024,2,affine_minus_mismatched_lira,32,0.005293333333333372,-0.003,-0.00033333333333333305,0.009333333333333332
cross_cell_4,4,1024,3,affine_minus_loss,32,0.02460400000000007,0.001,-0.003,0.016666666666666666
cross_cell_4,4,1024,3,affine_minus_mismatched_lira,32,0.004284444444444424,-0.002333333333333334,-0.001333333333333333,0.01633333333333333
cross_cell_4,4,1024,4,affine_minus_loss,32,0.028793111111111047,0.002666666666666667,-0.002666666666666666,0.017666666666666667
cross_cell_4,4,1024,4,affine_minus_mismatched_lira,32,0.012073999999999918,0.0013333333333333335,-0.0006666666666666661,0.009000000000000001
cross_cell_4,4,1024,5,affine_minus_loss,32,0.025065555555555563,0.0026666666666666666,-0.004,0.014333333333333333
cross_cell_4,4,1024,5,affine_minus_mismatched_lira,32,0.00909088888888887,0.0,-0.0013333333333333326,0.0069999999999999975
cross_cell_4,4,1024,6,affine_minus_loss,32,0.024651111111111124,0.0020000000000000005,-0.004000000000000001,0.013999999999999999
cross_cell_4,4,1024,6,affine_minus_mismatched_lira,32,0.012226222222222305,0.0,-0.002666666666666666,0.008666666666666668
cross_cell_4,4,1024,7,affine_minus_loss,32,0.03196377777777776,0.000666666666666667,-0.003000000000000001,0.013666666666666667
cross_cell_4,4,1024,7,affine_minus_mismatched_lira,32,0.0023331111111110636,-0.0006666666666666665,0.0006666666666666661,0.007
cross_cell_4,4,1024,8,affine_minus_loss,32,0.028680444444444397,0.0013333333333333335,-0.0033333333333333322,0.01633333333333333
cross_cell_4,4,1024,8,affine_minus_mismatched_lira,32,0.0027231111111111206,0.0,0.0009999999999999992,0.0069999999999999975
cross_cell_4,4,1024,9,affine_minus_loss,32,0.016697333333333453,0.0013333333333333335,-0.003333333333333335,0.017666666666666664
cross_cell_4,4,1024,9,affine_minus_mismatched_lira,32,0.008061333333333254,-0.002666666666666667,-0.004666666666666667,0.010666666666666666
cross_cell_4,4,128,0,affine_minus_loss,32,0.019293333333333218,0.006666666666666666,-0.002999999999999999,0.014666666666666668
cross_cell_4,4,128,0,affine_minus_mismatched_lira,32,0.02170488888888883,0.007333333333333333,-0.006,0.003666666666666667
cross_cell_4,4,128,1,affine_minus_loss,32,-0.014857777777777748,0.005333333333333333,-0.0006666666666666661,0.012333333333333335
cross_cell_4,4,128,1,affine_minus_mismatched_lira,32,0.005115111111111181,0.005333333333333333,-0.007666666666666665,0.007333333333333334
cross_cell_4,4,128,2,affine_minus_loss,32,0.0008337777777776556,0.005333333333333333,0.004,0.012000000000000002
cross_cell_4,4,128,2,affine_minus_mismatched_lira,32,0.00275911111111099,0.007333333333333333,-0.004999999999999999,0.008333333333333333
cross_cell_4,4,128,3,affine_minus_loss,32,0.016012444444444496,-0.0006666666666666668,-0.0006666666666666661,0.009333333333333332
cross_cell_4,4,128,3,affine_minus_mismatched_lira,32,-0.0005479999999999929,0.0006666666666666666,-0.002,0.005666666666666666
cross_cell_4,4,128,4,affine_minus_loss,32,0.02682622222222214,0.003333333333333333,0.0,0.016
cross_cell_4,4,128,4,affine_minus_mismatched_lira,32,0.013213777777777824,0.005333333333333333,-0.007666666666666666,0.006333333333333335
cross_cell_4,4,128,5,affine_minus_loss,32,0.012190444444444504,0.003333333333333333,0.002333333333333333,0.012666666666666666
cross_cell_4,4,128,5,affine_minus_mismatched_lira,32,0.011064888888888902,0.003333333333333333,-0.005666666666666667,0.0
cross_cell_4,4,128,6,affine_minus_loss,32,0.016712888888889,0.002,-0.002666666666666666,0.015333333333333334
cross_cell_4,4,128,6,affine_minus_mismatched_lira,32,0.003746000000000027,0.002666666666666667,-0.001999999999999999,0.001333333333333334
cross_cell_4,4,128,7,affine_minus_loss,32,0.013269333333333355,0.005333333333333334,-0.002,0.013666666666666667
cross_cell_4,4,128,7,affine_minus_mismatched_lira,32,0.006782666666666715,0.006666666666666667,-0.010333333333333332,0.007333333333333334
cross_cell_4,4,128,8,affine_minus_loss,32,0.006820444444444351,0.003333333333333333,-0.0010000000000000009,0.013999999999999999
cross_cell_4,4,128,8,affine_minus_mismatched_lira,32,0.005758222222222165,0.004666666666666666,-0.006000000000000002,0.006333333333333333
cross_cell_4,4,128,9,affine_minus_loss,32,0.0011251111111110768,0.004,-0.002666666666666667,0.010666666666666668
cross_cell_4,4,128,9,affine_minus_mismatched_lira,32,0.015657555555555536,0.004666666666666667,-0.012333333333333335,-0.00033333333333333305
cross_cell_4,4,512,0,affine_minus_loss,32,0.025005777777777793,0.004,-0.0033333333333333322,0.01566666666666667
cross_cell_4,4,512,0,affine_minus_mismatched_lira,32,0.001717777777777707,0.0013333333333333335,-0.005333333333333333,0.005333333333333332
cross_cell_4,4,512,1,affine_minus_loss,32,0.014279333333333422,0.0006666666666666666,0.0,0.014666666666666665
cross_cell_4,4,512,1,affine_minus_mismatched_lira,32,0.010346888888888905,0.0,-0.005333333333333332,0.013666666666666666
cross_cell_4,4,512,2,affine_minus_loss,32,0.022689555555555574,0.0033333333333333335,-0.001333333333333334,0.014000000000000002
cross_cell_4,4,512,2,affine_minus_mismatched_lira,32,0.008588222222222275,-0.004,-0.002,0.010666666666666665
cross_cell_4,4,512,3,affine_minus_loss,32,0.014145777777777757,0.0013333333333333335,-0.0010000000000000009,0.010666666666666666
cross_cell_4,4,512,3,affine_minus_mismatched_lira,32,0.0032404444444445457,0.0013333333333333335,-0.003333333333333334,0.008666666666666666
cross_cell_4,4,512,4,affine_minus_loss,32,0.02665200000000001,0.0033333333333333335,-0.000666666666666667,0.014666666666666666
cross_cell_4,4,512,4,affine_minus_mismatched_lira,32,0.010696444444444508,0.002,-0.001,0.004666666666666667
cross_cell_4,4,512,5,affine_minus_loss,32,0.020751333333333344,0.004,-0.004666666666666667,0.016666666666666666
cross_cell_4,4,512,5,affine_minus_mismatched_lira,32,0.006408666666666729,0.0019999999999999996,-0.001666666666666667,0.007000000000000001
cross_cell_4,4,512,6,affine_minus_loss,32,0.021225777777777788,0.0026666666666666666,-0.001666666666666667,0.01566666666666667
cross_cell_4,4,512,6,affine_minus_mismatched_lira,32,0.01553155555555552,0.0019999999999999996,-0.0006666666666666661,0.010000000000000002
cross_cell_4,4,512,7,affine_minus_loss,32,0.0185515555555556,0.002666666666666667,-0.0006666666666666678,0.012666666666666666
cross_cell_4,4,512,7,affine_minus_mismatched_lira,32,0.001021333333333374,-0.0006666666666666665,-0.0006666666666666678,0.009333333333333332
cross_cell_4,4,512,8,affine_minus_loss,32,0.023717555555555547,0.002,-0.002,0.016
cross_cell_4,4,512,8,affine_minus_mismatched_lira,32,0.0019424444444444688,-0.0013333333333333335,-0.002666666666666666,0.006333333333333335
cross_cell_4,4,512,9,affine_minus_loss,32,0.018677555555555503,0.0013333333333333333,-0.002333333333333333,0.01633333333333333
cross_cell_4,4,512,9,affine_minus_mismatched_lira,32,0.015548222222222186,-0.0013333333333333335,-0.0033333333333333322,0.010333333333333333
cross_cell_8,8,1024,0,affine_minus_loss,32,0.03287822222222225,0.0013333333333333335,-0.003,0.018666666666666665
cross_cell_8,8,1024,0,affine_minus_mismatched_lira,32,0.010957333333333485,-0.001333333333333333,-0.0010000000000000009,0.007000000000000001
cross_cell_8,8,1024,1,affine_minus_loss,32,0.019471999999999934,0.0006666666666666665,-0.0006666666666666678,0.016666666666666666
cross_cell_8,8,1024,1,affine_minus_mismatched_lira,32,0.008759111111111162,-0.000666666666666667,-0.001666666666666667,0.005999999999999998
cross_cell_8,8,1024,2,affine_minus_loss,32,0.025329111111111136,0.003333333333333334,-0.005666666666666666,0.017
cross_cell_8,8,1024,2,affine_minus_mismatched_lira,32,0.005457999999999963,-0.003333333333333333,-0.0006666666666666661,0.008666666666666666
cross_cell_8,8,1024,3,affine_minus_loss,32,0.02473933333333339,0.0006666666666666668,-0.001666666666666667,0.016666666666666666
cross_cell_8,8,1024,3,affine_minus_mismatched_lira,32,0.004419777777777745,-0.002666666666666667,-0.0003333333333333339,0.014333333333333335
cross_cell_8,8,1024,4,affine_minus_loss,32,0.02872511111111098,0.002666666666666667,-0.003,0.018333333333333333
cross_cell_8,8,1024,4,affine_minus_mismatched_lira,32,0.01200599999999985,0.0013333333333333335,0.001333333333333334,0.009666666666666665
cross_cell_8,8,1024,5,affine_minus_loss,32,0.02531244444444447,0.0026666666666666666,-0.004666666666666668,0.015333333333333334
cross_cell_8,8,1024,5,affine_minus_mismatched_lira,32,0.009337777777777778,0.0,-0.000666666666666667,0.006
cross_cell_8,8,1024,6,affine_minus_loss,32,0.024950444444444497,0.0026666666666666666,-0.003666666666666667,0.013333333333333332
cross_cell_8,8,1024,6,affine_minus_mismatched_lira,32,0.012525555555555679,0.0006666666666666661,-0.002,0.008333333333333335
cross_cell_8,8,1024,7,affine_minus_loss,32,0.03231711111111113,0.0,-0.001666666666666667,0.014333333333333333
cross_cell_8,8,1024,7,affine_minus_mismatched_lira,32,0.0026864444444444358,-0.0013333333333333335,0.001333333333333334,0.007
cross_cell_8,8,1024,8,affine_minus_loss,32,0.02933755555555556,0.0006666666666666665,-0.002999999999999999,0.016
cross_cell_8,8,1024,8,affine_minus_mismatched_lira,32,0.0033802222222222844,-0.000666666666666667,0.001,0.006666666666666668
cross_cell_8,8,1024,9,affine_minus_loss,32,0.016913555555555626,0.0013333333333333335,-0.003666666666666667,0.018000000000000002
cross_cell_8,8,1024,9,affine_minus_mismatched_lira,32,0.008277555555555427,-0.002666666666666667,-0.005999999999999999,0.009
cross_cell_8,8,128,0,affine_minus_loss,32,0.019104666666666603,0.006666666666666666,-0.0033333333333333322,0.013333333333333332
cross_cell_8,8,128,0,affine_minus_mismatched_lira,32,0.021516222222222214,0.007333333333333333,-0.005333333333333334,0.001666666666666667
cross_cell_8,8,128,1,affine_minus_loss,32,-0.014590222222222227,0.005333333333333333,0.0,0.012666666666666666
cross_cell_8,8,128,1,affine_minus_mismatched_lira,32,0.005382666666666702,0.005333333333333333,-0.007,0.007666666666666667
cross_cell_8,8,128,2,affine_minus_loss,32,0.0006233333333332536,0.005333333333333333,0.004,0.012333333333333332
cross_cell_8,8,128,2,affine_minus_mismatched_lira,32,0.002548666666666588,0.007333333333333333,-0.004666666666666666,0.007666666666666669
cross_cell_8,8,128,3,affine_minus_loss,32,0.01536355555555563,-0.0013333333333333335,-0.0006666666666666661,0.009333333333333334
cross_cell_8,8,128,3,affine_minus_mismatched_lira,32,-0.0011968888888888585,0.0,-0.000666666666666667,0.006000000000000001
cross_cell_8,8,128,4,affine_minus_loss,32,0.026402222222222105,0.004,0.001666666666666667,0.015333333333333334
cross_cell_8,8,128,4,affine_minus_mismatched_lira,32,0.012789777777777789,0.006,-0.007333333333333334,0.007333333333333334
cross_cell_8,8,128,5,affine_minus_loss,32,0.012369333333333343,0.004,0.002,0.012666666666666666
cross_cell_8,8,128,5,affine_minus_mismatched_lira,32,0.011243777777777741,0.004,-0.004000000000000002,0.0006666666666666678
cross_cell_8,8,128,6,affine_minus_loss,32,0.01714066666666675,0.002,-0.0033333333333333322,0.015
cross_cell_8,8,128,6,affine_minus_mismatched_lira,32,0.004173777777777776,0.002666666666666667,-0.001333333333333334,0.0009999999999999992
cross_cell_8,8,128,7,affine_minus_loss,32,0.013121777777777788,0.005000000000000001,-0.000666666666666667,0.013333333333333332
cross_cell_8,8,128,7,affine_minus_mismatched_lira,32,0.006635111111111147,0.006333333333333333,-0.008666666666666666,0.007333333333333332
cross_cell_8,8,128,8,affine_minus_loss,32,0.006935333333333293,0.003333333333333333,-0.0010000000000000009,0.013666666666666667
cross_cell_8,8,128,8,affine_minus_mismatched_lira,32,0.005873111111111107,0.004666666666666666,-0.007666666666666666,0.006333333333333335
cross_cell_8,8,128,9,affine_minus_loss,32,0.0012457777777777346,0.004,-0.003333333333333334,0.010333333333333333
