strategy,auxiliary_target_count,subset_replicate,shots,contrast,n_simulator_seeds,auc_difference,tpr_at_0_1pct_fpr_difference,actual_fpr_difference,calibrated_tpr_difference
cross_cell_2,2,22,512,affine_minus_mismatched_lira,10,0.008030222222222272,0.0016666666666666668,0.001666666666666667,0.016
cross_cell_2,2,23,1024,affine_minus_loss,10,0.020999111111111135,0.0026666666666666666,-0.013666666666666667,0.0036666666666666653
cross_cell_2,2,23,1024,affine_minus_mismatched_lira,10,0.004184888888888905,-0.00033333333333333327,-0.002333333333333333,0.002333333333333335
cross_cell_2,2,23,128,affine_minus_loss,10,0.010400777777777759,0.004,-0.004666666666666665,0.009000000000000001
cross_cell_2,2,23,128,affine_minus_mismatched_lira,10,0.006494222222222179,0.004666666666666667,-0.005666666666666665,0.005333333333333332
cross_cell_2,2,23,512,affine_minus_loss,10,0.015624666666666676,0.002666666666666667,-0.014333333333333333,0.002666666666666668
cross_cell_2,2,23,512,affine_minus_mismatched_lira,10,0.0014026666666667187,0.0006666666666666669,-0.001333333333333334,0.004333333333333333
cross_cell_2,2,24,1024,affine_minus_loss,10,0.014076888888888861,0.0013333333333333335,-0.020999999999999998,0.009333333333333336
cross_cell_2,2,24,1024,affine_minus_mismatched_lira,10,-0.0011975555555555073,-0.0013333333333333335,-0.003000000000000001,0.0
cross_cell_2,2,24,128,affine_minus_loss,10,0.007926555555555603,0.002666666666666667,-0.016,0.0029999999999999975
cross_cell_2,2,24,128,affine_minus_mismatched_lira,10,0.004041555555555576,0.004,-0.015333333333333334,-0.008999999999999998
cross_cell_2,2,24,512,affine_minus_loss,10,0.011987333333333405,0.002,-0.014333333333333332,0.011
cross_cell_2,2,24,512,affine_minus_mismatched_lira,10,-0.002328222222222176,-2.168404344971009e-19,-0.002666666666666666,0.0026666666666666644
cross_cell_2,2,25,1024,affine_minus_loss,10,0.02284088888888902,0.002666666666666667,0.006666666666666666,0.023666666666666666
cross_cell_2,2,25,1024,affine_minus_mismatched_lira,10,0.005771333333333295,-0.00033333333333333327,-0.010333333333333333,-0.006333333333333335
cross_cell_2,2,25,128,affine_minus_loss,10,0.011033000000000015,0.003666666666666667,0.005333333333333334,0.021666666666666667
cross_cell_2,2,25,128,affine_minus_mismatched_lira,10,0.005250888888888916,0.004333333333333333,-0.019,-0.004333333333333335
cross_cell_2,2,25,512,affine_minus_loss,10,0.01636066666666669,0.002666666666666667,0.005666666666666667,0.024
cross_cell_2,2,25,512,affine_minus_mismatched_lira,10,0.0032504444444445,0.00033333333333333327,-0.012000000000000002,-0.00466666666666667
cross_cell_2,2,26,1024,affine_minus_loss,10,0.02370577777777777,0.0006666666666666668,-0.03566666666666667,-0.002666666666666668
cross_cell_2,2,26,1024,affine_minus_mismatched_lira,10,0.005289555555555492,-0.002333333333333333,-0.013666666666666666,0.0023333333333333366
cross_cell_2,2,26,128,affine_minus_loss,10,0.011893000000000042,0.0006666666666666666,-0.015666666666666666,0.011333333333333336
cross_cell_2,2,26,128,affine_minus_mismatched_lira,10,0.005808000000000035,0.002,-0.02,-0.001666666666666667
cross_cell_2,2,26,512,affine_minus_loss,10,0.021055999999999964,0.002,-0.03233333333333333,0.004
cross_cell_2,2,26,512,affine_minus_mismatched_lira,10,0.006961555555555554,0.0,-0.014333333333333333,0.005666666666666664
