strategy,auxiliary_target_count,subset_replicate,shots,attack,n_simulator_seeds,auc,advantage,tpr_at_0_1pct_fpr,tpr_at_1pct_fpr,tpr_at_5pct_fpr
cross_cell_2,2,1,512,affine_channel_lira,10,0.5945991111111111,0.1366666666666667,0.0033333333333333335,0.024666666666666667,0.092
cross_cell_2,2,1,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,1,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,10,1024,affine_channel_lira,10,0.606036888888889,0.14833333333333334,0.0033333333333333335,0.025666666666666667,0.101
cross_cell_2,2,10,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,10,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,10,128,affine_channel_lira,10,0.5720493333333334,0.11566666666666667,0.0013333333333333333,0.020999999999999998,0.079
cross_cell_2,2,10,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,10,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,10,512,affine_channel_lira,10,0.5967866666666666,0.1383333333333333,0.0026666666666666666,0.025666666666666664,0.09333333333333332
cross_cell_2,2,10,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,10,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,11,1024,affine_channel_lira,10,0.6021008888888889,0.1426666666666667,0.003,0.025333333333333333,0.099
cross_cell_2,2,11,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,11,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,11,128,affine_channel_lira,10,0.574616,0.11366666666666667,0.004666666666666667,0.02266666666666667,0.087
cross_cell_2,2,11,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,11,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,11,512,affine_channel_lira,10,0.5953502222222222,0.13766666666666666,0.003,0.022,0.09366666666666668
cross_cell_2,2,11,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,11,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,12,1024,affine_channel_lira,10,0.6008662222222222,0.14500000000000005,0.003666666666666667,0.023,0.10033333333333333
cross_cell_2,2,12,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,12,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,12,128,affine_channel_lira,10,0.5728580000000001,0.11100000000000002,0.004333333333333333,0.021666666666666667,0.08266666666666667
cross_cell_2,2,12,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,12,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,12,512,affine_channel_lira,10,0.5918464444444445,0.137,0.003,0.021333333333333333,0.09333333333333334
cross_cell_2,2,12,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,12,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,13,1024,affine_channel_lira,10,0.5980942222222222,0.14333333333333337,0.003333333333333333,0.024333333333333332,0.09366666666666666
cross_cell_2,2,13,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,13,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,13,128,affine_channel_lira,10,0.5748575555555555,0.11000000000000001,0.006,0.021333333333333333,0.08933333333333333
cross_cell_2,2,13,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,13,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,13,512,affine_channel_lira,10,0.5927446666666667,0.135,0.0033333333333333335,0.024,0.092
cross_cell_2,2,13,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,13,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,14,1024,affine_channel_lira,10,0.6001637777777777,0.14200000000000002,0.004,0.02366666666666667,0.10066666666666667
cross_cell_2,2,14,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,14,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,14,128,affine_channel_lira,10,0.5746326666666667,0.11133333333333334,0.005,0.021333333333333333,0.08666666666666667
cross_cell_2,2,14,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,14,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,14,512,affine_channel_lira,10,0.5930762222222222,0.13233333333333333,0.0033333333333333335,0.023,0.09666666666666666
cross_cell_2,2,14,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,14,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,15,1024,affine_channel_lira,10,0.6000006666666666,0.14233333333333334,0.003333333333333333,0.029666666666666668,0.097
cross_cell_2,2,15,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,15,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,15,128,affine_channel_lira,10,0.5732495555555555,0.10733333333333336,0.005333333333333334,0.023333333333333334,0.08766666666666667
cross_cell_2,2,15,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,15,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,15,512,affine_channel_lira,10,0.5942566666666667,0.1363333333333333,0.003666666666666667,0.025333333333333333,0.09466666666666666
cross_cell_2,2,15,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,15,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,16,1024,affine_channel_lira,10,0.5987995555555556,0.14966666666666664,0.004333333333333333,0.024,0.09766666666666667
cross_cell_2,2,16,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,16,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,16,128,affine_channel_lira,10,0.5728424444444444,0.11433333333333334,0.005,0.018333333333333333,0.08633333333333333
cross_cell_2,2,16,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,16,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,16,512,affine_channel_lira,10,0.5900915555555555,0.13133333333333333,0.003666666666666667,0.021333333333333333,0.09133333333333334
cross_cell_2,2,16,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,16,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,17,1024,affine_channel_lira,10,0.6046848888888889,0.15066666666666667,0.004,0.03033333333333333,0.1
cross_cell_2,2,17,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,17,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,17,128,affine_channel_lira,10,0.5742286666666667,0.11033333333333334,0.004333333333333333,0.024,0.088
cross_cell_2,2,17,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,17,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,17,512,affine_channel_lira,10,0.5979291111111111,0.13866666666666666,0.004333333333333333,0.027000000000000003,0.09666666666666666
cross_cell_2,2,17,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,17,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,18,1024,affine_channel_lira,10,0.599942,0.14400000000000004,0.004666666666666667,0.024666666666666667,0.10166666666666666
cross_cell_2,2,18,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,18,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,18,128,affine_channel_lira,10,0.5741435555555556,0.11099999999999999,0.004,0.019333333333333334,0.086
cross_cell_2,2,18,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,18,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,18,512,affine_channel_lira,10,0.5940024444444445,0.13499999999999998,0.004,0.024666666666666667,0.096
cross_cell_2,2,18,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,18,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,19,1024,affine_channel_lira,10,0.5924282222222222,0.14033333333333334,0.003666666666666667,0.024666666666666667,0.091
cross_cell_2,2,19,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,19,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,19,128,affine_channel_lira,10,0.5713084444444445,0.1146666666666667,0.0033333333333333335,0.020666666666666667,0.08299999999999999
cross_cell_2,2,19,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,19,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,19,512,affine_channel_lira,10,0.587334888888889,0.13566666666666663,0.0026666666666666666,0.021333333333333333,0.092
cross_cell_2,2,19,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,19,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,2,1024,affine_channel_lira,10,0.600036,0.14833333333333337,0.005,0.024666666666666667,0.097
cross_cell_2,2,2,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,2,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,2,128,affine_channel_lira,10,0.5704797777777778,0.11100000000000002,0.006333333333333333,0.022333333333333334,0.08433333333333333
cross_cell_2,2,2,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,2,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,2,512,affine_channel_lira,10,0.5902099999999999,0.1376666666666667,0.004333333333333333,0.026,0.09333333333333332
cross_cell_2,2,2,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,2,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,20,1024,affine_channel_lira,10,0.5993326666666667,0.1426666666666667,0.0033333333333333335,0.023333333333333334,0.096
cross_cell_2,2,20,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,20,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,20,128,affine_channel_lira,10,0.5740924444444445,0.11233333333333334,0.004666666666666667,0.023,0.08433333333333334
cross_cell_2,2,20,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,20,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,20,512,affine_channel_lira,10,0.5918997777777777,0.136,0.0033333333333333335,0.023,0.09333333333333334
cross_cell_2,2,20,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,20,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,21,1024,affine_channel_lira,10,0.6014237777777778,0.15133333333333332,0.002666666666666667,0.020999999999999998,0.08933333333333333
cross_cell_2,2,21,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,21,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,21,128,affine_channel_lira,10,0.5724497777777777,0.11666666666666667,0.002,0.020999999999999998,0.07933333333333334
cross_cell_2,2,21,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,21,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,21,512,affine_channel_lira,10,0.5940253333333334,0.1413333333333333,0.002333333333333333,0.02366666666666667,0.08633333333333333
cross_cell_2,2,21,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,21,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,22,1024,affine_channel_lira,10,0.6026286666666667,0.15100000000000005,0.006,0.026666666666666665,0.09866666666666667
cross_cell_2,2,22,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,22,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,22,128,affine_channel_lira,10,0.5738064444444444,0.10800000000000001,0.007333333333333334,0.023333333333333334,0.089
cross_cell_2,2,22,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,22,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,22,512,affine_channel_lira,10,0.5948304444444444,0.13899999999999998,0.005,0.025666666666666664,0.09633333333333333
cross_cell_2,2,22,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,22,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,23,1024,affine_channel_lira,10,0.5975337777777777,0.14633333333333332,0.005333333333333333,0.023333333333333334,0.096
cross_cell_2,2,23,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,23,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,23,128,affine_channel_lira,10,0.5729984444444445,0.11500000000000002,0.005,0.021333333333333333,0.08533333333333333
cross_cell_2,2,23,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,23,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,23,512,affine_channel_lira,10,0.5900153333333333,0.13566666666666669,0.004,0.023,0.09066666666666667
cross_cell_2,2,23,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,23,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,24,1024,affine_channel_lira,10,0.5906148888888889,0.13966666666666672,0.003,0.025333333333333333,0.08766666666666667
cross_cell_2,2,24,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,24,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,24,128,affine_channel_lira,10,0.5710086666666667,0.11466666666666667,0.004333333333333333,0.022,0.08433333333333333
cross_cell_2,2,24,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,24,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,24,512,affine_channel_lira,10,0.5859593333333333,0.12800000000000003,0.0026666666666666666,0.02366666666666667,0.08833333333333333
cross_cell_2,2,24,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,24,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,25,1024,affine_channel_lira,10,0.59893,0.14600000000000005,0.004333333333333333,0.02266666666666667,0.095
cross_cell_2,2,25,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,25,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,25,128,affine_channel_lira,10,0.5729651111111111,0.11200000000000002,0.005666666666666667,0.020666666666666667,0.08466666666666667
cross_cell_2,2,25,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,25,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,25,512,affine_channel_lira,10,0.5907928888888889,0.13333333333333333,0.004,0.025,0.09
cross_cell_2,2,25,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,25,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,26,1024,affine_channel_lira,10,0.601218888888889,0.14233333333333334,0.003,0.023,0.09366666666666668
cross_cell_2,2,26,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,26,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,26,128,affine_channel_lira,10,0.5732686666666666,0.10966666666666666,0.002,0.02,0.08266666666666667
cross_cell_2,2,26,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,26,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,26,512,affine_channel_lira,10,0.594454,0.13600000000000004,0.0026666666666666666,0.024666666666666667,0.09266666666666667
cross_cell_2,2,26,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,26,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,27,1024,affine_channel_lira,10,0.6044486666666666,0.148,0.004333333333333333,0.03033333333333333,0.09733333333333333
cross_cell_2,2,27,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,27,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,27,128,affine_channel_lira,10,0.5740062222222222,0.11300000000000002,0.005,0.024333333333333332,0.087
cross_cell_2,2,27,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,27,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,27,512,affine_channel_lira,10,0.5972528888888888,0.1383333333333334,0.004,0.028,0.09533333333333333
cross_cell_2,2,27,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,27,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,28,1024,affine_channel_lira,10,0.5983631111111111,0.14533333333333337,0.004,0.022,0.09666666666666666
cross_cell_2,2,28,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,28,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,28,128,affine_channel_lira,10,0.5728035555555555,0.11233333333333331,0.004,0.020333333333333335,0.08366666666666667
cross_cell_2,2,28,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,28,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,28,512,affine_channel_lira,10,0.5905171111111112,0.132,0.003666666666666667,0.023,0.095
cross_cell_2,2,28,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,28,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,29,1024,affine_channel_lira,10,0.6014946666666667,0.14566666666666667,0.002333333333333333,0.027,0.09433333333333332
cross_cell_2,2,29,1024,latent_lira_mismatched,10,0.596576,0.14633333333333337,0.004666666666666667,0.014666666666666666,0.07266666666666666
cross_cell_2,2,29,1024,loss_mia,10,0.57747,0.15433333333333332,0.002,0.008,0.04033333333333333
cross_cell_2,2,29,128,affine_channel_lira,10,0.5726982222222223,0.11433333333333334,0.002333333333333333,0.019666666666666666,0.08299999999999999
cross_cell_2,2,29,128,latent_lira_mismatched,10,0.5680675555555555,0.11233333333333331,0.0,0.01,0.059
cross_cell_2,2,29,128,loss_mia,10,0.5650198888888889,0.12766666666666665,0.0016666666666666666,0.009666666666666667,0.047
cross_cell_2,2,29,512,affine_channel_lira,10,0.5960431111111111,0.138,0.003666666666666667,0.024666666666666667,0.093
cross_cell_2,2,29,512,latent_lira_mismatched,10,0.588883111111111,0.13866666666666666,0.0033333333333333335,0.014333333333333333,0.07233333333333333
cross_cell_2,2,29,512,loss_mia,10,0.5756915555555555,0.15066666666666667,0.0006666666666666666,0.007333333333333333,0.043
cross_cell_2,2,3,1024,affine_channel_lira,10,0.6008593333333334,0.1486666666666667,0.004666666666666667,0.024,0.09033333333333333
