strategy,auxiliary_target_count,subset_replicate,held_cell,held_target_ids,auxiliary_target_ids,shots,fold,n_train_public_nonmember_pairs,n_test_heldout_nonmember_pairs,intercept,slope,scale,train_rmse,train_r_squared,train_residual_mean,train_residual_std,train_residual_skew,train_residual_excess_kurtosis,train_coverage_90pct,test_rmse,test_r_squared,test_residual_mean,test_residual_std,test_residual_skew,test_residual_excess_kurtosis,test_coverage_90pct
same_cell_2,2,0,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44,128,0,1600,200,-0.29284865709846714,0.8622437091382164,1.5432155072428413,1.5422506959530076,0.44070379394859294,1.1546319456101628e-16,1.5422506959530076,-0.20793841211507508,1.5370672814117627,0.895625,1.600102463530465,0.3544399331233755,-0.049531322093973,1.599335656429846,0.2182430132704455,0.8851114880495654,0.875
same_cell_2,2,0,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44,128,1,1640,180,-0.3106418294117877,0.850326961603189,1.5276763880897468,1.5267445939267594,0.44455125415631647,5.199093188488538e-17,1.5267445939267594,-0.2049930821124001,1.840079550660274,0.8987804878048781,1.5704243314134212,0.19059483258837406,-0.20275391415867006,1.5572807810374563,-0.42474271550311676,0.748432371648629,0.8833333333333333
same_cell_2,2,0,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44,128,2,1680,160,-0.3155111144090403,0.8628058320545975,1.5202342433411045,1.5193290725294821,0.42587018473318317,-5.075305255429287e-17,1.5193290725294821,-0.14635030730206422,1.3723907720137865,0.8964285714285715,1.7187826351073197,0.4385752747980083,-0.25998963553070203,1.699005337296818,-0.00919323406654442,0.10963255922861048,0.85
same_cell_2,2,0,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44,128,3,1480,260,-0.34195842918100794,0.8715263676068692,1.4825290053199385,1.481526957888577,0.4347986208381467,9.601928861622976e-17,1.481526957888577,-0.3141432411261892,1.8658486924255193,0.904054054054054,1.77527038361474,0.4070094073163856,-0.03005095290512282,1.775016021102097,-0.39510162417492517,0.8816554065865119,0.8384615384615385
same_cell_2,2,0,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44,128,4,1600,200,-0.3130204471999601,0.8455709602787699,1.5839751352837421,1.5829848412605387,0.3993330003419442,1.5765166949677222e-16,1.5829848412605387,-0.2366265699049505,1.3273575564407967,0.89125,1.3388289632895656,0.5059023251484857,0.07167852563449556,1.3369088158531524,-0.45688110663845094,2.060846045225116,0.955
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,128,0,1600,200,-0.42075649415032923,0.8554467598139542,1.7563924186674942,1.7552943301458617,0.5910081905653111,1.2212453270876723e-16,1.7552943301458617,-0.07255389170730667,0.2384148539532056,0.896875,1.7455591774238894,0.4200125449012223,-0.06297640618744042,1.7444227739147642,-0.456175714838803,0.11667655800364729,0.915
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,128,1,1640,180,-0.43371816272760033,0.8317821404847184,1.778679024392426,1.7775941331512715,0.5869684617319115,-1.0831444142684454e-16,1.7775941331512715,-0.17252360053965224,0.265582010169926,0.899390243902439,1.8660497274013923,0.3626156290760383,-0.24332807678146998,1.8501170320238236,-0.16067165168621292,0.7160149075115574,0.8944444444444445
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,128,2,1680,160,-0.43498360201282393,0.8553665327857176,1.7675861242540727,1.7665336763344768,0.5982669409857491,4.229421046191072e-17,1.7665336763344768,-0.10920168914463152,0.15127591194734125,0.9,1.9383675468142298,0.5015982505662766,0.018147949898222725,1.938282589938089,0.21610038569646223,0.1964567524132681,0.84375
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,128,3,1480,260,-0.4148703598802239,0.8334660328835783,1.7973954592232224,1.7961805922650769,0.5480178320539175,1.152231463394757e-16,1.7961805922650769,-0.1334745366404573,0.28984818857139016,0.8993243243243243,2.032642642971344,0.6295019027823827,-0.09071751329686843,2.030617257586166,-0.19135360447059246,0.15519945771633203,0.8615384615384616
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,128,4,1600,200,-0.46922183132324913,0.8538111389165702,1.7792528384906516,1.778140457738911,0.5959400211156045,-8.43769498715119e-17,1.778140457738911,-0.18551034748574266,0.3630247472528807,0.898125,1.689243037704209,0.3527258159579154,-0.1060280313692548,1.6859122447494423,-0.15830123513152192,0.32013816361942116,0.895
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s44,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s45,128,0,1600,200,-0.46509239047625894,0.8336313111106198,1.8628470731882258,1.8616824297025882,0.5538105879395652,3.1530333899354444e-16,1.8616824297025882,-0.0745724367953609,0.31691127450014855,0.8975,1.7483112979891404,0.5507509388916592,0.03329241507450633,1.7479942819628957,0.01129833492199145,-0.3864140338272217,0.915
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s44,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s45,128,1,1640,180,-0.43858635833886395,0.8086748991180633,1.8618171136687243,1.8606815130057879,0.5503806044361063,-2.38291771139058e-17,1.8606815130057879,-0.19591489338918158,0.3383380271270058,0.8951219512195122,1.7242308247887412,0.45478590997885904,0.12962396726158035,1.7193514952629763,-0.13262421892088097,0.4488425895870187,0.9166666666666666
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s44,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s45,128,2,1680,160,-0.4697984385473364,0.8182325384946715,1.8307902697500014,1.82970018911168,0.566211312670899,-1.9455336812478934e-16,1.82970018911168,-0.17210105507603712,0.31288945669320345,0.9005952380952381,1.551606480014908,0.6287116177536473,-0.056625960217090876,1.5505728520304185,0.07641134364743352,0.6403519952937033,0.95
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s44,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s45,128,3,1480,260,-0.4083407270324274,0.8011314922927046,1.8436304236330283,1.842384306272928,0.4895599652999859,-2.6405304369463184e-16,1.842384306272928,-0.16377475746524076,0.40596129330323416,0.8952702702702703,1.6877382832249577,0.649757088290775,0.17476416685249002,1.6786655410317692,-0.16287623253543906,0.29635830385973394,0.9346153846153846
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s44,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s45,128,4,1600,200,-0.5045683619852931,0.8384804476832394,1.8879611963038023,1.886780851583047,0.5662622144530156,-1.176836406102666e-16,1.886780851583047,-0.19384413812610352,0.3739440724029546,0.9,1.74261661416222,0.5706292645521587,0.09536610224356404,1.7400051639282765,0.023732105513169975,-0.20992012286509842,0.93
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44,128,0,1600,200,-0.4322951022372532,0.8172842999755238,1.7908277606676852,1.789708143327443,0.5581442308287081,-4.529709940470639e-16,1.789708143327443,-0.07969768533558935,0.3820996787086228,0.89875,1.9399719154196284,0.5754176022853577,-0.1559395244887846,1.9336943650223304,-0.5700707978547669,0.5099040351982391,0.875
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44,128,1,1640,180,-0.39891078292825,0.8052958516047132,1.77657452691345,1.775490919293933,0.5704491601964043,6.498866485610672e-17,1.775490919293933,-0.08651452226421569,0.2234995173480554,0.9,1.8225189436930418,0.6286677197660945,0.1529980631403116,1.8160855962193285,0.22677503665245338,0.05514692533600085,0.8944444444444445
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44,128,2,1680,160,-0.3912305681250271,0.7935015229644993,1.7825914352126055,1.7815300529004587,0.5461947851502861,3.3835368369528583e-17,1.7815300529004587,-0.1580988714123576,0.24659485073211496,0.9005952380952381,2.0361068713502193,0.3596547996761147,0.05208110259138663,2.0354406771783955,-0.4735281314193334,0.5920534311321637,0.8375
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44,128,3,1480,260,-0.38049203446838387,0.770147158290847,1.7451720579278915,1.7439924889807374,0.49986311035519115,-1.3442700406272166e-16,1.7439924889807374,-0.0397425934130697,0.25291167630311984,0.893918918918919,1.7673582032495483,0.6760564790421499,-0.07972617942475159,1.7655590488306543,-0.037497559006148186,0.16819719260279875,0.8769230769230769
same_cell_2,2,0,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44,128,4,1600,200,-0.403856283791845,0.8059804666435195,1.7971013121689028,1.7959777726329027,0.5582362926023243,7.549516567451065e-17,1.795977772632903,-0.11425293484246786,0.3425802282881616,0.900625,1.7764849133793565,0.4698979054766783,0.16532419710785554,1.7687754400474647,0.1189729724891248,-0.23806712422929133,0.915
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s43,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,128,0,1600,200,-0.07760721269032711,0.8164891888155782,1.1926013060769285,1.1918556971849927,0.7663632961892315,-1.2434497875801754e-16,1.191855697184993,-0.10970163897352833,0.42090403690899114,0.9,1.0639561348454862,0.8683289185627385,0.06148907165187623,1.0621778339537769,0.21701861041476872,-0.06919381657962864,0.93
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s43,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,128,1,1640,180,-0.11008466630548597,0.8291147288810203,1.1907443561235136,1.1900180709957886,0.792201028758025,-1.646379509688037e-16,1.1900180709957886,-0.1394193153041248,0.6017603474794013,0.900609756097561,1.0996032026245983,0.7640650753150804,-0.05662887633434792,1.0981440586677973,0.08850608349733162,-0.05240270369877864,0.9166666666666666
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s43,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,128,2,1680,160,-0.12925898324384621,0.8224133551371863,1.1742447731870593,1.1735456098186214,0.7742500384779519,4.0602442043434295e-16,1.1735456098186214,-0.10829496270343641,0.44995209001419845,0.9011904761904762,1.1179800911867874,0.8311968138624481,0.3119499577000278,1.0735765963269543,-0.22227854563584443,0.19153137004677,0.8875
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s43,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,128,3,1480,260,-0.14320296411467948,0.8416386145653588,1.1588879727045518,1.1581046755736915,0.7738709139028279,-1.8243664837083654e-16,1.1581046755736915,-0.15528319009118927,0.4915966457883192,0.8959459459459459,1.162729987671939,0.8052749129571359,0.0553991490881558,1.1614094706484428,-0.11857833801922049,0.7188680182550318,0.8884615384615384
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s43,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,128,4,1600,200,-0.1149647951975461,0.8200609476001876,1.1863528118382252,1.185611109476361,0.7742222492507969,-3.552713678800501e-17,1.185611109476361,-0.11537099154399197,0.38399222451932236,0.9025,0.95844965241352,0.8635329030144653,-0.05178606464573745,0.9570496014941465,0.23185683925252754,0.24958768026932265,0.95
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s44,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s45,128,0,1600,200,-0.1593689173979831,0.8248794629285136,1.1956135726891017,1.194866080541832,0.7792555083781371,-1.7763568394002505e-17,1.194866080541832,-0.13150570519006394,0.33027162617390715,0.898125,1.02962162541031,0.8097891729669905,0.025968623614095857,1.0292940892185083,0.15473125610427746,-0.1948658825292373,0.95
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s44,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s45,128,1,1640,180,-0.1719784573459533,0.8412612786155247,1.1901227120124362,1.1893968060516331,0.8079936065289524,-1.213121743980659e-16,1.1893968060516331,-0.16675956776074438,0.5599427188218842,0.8969512195121951,1.0466138203721287,0.6748630231722865,0.1267660866743921,1.0389084888782087,0.162240813068155,-0.18900663106263238,0.9388888888888889
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s44,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s45,128,2,1680,160,-0.19953205559775267,0.8380773025148684,1.184531290997631,1.1838260028785397,0.7923634420028773,-2.283887364943179e-16,1.1838260028785397,-0.11115706536669048,0.40597693218037634,0.9,1.1887632231249645,0.7852339698397842,0.45234121208272204,1.0993386323176257,-0.06891618379209766,0.46898974646178626,0.8875
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s44,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s45,128,3,1480,260,-0.20046768921065916,0.8556879595817231,1.1528291028398148,1.1520499009239302,0.8041629824270182,1.248250752010987e-16,1.1520499009239302,-0.12810808923617042,0.3744185598066845,0.8905405405405405,1.1091234152783234,0.8228158997446453,0.2431094447751504,1.0821518138319457,0.38567560357508573,-0.13366927451567445,0.926923076923077
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s44,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s45,128,4,1600,200,-0.18893241270371486,0.8382000817681354,1.1979015416903913,1.1971526191153474,0.7926763492827575,4.4408920985006264e-17,1.1971526191153474,-0.17950393025275202,0.38900777480798254,0.8975,1.0165295334736493,0.8287305163275521,0.11397769507440884,1.010119486719111,-0.26528862730129793,1.812301881810023,0.94
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s45,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44,128,0,1600,200,-0.06301659657767589,0.8620254442059364,1.0757984385161208,1.0751258542437399,0.8184495097345308,-3.108624468950438e-16,1.07512585424374,0.03311003157574364,0.42041148515126103,0.895,1.2411632781838615,0.8081761641052987,-0.2517334645008054,1.2153668359645704,-0.3373087491183324,0.7831000334317766,0.85
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s45,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44,128,1,1640,180,-0.10537549968115756,0.8802743341089896,1.0632801786038661,1.0626316392458137,0.8375009494533086,-3.292759019376074e-16,1.062631639245814,0.04178405053528325,0.4056900116996105,0.9030487804878049,1.2462091483065805,0.5709785339029303,-0.2936407937767023,1.2111202770795313,-0.10514949575402562,-0.48906215181538704,0.8277777777777777
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s45,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44,128,2,1680,160,-0.11867658689195482,0.8578711603849807,1.0606320707034085,1.060000554082548,0.8238176047348469,-3.0451831532575723e-16,1.060000554082548,0.10168344538361929,0.3562152798562561,0.8964285714285715,1.280919753324614,0.7662831910604622,-0.2479083958605174,1.2567007765252056,-0.27897164162599425,0.6018439204232302,0.825
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s45,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44,128,3,1480,260,-0.12473324936418151,0.8800282063779465,1.0448347532671824,1.0441285451748272,0.8273940058654979,6.721350203136083e-17,1.0441285451748272,0.02647289745713617,0.23370834014960584,0.8966216216216216,1.4190021931209753,0.713604475368389,-0.31875899721851886,1.3827363905583674,-0.12375165855944466,0.19926651503026038,0.8115384615384615
same_cell_2,2,0,z_r1_d6,MNIST_QNN_z_r1_d6_s45,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44,128,4,1600,200,-0.05722814387952968,0.860733579159165,1.0883694749348656,1.0876890313079068,0.818012291933373,2.1760371282653068e-16,1.0876890313079068,0.07265564483045518,0.16936768787570333,0.895625,1.2966162125521365,0.7415162690654147,-0.0953207908970412,1.2931077099282218,-0.08285413711937667,0.273522735232532,0.82
same_cell_2,2,0,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43,MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,128,0,1600,200,-0.2529473111687368,0.7309928127583462,1.2661866726699968,1.2653950585428089,0.7255985328899055,1.0658141036401502e-16,1.2653950585428089,-0.15856044785117734,0.19405380434304575,0.898125,1.482218308962392,0.7794915276360419,0.07075498562626178,1.4805285702857476,0.0877111200974457,-0.009193043183520988,0.825
same_cell_2,2,0,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43,MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,128,1,1640,180,-0.22197626613171173,0.7295440885046215,1.245031066873621,1.244271669994874,0.7696736928340857,-4.332577657073782e-17,1.244271669994874,-0.2023553406833481,0.222344080981967,0.901219512195122,1.3437742948547244,0.6858809592944142,0.07900042194912266,1.341450069456248,0.27689856657150513,0.034345607760011276,0.9
same_cell_2,2,0,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43,MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,128,2,1680,160,-0.23874583619387701,0.7318878853519339,1.2604879243462401,1.2597374104813421,0.7624858311610068,-6.767073673905717e-17,1.2597374104813421,-0.1570666175493715,0.20149920524890952,0.9011904761904762,1.4559196762694222,0.7120640797252815,-0.23532945669569222,1.4367749129768965,-0.0795060026107763,0.053186987810615705,0.85
same_cell_2,2,0,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43,MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,128,3,1480,260,-0.27169906735372584,0.7468523139268578,1.244366473391255,1.243525400991417,0.7803475264875006,2.880578658486893e-16,1.243525400991417,-0.16955283136717622,0.29487549643988453,0.902027027027027,1.4167091650940806,0.779525068797586,0.10981514658790632,1.4124466333428118,-0.1198489990113619,0.044682308655301206,0.8576923076923076
same_cell_2,2,0,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43,MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,128,4,1600,200,-0.29267115681226885,0.7350383252224167,1.271476929794183,1.2706820082223929,0.7569836087916012,1.2434497875801754e-16,1.2706820082223929,-0.1535261957955268,0.2239344664233176,0.901875,1.359331923422204,0.7563143465288538,0.07848690500094935,1.3570641413647628,-0.44007101992622116,0.2842066701736887,0.895
same_cell_2,2,0,zz_r1_d6,MNIST_QNN_zz_r1_d6_s44,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s45,128,0,1600,200,-0.30075752034142567,0.7433076426134861,1.3755906618317426,1.3747306488299964,0.7330890644930406,1.0658141036401502e-16,1.3747306488299964,-0.08856352372342241,0.09557973906221484,0.9075,1.1714223218757458,0.8432704646067962,0.1787013115434634,1.1577115778299052,-0.21848663160559087,0.5018438927667042,0.935
same_cell_2,2,0,zz_r1_d6,MNIST_QNN_zz_r1_d6_s44,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s45,128,1,1640,180,-0.28127586754152456,0.7341336212229715,1.3710346640416768,1.3701984122627218,0.7659646257589848,-3.6393652319419763e-16,1.3701984122627218,-0.1182599205491748,0.12875787546067397,0.9036585365853659,1.1345149446556426,0.7597713270463287,-0.029397142754630068,1.1341340166156997,-0.14460033859277313,0.49024779492780546,0.9555555555555556
same_cell_2,2,0,zz_r1_d6,MNIST_QNN_zz_r1_d6_s44,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s45,128,2,1680,160,-0.24958626047672405,0.7288890354319667,1.3791650211702164,1.378343845139587,0.7559363587714905,5.921189464667501e-17,1.378343845139587,-0.05890928749393501,0.1005722186092628,0.9047619047619048,1.1991344874247711,0.71584105736426,-0.05120541201045237,1.1980407024439148,-0.41473688304414197,0.38479571009384106,0.9375
same_cell_2,2,0,zz_r1_d6,MNIST_QNN_zz_r1_d6_s44,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s45,128,3,1480,260,-0.27347242841271036,0.7291067394842663,1.3747831334116705,1.3738539118567663,0.7617718032149585,-1.2722555741650443e-16,1.3738539118567663,-0.044859739906111105,0.15329203170399897,0.9054054054054054,1.2403685650316933,0.7219848983648547,0.1619434799720158,1.229751392116852,-0.2079603730293197,0.11452082439014388,0.9346153846153846
