strategy,auxiliary_target_count,shots,attack,n_replicates,auc_median,auc_q05,auc_q95,advantage_median,advantage_q05,advantage_q95,tpr_at_0_1pct_fpr_median,tpr_at_0_1pct_fpr_q05,tpr_at_0_1pct_fpr_q95,tpr_at_1pct_fpr_median,tpr_at_1pct_fpr_q05,tpr_at_1pct_fpr_q95,tpr_at_5pct_fpr_median,tpr_at_5pct_fpr_q05,tpr_at_5pct_fpr_q95
cross_cell_4,4,1024,affine_channel_lira,10,0.6021795555555556,0.5978633222222222,0.6088995666666666,0.14683333333333334,0.14215000000000003,0.16058333333333333,0.0033333333333333335,0.00215,0.005183333333333333,0.02466666666666667,0.01898333333333333,0.028216666666666664,0.0975,0.09478333333333333,0.10303333333333334
cross_cell_4,4,1024,latent_lira_mismatched,10,0.596576,0.5884366,0.6038381555555555,0.14633333333333337,0.13756666666666673,0.16493333333333327,0.004666666666666667,0.0033333333333333335,0.006799999999999997,0.014666666666666666,0.012233333333333334,0.021599999999999994,0.07266666666666666,0.06496666666666666,0.08336666666666666
cross_cell_4,4,1024,loss_mia,10,0.57747,0.5737925111111111,0.5805814888888888,0.15433333333333332,0.14490000000000003,0.16050000000000003,0.002,0.0009666666666666667,0.0026666666666666666,0.008,0.006233333333333333,0.009033333333333332,0.04033333333333333,0.035500000000000004,0.04669999999999999
cross_cell_4,4,128,affine_channel_lira,10,0.5749787777777777,0.5627497888888889,0.5867186,0.11016666666666665,0.09648333333333334,0.1269166666666667,0.005333333333333333,0.0022333333333333333,0.007333333333333333,0.022,0.018533333333333332,0.026283333333333332,0.08716666666666667,0.06936666666666667,0.09613333333333332
cross_cell_4,4,128,latent_lira_mismatched,10,0.5680675555555555,0.5574923777777777,0.5702852888888889,0.11233333333333331,0.09736666666666668,0.12206666666666667,0.0,0.0,0.0013999999999999985,0.01,0.005566666666666667,0.016199999999999996,0.059,0.05223333333333333,0.06473333333333332
cross_cell_4,4,128,loss_mia,10,0.5650198888888889,0.5492942777777777,0.5750170666666666,0.12766666666666665,0.10733333333333339,0.1404,0.0016666666666666666,0.0003,0.002,0.009666666666666667,0.005266666666666667,0.014666666666666666,0.047,0.036566666666666664,0.060266666666666656
cross_cell_4,4,512,affine_channel_lira,10,0.5953643333333334,0.5868971666666667,0.6020939555555556,0.13733333333333336,0.12455000000000002,0.14280000000000004,0.003666666666666667,0.0019333333333333333,0.005333333333333333,0.024166666666666666,0.019266666666666668,0.02841666666666666,0.09516666666666668,0.08748333333333334,0.0998
cross_cell_4,4,512,latent_lira_mismatched,10,0.588883111111111,0.5783946666666666,0.5977099777777778,0.13866666666666666,0.1220666666666667,0.1536666666666667,0.0033333333333333335,0.0016333333333333334,0.0061999999999999954,0.014333333333333333,0.0086,0.017699999999999997,0.07233333333333333,0.0543,0.07606666666666666
cross_cell_4,4,512,loss_mia,10,0.5756915555555555,0.5700864888888889,0.5771338222222222,0.15066666666666667,0.13730000000000003,0.1634666666666667,0.0006666666666666666,0.0006666666666666666,0.002366666666666666,0.007333333333333333,0.004966666666666667,0.010066666666666665,0.043,0.0375,0.05026666666666666
cross_cell_8,8,1024,affine_channel_lira,10,0.6025904444444444,0.5978787444444444,0.6092275,0.14650000000000005,0.14181666666666667,0.16105,0.003333333333333333,0.002,0.005333333333333333,0.02383333333333333,0.018233333333333334,0.028883333333333334,0.09633333333333333,0.0943,0.10325
cross_cell_8,8,1024,latent_lira_mismatched,10,0.596576,0.5884366,0.6038381555555555,0.14633333333333337,0.13756666666666673,0.16493333333333327,0.004666666666666667,0.0033333333333333335,0.006799999999999997,0.014666666666666666,0.012233333333333334,0.021599999999999994,0.07266666666666666,0.06496666666666666,0.08336666666666666
cross_cell_8,8,1024,loss_mia,10,0.57747,0.5737925111111111,0.5805814888888888,0.15433333333333332,0.14490000000000003,0.16050000000000003,0.002,0.0009666666666666667,0.0026666666666666666,0.008,0.006233333333333333,0.009033333333333332,0.04033333333333333,0.035500000000000004,0.04669999999999999
cross_cell_8,8,128,affine_channel_lira,10,0.5749653333333333,0.5628261444444445,0.5864240333333333,0.11200000000000002,0.09908333333333336,0.12600000000000003,0.005666666666666667,0.0018666666666666666,0.007333333333333333,0.02266666666666667,0.018233333333333334,0.026850000000000002,0.08716666666666667,0.07003333333333334,0.09585
cross_cell_8,8,128,latent_lira_mismatched,10,0.5680675555555555,0.5574923777777777,0.5702852888888889,0.11233333333333331,0.09736666666666668,0.12206666666666667,0.0,0.0,0.0013999999999999985,0.01,0.005566666666666667,0.016199999999999996,0.059,0.05223333333333333,0.06473333333333332
cross_cell_8,8,128,loss_mia,10,0.5650198888888889,0.5492942777777777,0.5750170666666666,0.12766666666666665,0.10733333333333339,0.1404,0.0016666666666666666,0.0003,0.002,0.009666666666666667,0.005266666666666667,0.014666666666666666,0.047,0.036566666666666664,0.060266666666666656
cross_cell_8,8,512,affine_channel_lira,10,0.5954574444444445,0.5863067777777777,0.6021343555555555,0.13666666666666671,0.12395,0.1431,0.0033333333333333335,0.0016333333333333334,0.005333333333333333,0.0245,0.019383333333333332,0.029233333333333326,0.09383333333333334,0.08656666666666667,0.10043333333333333
cross_cell_8,8,512,latent_lira_mismatched,10,0.588883111111111,0.5783946666666666,0.5977099777777778,0.13866666666666666,0.1220666666666667,0.1536666666666667,0.0033333333333333335,0.0016333333333333334,0.0061999999999999954,0.014333333333333333,0.0086,0.017699999999999997,0.07233333333333333,0.0543,0.07606666666666666
cross_cell_8,8,512,loss_mia,10,0.5756915555555555,0.5700864888888889,0.5771338222222222,0.15066666666666667,0.13730000000000003,0.1634666666666667,0.0006666666666666666,0.0006666666666666666,0.002366666666666666,0.007333333333333333,0.004966666666666667,0.010066666666666665,0.043,0.0375,0.05026666666666666
same_cell_2,2,1024,affine_channel_lira,10,0.6013235555555556,0.5942244444444444,0.6064551777777778,0.1436666666666666,0.1353333333333333,0.15440000000000004,0.004333333333333333,0.0026666666666666666,0.006366666666666666,0.03033333333333333,0.025933333333333333,0.038066666666666665,0.10066666666666667,0.09506666666666666,0.11073333333333334
same_cell_2,2,1024,latent_lira_mismatched,10,0.596576,0.5884366,0.6038381555555555,0.14633333333333337,0.13756666666666673,0.16493333333333327,0.004666666666666667,0.0033333333333333335,0.006799999999999997,0.014666666666666666,0.012233333333333334,0.021599999999999994,0.07266666666666666,0.06496666666666666,0.08336666666666666
same_cell_2,2,1024,loss_mia,10,0.57747,0.5737925111111111,0.5805814888888888,0.15433333333333332,0.14490000000000003,0.16050000000000003,0.002,0.0009666666666666667,0.0026666666666666666,0.008,0.006233333333333333,0.009033333333333332,0.04033333333333333,0.035500000000000004,0.04669999999999999
same_cell_2,2,128,affine_channel_lira,10,0.5744202222222221,0.5639085111111111,0.5896355333333333,0.10899999999999999,0.09350000000000001,0.13226666666666667,0.005333333333333333,0.002966666666666667,0.008799999999999997,0.025,0.0183,0.030366666666666663,0.08666666666666667,0.0679,0.10153333333333332
same_cell_2,2,128,latent_lira_mismatched,10,0.5680675555555555,0.5574923777777777,0.5702852888888889,0.11233333333333331,0.09736666666666668,0.12206666666666667,0.0,0.0,0.0013999999999999985,0.01,0.005566666666666667,0.016199999999999996,0.059,0.05223333333333333,0.06473333333333332
same_cell_2,2,128,loss_mia,10,0.5650198888888889,0.5492942777777777,0.5750170666666666,0.12766666666666665,0.10733333333333339,0.1404,0.0016666666666666666,0.0003,0.002,0.009666666666666667,0.005266666666666667,0.014666666666666666,0.047,0.036566666666666664,0.060266666666666656
same_cell_2,2,512,affine_channel_lira,10,0.5936071111111112,0.5846292000000001,0.6032917777777778,0.13500000000000004,0.11733333333333339,0.14730000000000001,0.004333333333333333,0.0026666666666666666,0.007033333333333332,0.029666666666666668,0.022233333333333334,0.03523333333333333,0.09666666666666666,0.0858,0.1045
same_cell_2,2,512,latent_lira_mismatched,10,0.588883111111111,0.5783946666666666,0.5977099777777778,0.13866666666666666,0.1220666666666667,0.1536666666666667,0.0033333333333333335,0.0016333333333333334,0.0061999999999999954,0.014333333333333333,0.0086,0.017699999999999997,0.07233333333333333,0.0543,0.07606666666666666
same_cell_2,2,512,loss_mia,10,0.5756915555555555,0.5700864888888889,0.5771338222222222,0.15066666666666667,0.13730000000000003,0.1634666666666667,0.0006666666666666666,0.0006666666666666666,0.002366666666666666,0.007333333333333333,0.004966666666666667,0.010066666666666665,0.043,0.0375,0.05026666666666666
