strategy,auxiliary_target_count,shots,simulator_seed,attack,n_subset_replicates,auc,advantage,tpr_at_0_1pct_fpr,tpr_at_1pct_fpr,tpr_at_5pct_fpr
cross_cell_12,12,128,3,loss_mia,1,0.5526706666666666,0.10733333333333339,0.002,0.01,0.04133333333333333
cross_cell_12,12,128,4,affine_channel_lira,1,0.5823968888888889,0.1246666666666667,0.006,0.02266666666666667,0.07266666666666667
cross_cell_12,12,128,4,latent_lira_mismatched,1,0.5696262222222221,0.1226666666666667,0.0,0.006666666666666667,0.051333333333333335
cross_cell_12,12,128,4,loss_mia,1,0.5560137777777778,0.1266666666666667,0.002,0.008666666666666666,0.04533333333333334
cross_cell_12,12,128,5,affine_channel_lira,1,0.5793426666666667,0.12600000000000006,0.006666666666666667,0.017333333333333333,0.08266666666666667
cross_cell_12,12,128,5,latent_lira_mismatched,1,0.567948,0.1213333333333333,0.002,0.011333333333333334,0.06
cross_cell_12,12,128,5,loss_mia,1,0.5668224444444444,0.136,0.002,0.009333333333333334,0.04733333333333333
cross_cell_12,12,128,6,affine_channel_lira,1,0.5638853333333333,0.11066666666666669,0.0033333333333333335,0.019333333333333334,0.06733333333333333
cross_cell_12,12,128,6,latent_lira_mismatched,1,0.5594986666666667,0.10333333333333339,0.0006666666666666666,0.018,0.06533333333333333
cross_cell_12,12,128,6,loss_mia,1,0.5465317777777777,0.10733333333333339,0.0013333333333333333,0.004666666666666667,0.03266666666666666
cross_cell_12,12,128,7,affine_channel_lira,1,0.5761515555555556,0.11066666666666669,0.006666666666666667,0.028666666666666667,0.09533333333333334
cross_cell_12,12,128,7,latent_lira_mismatched,1,0.569704,0.11133333333333328,0.0,0.008666666666666666,0.064
cross_cell_12,12,128,7,loss_mia,1,0.5632173333333333,0.1286666666666666,0.0013333333333333333,0.008,0.054
cross_cell_12,12,128,8,affine_channel_lira,1,0.5767346666666666,0.12,0.004666666666666667,0.024,0.08666666666666667
cross_cell_12,12,128,8,latent_lira_mismatched,1,0.5707608888888889,0.11333333333333334,0.0006666666666666666,0.01,0.056
cross_cell_12,12,128,8,loss_mia,1,0.5696986666666667,0.1266666666666666,0.002,0.01,0.056
cross_cell_12,12,128,9,affine_channel_lira,1,0.5736391111111111,0.11133333333333328,0.004,0.027333333333333334,0.086
cross_cell_12,12,128,9,latent_lira_mismatched,1,0.5578133333333333,0.09466666666666668,0.0,0.004666666666666667,0.05466666666666667
cross_cell_12,12,128,9,loss_mia,1,0.5723457777777777,0.13533333333333342,0.0006666666666666666,0.011333333333333334,0.05733333333333333
cross_cell_12,12,512,0,affine_channel_lira,1,0.6024031111111111,0.14599999999999996,0.004666666666666667,0.024,0.10133333333333333
cross_cell_12,12,512,0,latent_lira_mismatched,1,0.6001297777777779,0.15000000000000002,0.0033333333333333335,0.018,0.07666666666666666
cross_cell_12,12,512,0,loss_mia,1,0.5768417777777778,0.15800000000000003,0.0006666666666666666,0.007333333333333333,0.042666666666666665
cross_cell_12,12,512,1,affine_channel_lira,1,0.5908582222222223,0.12666666666666665,0.0013333333333333333,0.021333333333333333,0.092
cross_cell_12,12,512,1,latent_lira_mismatched,1,0.5809582222222223,0.1326666666666667,0.0013333333333333333,0.009333333333333334,0.054
cross_cell_12,12,512,1,loss_mia,1,0.5770257777777777,0.16200000000000003,0.0006666666666666666,0.008666666666666666,0.04733333333333333
cross_cell_12,12,512,2,affine_channel_lira,1,0.5960293333333333,0.1393333333333333,0.0033333333333333335,0.024666666666666667,0.10266666666666667
cross_cell_12,12,512,2,latent_lira_mismatched,1,0.5872591111111111,0.1286666666666667,0.008,0.014666666666666666,0.07266666666666667
cross_cell_12,12,512,2,loss_mia,1,0.5731577777777778,0.15333333333333343,0.0006666666666666666,0.009333333333333334,0.043333333333333335
cross_cell_12,12,512,3,affine_channel_lira,1,0.5827688888888889,0.118,0.0033333333333333335,0.024666666666666667,0.09466666666666666
cross_cell_12,12,512,3,latent_lira_mismatched,1,0.5800502222222221,0.14,0.002,0.010666666666666666,0.05466666666666667
cross_cell_12,12,512,3,loss_mia,1,0.5691448888888889,0.134,0.002,0.010666666666666666,0.04
cross_cell_12,12,512,4,affine_channel_lira,1,0.6019857777777777,0.1393333333333333,0.0033333333333333335,0.026,0.10266666666666667
cross_cell_12,12,512,4,latent_lira_mismatched,1,0.5915991111111111,0.14400000000000002,0.002,0.015333333333333332,0.072
cross_cell_12,12,512,4,loss_mia,1,0.5756435555555556,0.16466666666666674,0.0006666666666666666,0.007333333333333333,0.04133333333333333
cross_cell_12,12,512,5,affine_channel_lira,1,0.597123111111111,0.13866666666666666,0.005333333333333333,0.03133333333333333,0.09133333333333334
cross_cell_12,12,512,5,latent_lira_mismatched,1,0.5905071111111111,0.1373333333333333,0.0033333333333333335,0.014666666666666666,0.074
cross_cell_12,12,512,5,loss_mia,1,0.5761644444444445,0.1433333333333333,0.0013333333333333333,0.005333333333333333,0.05266666666666667
cross_cell_12,12,512,6,affine_channel_lira,1,0.5934164444444445,0.13733333333333342,0.005333333333333333,0.016666666666666666,0.08133333333333333
cross_cell_12,12,512,6,latent_lira_mismatched,1,0.5780066666666667,0.132,0.0033333333333333335,0.013333333333333334,0.05466666666666667
cross_cell_12,12,512,6,loss_mia,1,0.5723124444444444,0.15133333333333332,0.0026666666666666666,0.004666666666666667,0.036
cross_cell_12,12,512,7,affine_channel_lira,1,0.5965871111111112,0.1393333333333333,0.0033333333333333335,0.021333333333333333,0.09333333333333334
cross_cell_12,12,512,7,latent_lira_mismatched,1,0.5947524444444444,0.15666666666666673,0.004,0.014,0.07266666666666667
cross_cell_12,12,512,7,loss_mia,1,0.5772222222222222,0.15000000000000002,0.0006666666666666666,0.007333333333333333,0.04533333333333334
cross_cell_12,12,512,8,affine_channel_lira,1,0.5952928888888889,0.13666666666666671,0.0026666666666666666,0.024666666666666667,0.09533333333333334
cross_cell_12,12,512,8,latent_lira_mismatched,1,0.5930124444444445,0.14,0.004,0.017333333333333333,0.07533333333333334
cross_cell_12,12,512,8,loss_mia,1,0.5712373333333334,0.14733333333333332,0.0006666666666666666,0.007333333333333333,0.03933333333333333
cross_cell_12,12,512,9,affine_channel_lira,1,0.5946791111111112,0.13600000000000007,0.002,0.024666666666666667,0.09066666666666667
cross_cell_12,12,512,9,latent_lira_mismatched,1,0.5788688888888889,0.1166666666666667,0.004,0.008,0.06666666666666667
cross_cell_12,12,512,9,loss_mia,1,0.5757395555555556,0.14133333333333342,0.0013333333333333333,0.006666666666666667,0.043333333333333335
cross_cell_2,2,1024,0,affine_channel_lira,66,0.6058357777777778,0.14800000000000005,0.0033333333333333335,0.02666666666666667,0.10366666666666666
cross_cell_2,2,1024,0,latent_lira_mismatched,66,0.5966879999999999,0.13866666666666672,0.005333333333333333,0.013333333333333334,0.08666666666666667
cross_cell_2,2,1024,0,loss_mia,66,0.5747671111111111,0.15200000000000002,0.0026666666666666666,0.005333333333333333,0.04
cross_cell_2,2,1024,1,affine_channel_lira,66,0.5968022222222222,0.1413333333333333,0.0033333333333333335,0.022,0.095
cross_cell_2,2,1024,1,latent_lira_mismatched,66,0.5894964444444444,0.13666666666666671,0.0033333333333333335,0.015333333333333332,0.06533333333333333
cross_cell_2,2,1024,1,loss_mia,66,0.5787835555555556,0.15800000000000003,0.002,0.009333333333333334,0.04066666666666666
cross_cell_2,2,1024,2,affine_channel_lira,66,0.6016539999999999,0.1426666666666667,0.005333333333333333,0.029333333333333333,0.09866666666666667
cross_cell_2,2,1024,2,latent_lira_mismatched,66,0.5973902222222223,0.15466666666666667,0.008,0.018666666666666668,0.07933333333333334
cross_cell_2,2,1024,2,loss_mia,66,0.5775191111111111,0.14800000000000002,0.0013333333333333333,0.008,0.03866666666666667
cross_cell_2,2,1024,3,affine_channel_lira,66,0.6002671111111112,0.14600000000000002,0.0026666666666666666,0.02366666666666667,0.096
cross_cell_2,2,1024,3,latent_lira_mismatched,66,0.5971635555555556,0.15333333333333332,0.004666666666666667,0.011333333333333334,0.072
cross_cell_2,2,1024,3,loss_mia,66,0.5768439999999999,0.14400000000000002,0.0013333333333333333,0.008666666666666666,0.042666666666666665
cross_cell_2,2,1024,4,affine_channel_lira,66,0.6044451111111111,0.15133333333333338,0.004666666666666667,0.028,0.096
cross_cell_2,2,1024,4,latent_lira_mismatched,66,0.5941400000000001,0.14533333333333343,0.0033333333333333335,0.024,0.06866666666666667
cross_cell_2,2,1024,4,loss_mia,66,0.577420888888889,0.16200000000000003,0.002,0.008,0.04066666666666666
cross_cell_2,2,1024,5,affine_channel_lira,66,0.6050144444444445,0.15400000000000003,0.005333333333333333,0.026,0.102
cross_cell_2,2,1024,5,latent_lira_mismatched,66,0.596464,0.14466666666666667,0.005333333333333333,0.018666666666666668,0.078
cross_cell_2,2,1024,5,loss_mia,66,0.5804893333333333,0.14600000000000002,0.0026666666666666666,0.007333333333333333,0.05
cross_cell_2,2,1024,6,affine_channel_lira,66,0.5986128888888889,0.14233333333333334,0.004666666666666667,0.021333333333333333,0.09266666666666666
cross_cell_2,2,1024,6,latent_lira_mismatched,66,0.5877359999999999,0.13866666666666672,0.004666666666666667,0.013333333333333334,0.068
cross_cell_2,2,1024,6,loss_mia,66,0.5753111111111111,0.15666666666666673,0.0026666666666666666,0.008666666666666666,0.04133333333333333
cross_cell_2,2,1024,7,affine_channel_lira,66,0.6090888888888888,0.16333333333333339,0.0026666666666666666,0.017333333333333333,0.095
cross_cell_2,2,1024,7,latent_lira_mismatched,66,0.6078355555555556,0.17333333333333323,0.004,0.014,0.07866666666666666
cross_cell_2,2,1024,7,loss_mia,66,0.5782048888888889,0.15866666666666673,0.0026666666666666666,0.008666666666666666,0.037333333333333336
cross_cell_2,2,1024,8,affine_channel_lira,66,0.600954,0.14400000000000002,0.0026666666666666666,0.022,0.09866666666666667
cross_cell_2,2,1024,8,latent_lira_mismatched,66,0.5989524444444444,0.14733333333333332,0.0033333333333333335,0.018666666666666668,0.07333333333333333
cross_cell_2,2,1024,8,loss_mia,66,0.5729951111111111,0.14666666666666672,0.002,0.007333333333333333,0.038
cross_cell_2,2,1024,9,affine_channel_lira,66,0.5964306666666667,0.14233333333333334,0.002,0.02666666666666667,0.09333333333333334
cross_cell_2,2,1024,9,latent_lira_mismatched,66,0.589292888888889,0.14866666666666672,0.004666666666666667,0.013333333333333334,0.06466666666666666
cross_cell_2,2,1024,9,loss_mia,66,0.5806568888888888,0.15666666666666662,0.0006666666666666666,0.008,0.034
cross_cell_2,2,128,0,affine_channel_lira,66,0.5893155555555556,0.12400000000000003,0.005333333333333333,0.023333333333333334,0.08833333333333333
cross_cell_2,2,128,0,latent_lira_mismatched,66,0.5681871111111111,0.11399999999999999,0.0,0.014,0.059333333333333335
cross_cell_2,2,128,0,loss_mia,66,0.5705986666666667,0.132,0.0006666666666666666,0.006,0.04666666666666667
cross_cell_2,2,128,1,affine_channel_lira,66,0.5617835555555556,0.096,0.005333333333333333,0.02366666666666667,0.08466666666666667
cross_cell_2,2,128,1,latent_lira_mismatched,66,0.5572297777777777,0.10066666666666668,0.0,0.008666666666666666,0.05333333333333334
cross_cell_2,2,128,1,loss_mia,66,0.5772026666666666,0.14400000000000002,0.0,0.014666666666666666,0.06266666666666666
cross_cell_2,2,128,2,affine_channel_lira,66,0.5626666666666666,0.09733333333333333,0.006666666666666667,0.022,0.08466666666666667
cross_cell_2,2,128,2,latent_lira_mismatched,66,0.5605386666666667,0.10800000000000004,0.0,0.01,0.058666666666666666
cross_cell_2,2,128,2,loss_mia,66,0.5624640000000001,0.126,0.002,0.014666666666666666,0.04133333333333333
cross_cell_2,2,128,3,affine_channel_lira,66,0.5674795555555555,0.10733333333333334,0.0006666666666666666,0.02,0.09133333333333334
cross_cell_2,2,128,3,latent_lira_mismatched,66,0.5692311111111111,0.11533333333333329,0.0006666666666666666,0.011333333333333334,0.06266666666666666
cross_cell_2,2,128,3,loss_mia,66,0.5526706666666666,0.10733333333333339,0.002,0.01,0.04133333333333333
cross_cell_2,2,128,4,affine_channel_lira,66,0.5818497777777778,0.12566666666666668,0.005333333333333333,0.022,0.072
cross_cell_2,2,128,4,latent_lira_mismatched,66,0.5696262222222221,0.1226666666666667,0.0,0.006666666666666667,0.051333333333333335
cross_cell_2,2,128,4,loss_mia,66,0.5560137777777778,0.1266666666666667,0.002,0.008666666666666666,0.04533333333333334
cross_cell_2,2,128,5,affine_channel_lira,66,0.5781259999999999,0.12533333333333335,0.005333333333333333,0.017333333333333333,0.08266666666666667
cross_cell_2,2,128,5,latent_lira_mismatched,66,0.567948,0.1213333333333333,0.002,0.011333333333333334,0.06
cross_cell_2,2,128,5,loss_mia,66,0.5668224444444444,0.136,0.002,0.009333333333333334,0.04733333333333333
cross_cell_2,2,128,6,affine_channel_lira,66,0.5629424444444444,0.10533333333333333,0.0033333333333333335,0.019666666666666666,0.066
cross_cell_2,2,128,6,latent_lira_mismatched,66,0.5594986666666667,0.10333333333333339,0.0006666666666666666,0.018,0.06533333333333333
cross_cell_2,2,128,6,loss_mia,66,0.5465317777777777,0.10733333333333339,0.0013333333333333333,0.004666666666666667,0.03266666666666666
cross_cell_2,2,128,7,affine_channel_lira,66,0.576292,0.10933333333333334,0.004666666666666667,0.025333333333333333,0.096
cross_cell_2,2,128,7,latent_lira_mismatched,66,0.569704,0.11133333333333328,0.0,0.008666666666666666,0.064
cross_cell_2,2,128,7,loss_mia,66,0.5632173333333333,0.1286666666666666,0.0013333333333333333,0.008,0.054
cross_cell_2,2,128,8,affine_channel_lira,66,0.575698,0.12333333333333335,0.004666666666666667,0.023333333333333334,0.086
cross_cell_2,2,128,8,latent_lira_mismatched,66,0.5707608888888889,0.11333333333333334,0.0006666666666666666,0.01,0.056
cross_cell_2,2,128,8,loss_mia,66,0.5696986666666667,0.1266666666666666,0.002,0.01,0.056
cross_cell_2,2,128,9,affine_channel_lira,66,0.5722982222222222,0.11133333333333334,0.0033333333333333335,0.025333333333333333,0.09
cross_cell_2,2,128,9,latent_lira_mismatched,66,0.5578133333333333,0.09466666666666668,0.0,0.004666666666666667,0.05466666666666667
cross_cell_2,2,128,9,loss_mia,66,0.5723457777777777,0.13533333333333342,0.0006666666666666666,0.011333333333333334,0.05733333333333333
cross_cell_2,2,512,0,affine_channel_lira,66,0.6015668888888888,0.14633333333333332,0.004,0.024666666666666667,0.099
cross_cell_2,2,512,0,latent_lira_mismatched,66,0.6001297777777779,0.15000000000000002,0.0033333333333333335,0.018,0.07666666666666666
cross_cell_2,2,512,0,loss_mia,66,0.5768417777777778,0.15800000000000003,0.0006666666666666666,0.007333333333333333,0.042666666666666665
cross_cell_2,2,512,1,affine_channel_lira,66,0.5897586666666667,0.13133333333333336,0.0013333333333333333,0.02,0.09233333333333332
cross_cell_2,2,512,1,latent_lira_mismatched,66,0.5809582222222223,0.1326666666666667,0.0013333333333333333,0.009333333333333334,0.054
cross_cell_2,2,512,1,loss_mia,66,0.5770257777777777,0.16200000000000003,0.0006666666666666666,0.008666666666666666,0.04733333333333333
cross_cell_2,2,512,2,affine_channel_lira,66,0.5954575555555555,0.14133333333333334,0.004,0.02666666666666667,0.09566666666666668
cross_cell_2,2,512,2,latent_lira_mismatched,66,0.5872591111111111,0.1286666666666667,0.008,0.014666666666666666,0.07266666666666667
cross_cell_2,2,512,2,loss_mia,66,0.5731577777777778,0.15333333333333343,0.0006666666666666666,0.009333333333333334,0.043333333333333335
cross_cell_2,2,512,3,affine_channel_lira,66,0.5820317777777777,0.11833333333333337,0.0033333333333333335,0.023333333333333334,0.09
cross_cell_2,2,512,3,latent_lira_mismatched,66,0.5800502222222221,0.14,0.002,0.010666666666666666,0.05466666666666667
cross_cell_2,2,512,3,loss_mia,66,0.5691448888888889,0.134,0.002,0.010666666666666666,0.04
cross_cell_2,2,512,4,affine_channel_lira,66,0.6010679999999999,0.1413333333333333,0.004,0.024666666666666667,0.09833333333333333
cross_cell_2,2,512,4,latent_lira_mismatched,66,0.5915991111111111,0.14400000000000002,0.002,0.015333333333333332,0.072
cross_cell_2,2,512,4,loss_mia,66,0.5756435555555556,0.16466666666666674,0.0006666666666666666,0.007333333333333333,0.04133333333333333
cross_cell_2,2,512,5,affine_channel_lira,66,0.5965462222222222,0.14200000000000002,0.004666666666666667,0.029333333333333333,0.094
cross_cell_2,2,512,5,latent_lira_mismatched,66,0.5905071111111111,0.1373333333333333,0.0033333333333333335,0.014666666666666666,0.074
cross_cell_2,2,512,5,loss_mia,66,0.5761644444444445,0.1433333333333333,0.0013333333333333333,0.005333333333333333,0.05266666666666667
cross_cell_2,2,512,6,affine_channel_lira,66,0.592961111111111,0.13466666666666666,0.004666666666666667,0.019333333333333334,0.08533333333333333
cross_cell_2,2,512,6,latent_lira_mismatched,66,0.5780066666666667,0.132,0.0033333333333333335,0.013333333333333334,0.05466666666666667
cross_cell_2,2,512,6,loss_mia,66,0.5723124444444444,0.15133333333333332,0.0026666666666666666,0.004666666666666667,0.036
cross_cell_2,2,512,7,affine_channel_lira,66,0.5950493333333333,0.13699999999999998,0.0033333333333333335,0.020666666666666667,0.092
cross_cell_2,2,512,7,latent_lira_mismatched,66,0.5947524444444444,0.15666666666666673,0.004,0.014,0.07266666666666667
cross_cell_2,2,512,7,loss_mia,66,0.5772222222222222,0.15000000000000002,0.0006666666666666666,0.007333333333333333,0.04533333333333334
cross_cell_2,2,512,8,affine_channel_lira,66,0.5941982222222222,0.132,0.0026666666666666666,0.024666666666666667,0.09666666666666666
cross_cell_2,2,512,8,latent_lira_mismatched,66,0.5930124444444445,0.14,0.004,0.017333333333333333,0.07533333333333334
cross_cell_2,2,512,8,loss_mia,66,0.5712373333333334,0.14733333333333332,0.0006666666666666666,0.007333333333333333,0.03933333333333333
cross_cell_2,2,512,9,affine_channel_lira,66,0.5932104444444444,0.136,0.0026666666666666666,0.024666666666666667,0.09033333333333333
cross_cell_2,2,512,9,latent_lira_mismatched,66,0.5788688888888889,0.1166666666666667,0.004,0.008,0.06666666666666667
cross_cell_2,2,512,9,loss_mia,66,0.5757395555555556,0.14133333333333342,0.0013333333333333333,0.006666666666666667,0.043333333333333335
cross_cell_4,4,1024,0,affine_channel_lira,32,0.6073484444444444,0.14866666666666667,0.0033333333333333335,0.027666666666666666,0.10266666666666667
cross_cell_4,4,1024,0,latent_lira_mismatched,32,0.5966879999999999,0.13866666666666672,0.005333333333333333,0.013333333333333334,0.08666666666666667
cross_cell_4,4,1024,0,loss_mia,32,0.5747671111111111,0.15200000000000002,0.0026666666666666666,0.005333333333333333,0.04
cross_cell_4,4,1024,1,affine_channel_lira,32,0.5984855555555555,0.14233333333333334,0.0033333333333333335,0.021666666666666667,0.09533333333333334
cross_cell_4,4,1024,1,latent_lira_mismatched,32,0.5894964444444444,0.13666666666666671,0.0033333333333333335,0.015333333333333332,0.06533333333333333
cross_cell_4,4,1024,1,loss_mia,32,0.5787835555555556,0.15800000000000003,0.002,0.009333333333333334,0.04066666666666666
cross_cell_4,4,1024,2,affine_channel_lira,32,0.6026835555555556,0.146,0.005,0.028666666666666667,0.1
cross_cell_4,4,1024,2,latent_lira_mismatched,32,0.5973902222222223,0.15466666666666667,0.008,0.018666666666666668,0.07933333333333334
cross_cell_4,4,1024,2,loss_mia,32,0.5775191111111111,0.14800000000000002,0.0013333333333333333,0.008,0.03866666666666667
cross_cell_4,4,1024,3,affine_channel_lira,32,0.601448,0.1476666666666667,0.002333333333333333,0.02266666666666667,0.09866666666666667
cross_cell_4,4,1024,3,latent_lira_mismatched,32,0.5971635555555556,0.15333333333333332,0.004666666666666667,0.011333333333333334,0.072
cross_cell_4,4,1024,3,loss_mia,32,0.5768439999999999,0.14400000000000002,0.0013333333333333333,0.008666666666666666,0.042666666666666665
cross_cell_4,4,1024,4,affine_channel_lira,32,0.606214,0.15366666666666665,0.004666666666666667,0.027333333333333334,0.097
cross_cell_4,4,1024,4,latent_lira_mismatched,32,0.5941400000000001,0.14533333333333343,0.0033333333333333335,0.024,0.06866666666666667
cross_cell_4,4,1024,4,loss_mia,32,0.577420888888889,0.16200000000000003,0.002,0.008,0.04066666666666666
cross_cell_4,4,1024,5,affine_channel_lira,32,0.6055548888888889,0.156,0.005333333333333333,0.027666666666666666,0.10333333333333333
cross_cell_4,4,1024,5,latent_lira_mismatched,32,0.596464,0.14466666666666667,0.005333333333333333,0.018666666666666668,0.078
cross_cell_4,4,1024,5,loss_mia,32,0.5804893333333333,0.14600000000000002,0.0026666666666666666,0.007333333333333333,0.05
cross_cell_4,4,1024,6,affine_channel_lira,32,0.5999622222222223,0.14266666666666672,0.004666666666666667,0.020999999999999998,0.09433333333333332
cross_cell_4,4,1024,6,latent_lira_mismatched,32,0.5877359999999999,0.13866666666666672,0.004666666666666667,0.013333333333333334,0.068
cross_cell_4,4,1024,6,loss_mia,32,0.5753111111111111,0.15666666666666673,0.0026666666666666666,0.008666666666666666,0.04133333333333333
cross_cell_4,4,1024,7,affine_channel_lira,32,0.6101686666666666,0.16433333333333336,0.0033333333333333335,0.017333333333333333,0.09666666666666666
cross_cell_4,4,1024,7,latent_lira_mismatched,32,0.6078355555555556,0.17333333333333323,0.004,0.014,0.07866666666666666
cross_cell_4,4,1024,7,loss_mia,32,0.5782048888888889,0.15866666666666673,0.0026666666666666666,0.008666666666666666,0.037333333333333336
cross_cell_4,4,1024,8,affine_channel_lira,32,0.6016755555555555,0.14200000000000004,0.0033333333333333335,0.02266666666666667,0.098
cross_cell_4,4,1024,8,latent_lira_mismatched,32,0.5989524444444444,0.14733333333333332,0.0033333333333333335,0.018666666666666668,0.07333333333333333
cross_cell_4,4,1024,8,loss_mia,32,0.5729951111111111,0.14666666666666672,0.002,0.007333333333333333,0.038
cross_cell_4,4,1024,9,affine_channel_lira,32,0.5973542222222222,0.14333333333333337,0.002,0.02666666666666667,0.097
cross_cell_4,4,1024,9,latent_lira_mismatched,32,0.589292888888889,0.14866666666666672,0.004666666666666667,0.013333333333333334,0.06466666666666666
cross_cell_4,4,1024,9,loss_mia,32,0.5806568888888888,0.15666666666666662,0.0006666666666666666,0.008,0.034
cross_cell_4,4,128,0,affine_channel_lira,32,0.5898919999999999,0.12466666666666662,0.007333333333333333,0.02266666666666667,0.087
cross_cell_4,4,128,0,latent_lira_mismatched,32,0.5681871111111111,0.11399999999999999,0.0,0.014,0.059333333333333335
