strategy,auxiliary_target_count,shots,contrast,n_replicates,auc_difference_median,auc_difference_q05,auc_difference_q95,tpr_at_0_1pct_fpr_difference_median,tpr_at_0_1pct_fpr_difference_q05,tpr_at_0_1pct_fpr_difference_q95,actual_fpr_difference_median,actual_fpr_difference_q05,actual_fpr_difference_q95,calibrated_tpr_difference_median,calibrated_tpr_difference_q05,calibrated_tpr_difference_q95
cross_cell_8,8,1024,affine_minus_loss,32,0.025330111111111137,0.024064788888888893,0.02655556666666665,0.0013333333333333335,0.0010000000000000002,0.0018166666666666665,-0.002999999999999999,-0.008816666666666667,0.0008166666666666666,0.01633333333333333,0.012516666666666669,0.024
cross_cell_8,8,1024,affine_minus_mismatched_lira,32,0.008440555555555534,0.006965766666666614,0.009509844444444401,-0.001,-0.0014833333333333332,-0.0005166666666666667,-0.0005,-0.004633333333333333,0.004633333333333333,0.007666666666666666,0.0011833333333333333,0.017266666666666663
cross_cell_8,8,128,affine_minus_loss,32,0.012670777777777753,0.011967066666666675,0.013467744444444433,0.004,0.002666666666666667,0.004666666666666666,-0.0006666666666666665,-0.004,0.0021499999999999996,0.013000000000000001,0.009516666666666666,0.018
cross_cell_8,8,128,affine_minus_mismatched_lira,32,0.006251333333333331,0.005787144444444467,0.00680918888888892,0.005,0.004,0.005666666666666667,-0.006333333333333333,-0.010966666666666666,-0.0015166666666666668,0.005666666666666667,-0.002816666666666668,0.012966666666666666
cross_cell_8,8,512,affine_minus_loss,32,0.020647444444444496,0.019206933333333315,0.022302877777777785,0.002666666666666667,0.00185,0.003,-0.0015000000000000005,-0.007000000000000001,0.0009666666666666658,0.01566666666666667,0.0117,0.019816666666666666
cross_cell_8,8,512,affine_minus_mismatched_lira,32,0.007261111111111135,0.005901477777777861,0.008978255555555589,0.0006666666666666668,0.00033333333333333327,0.0006666666666666668,-0.001999999999999999,-0.006333333333333333,0.0036666666666666666,0.008833333333333334,0.003183333333333334,0.016149999999999998
same_cell_2,2,1024,affine_minus_loss,1,0.023595777777777882,0.023595777777777882,0.023595777777777882,0.002,0.002,0.002,0.000666666666666667,0.000666666666666667,0.000666666666666667,0.011666666666666667,0.011666666666666667,0.011666666666666667
same_cell_2,2,1024,affine_minus_mismatched_lira,1,0.004877333333333289,0.004877333333333289,0.004877333333333289,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.004333333333333333,0.004333333333333333,0.004333333333333333
same_cell_2,2,128,affine_minus_loss,1,0.014639000000000013,0.014639000000000013,0.014639000000000013,0.003666666666666667,0.003666666666666667,0.003666666666666667,-0.0006666666666666678,-0.0006666666666666678,-0.0006666666666666678,0.013000000000000001,0.013000000000000001,0.013000000000000001
same_cell_2,2,128,affine_minus_mismatched_lira,1,0.0070222222222222075,0.0070222222222222075,0.0070222222222222075,0.004666666666666666,0.004666666666666666,0.004666666666666666,-0.00033333333333333305,-0.00033333333333333305,-0.00033333333333333305,0.009333333333333332,0.009333333333333332,0.009333333333333332
same_cell_2,2,512,affine_minus_loss,1,0.018372222222222234,0.018372222222222234,0.018372222222222234,0.003,0.003,0.003,-0.001666666666666667,-0.001666666666666667,-0.001666666666666667,0.014333333333333332,0.014333333333333332,0.014333333333333332
same_cell_2,2,512,affine_minus_mismatched_lira,1,0.005240000000000078,0.005240000000000078,0.005240000000000078,0.001,0.001,0.001,-0.0006666666666666661,-0.0006666666666666661,-0.0006666666666666661,0.007333333333333334,0.007333333333333334,0.007333333333333334
