fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7303935
0.1,0.0,0.7182108
0.1,0.1,0.70966625
0.175,0.1,0.70616734
0.175,0.125,0.7060896
0.25,0.125,0.7039126
0.25,0.15,0.7010733
0.275,0.15,0.7001001
0.275,0.225,0.6918513
0.3,0.225,0.690745
0.3,0.275,0.6790353
0.325,0.275,0.66045207
0.325,0.325,0.6167804
0.35,0.325,0.60965633
0.35,0.375,0.6043816
0.375,0.375,0.5981979
0.375,0.55,0.5486319
0.425,0.55,0.54254305
0.425,0.6,0.53875417
0.45,0.6,0.5355332
0.45,0.625,0.53131837
0.475,0.625,0.5276758
0.475,0.675,0.52520967
0.525,0.675,0.5245982
0.525,0.7,0.5128404
0.6,0.7,0.4768467
0.6,0.775,0.46603754
0.625,0.775,0.46219635
0.625,0.8,0.46115533
0.65,0.8,0.46046987
0.65,0.85,0.45761663
0.7,0.85,0.45285046
0.7,0.925,0.44874603
0.725,0.925,0.436361
0.725,0.95,0.11679278
0.75,0.95,0.10593203
0.75,0.975,0.09931092
0.825,0.975,0.08057761
0.825,1.0,0.070734754
1.0,1.0,0.017502062
