fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7232123
0.0,0.05,0.7214578
0.075,0.05,0.6950062
0.075,0.075,0.6860369
0.1,0.075,0.67765725
0.1,0.1,0.67088705
0.125,0.1,0.666384
0.125,0.125,0.6652243
0.15,0.125,0.66210395
0.15,0.2,0.65779316
0.2,0.2,0.6531685
0.2,0.475,0.61829066
0.225,0.475,0.61601365
0.225,0.525,0.61308765
0.25,0.525,0.61203825
0.25,0.55,0.6109249
0.275,0.55,0.6086965
0.275,0.625,0.6075493
0.325,0.625,0.60478145
0.325,0.65,0.6040954
0.35,0.65,0.5992056
0.35,0.75,0.55306005
0.375,0.75,0.5294838
0.375,0.8,0.5241008
0.425,0.8,0.5130052
0.425,0.825,0.5102733
0.475,0.825,0.4995546
0.475,0.85,0.49919194
0.525,0.85,0.4816077
0.525,0.875,0.38930175
0.55,0.875,0.36807242
0.55,0.9,0.34694898
0.6,0.9,0.31279117
0.6,0.925,0.30884704
0.625,0.925,0.3020215
0.625,0.95,0.296117
0.725,0.95,0.22544813
0.725,1.0,0.21645817
1.0,1.0,0.042864766
